product_id,region,on_hand_qty,reorder_point,snapshot_date
PROD000037,Northeast,237,26,2026-02-05
PROD000228,Northeast,16,41,2026-02-05
PROD000159,Midwest,199,48,2026-02-05
PROD000119,Midwest,19,40,2026-02-05
PROD000070,West,105,25,2026-02-05
PROD000240,West,160,66,2026-02-05
PROD000236,West,199,55,2026-02-05
PROD000091,Southeast,231,64,2026-02-05
PROD000211,Midwest,35,67,2026-02-05
PROD000126,Midwest,235,40,2026-02-05
PROD000134,Northeast,135,45,2026-02-05
PROD000132,Midwest,19,50,2026-02-05
PROD000206,Southeast,160,33,2026-02-05
PROD000139,Northeast,97,17,2026-02-05
PROD000114,Southeast,57,39,2026-02-05
PROD000029,Northeast,108,35,2026-02-05
PROD000163,West,216,24,2026-02-05
PROD000023,Midwest,60,39,2026-02-05
PROD000191,West,177,51,2026-02-05
PROD000133,West,218,41,2026-02-05
PROD000061,Southeast,145,51,2026-02-05
PROD000110,Midwest,135,19,2026-02-05
PROD000128,West,123,43,2026-02-05
PROD000104,West,103,48,2026-02-05
PROD000192,West,133,56,2026-02-05
PROD000130,Southeast,9,65,2026-02-05
PROD000074,Southeast,110,47,2026-02-05
PROD000112,West,198,56,2026-02-05
PROD000012,West,63,67,2026-02-05
PROD000223,Midwest,159,19,2026-02-05
PROD000094,West,47,18,2026-02-05
PROD000234,West,132,42,2026-02-05
PROD000036,Southeast,0,24,2026-02-05
PROD000048,Southeast,106,54,2026-02-05
PROD000041,Midwest,170,15,2026-02-05
PROD000249,Midwest,114,61,2026-02-05
PROD000225,Northeast,17,35,2026-02-05
PROD000089,Southeast,149,67,2026-02-05
PROD000100,Midwest,235,48,2026-02-05
PROD000010,Southeast,19,55,2026-02-05
PROD000049,Northeast,143,53,2026-02-05
PROD000043,Southeast,26,32,2026-02-05
PROD000172,West,43,29,2026-02-05
PROD000020,West,119,20,2026-02-05
PROD000231,Northeast,194,34,2026-02-05
PROD000011,Midwest,213,40,2026-02-05
PROD000205,Midwest,195,49,2026-02-05
PROD000210,Southeast,33,51,2026-02-05
PROD000062,West,35,54,2026-02-05
PROD000042,West,216,36,2026-02-05
PROD000187,Midwest,17,60,2026-02-05
PROD000033,Northeast,153,26,2026-02-05
PROD000017,Midwest,236,46,2026-02-05
PROD000116,West,171,60,2026-02-05
PROD000156,Southeast,201,43,2026-02-05
PROD000084,Southeast,87,21,2026-02-05
PROD000168,West,103,69,2026-02-05
PROD000141,West,92,49,2026-02-05
PROD000044,Northeast,81,28,2026-02-05
PROD000087,Northeast,60,53,2026-02-05
PROD000124,Southeast,97,20,2026-02-05
PROD000179,Northeast,93,45,2026-02-05
PROD000171,West,47,32,2026-02-05
PROD000066,West,223,49,2026-02-05
PROD000160,Northeast,141,25,2026-02-05
PROD000106,West,60,24,2026-02-05
PROD000073,Southeast,38,35,2026-02-05
PROD000009,Northeast,131,52,2026-02-05
PROD000201,Midwest,43,33,2026-02-05
PROD000154,Northeast,201,34,2026-02-05
PROD000122,West,98,54,2026-02-05
PROD000086,Southeast,204,52,2026-02-05
PROD000022,Southeast,144,32,2026-02-05
PROD000109,Midwest,36,46,2026-02-05
PROD000040,West,194,59,2026-02-05
PROD000202,Northeast,81,27,2026-02-05
PROD000239,West,212,45,2026-02-05
PROD000212,West,39,51,2026-02-05
PROD000047,West,105,18,2026-02-05
PROD000199,Northeast,124,54,2026-02-05
PROD000214,Southeast,98,15,2026-02-05
PROD000197,West,66,34,2026-02-05
PROD000173,Northeast,66,33,2026-02-05
PROD000050,Southeast,45,52,2026-02-05
PROD000051,Northeast,30,17,2026-02-05
PROD000026,West,163,25,2026-02-05
PROD000063,West,232,33,2026-02-05
PROD000165,West,97,69,2026-02-05
PROD000167,Midwest,30,25,2026-02-05
PROD000177,Midwest,191,54,2026-02-05
PROD000198,Northeast,1,61,2026-02-05
PROD000016,West,228,34,2026-02-05
PROD000057,Southeast,215,42,2026-02-05
PROD000153,Northeast,160,69,2026-02-05
PROD000092,West,164,65,2026-02-05
PROD000105,West,76,55,2026-02-05
PROD000185,Midwest,65,69,2026-02-05
PROD000233,Northeast,174,42,2026-02-05
PROD000182,Northeast,91,66,2026-02-05
PROD000244,West,145,67,2026-02-05
PROD000174,West,223,15,2026-02-05
PROD000158,West,116,38,2026-02-05
PROD000180,Southeast,9,51,2026-02-05
PROD000178,Midwest,59,30,2026-02-06
PROD000110,Midwest,150,64,2026-02-06
PROD000003,Southeast,3,50,2026-02-06
PROD000184,Northeast,236,60,2026-02-06
PROD000002,West,222,54,2026-02-06
PROD000053,Northeast,222,40,2026-02-06
PROD000025,West,221,18,2026-02-06
PROD000109,Midwest,132,21,2026-02-06
PROD000213,Midwest,197,48,2026-02-06
PROD000143,Southeast,213,61,2026-02-06
PROD000076,Southeast,68,46,2026-02-06
PROD000136,Southeast,148,33,2026-02-06
PROD000096,West,73,25,2026-02-06
PROD000152,West,65,25,2026-02-06
PROD000139,West,98,33,2026-02-06
PROD000146,Midwest,116,17,2026-02-06
PROD000137,Southeast,4,26,2026-02-06
PROD000111,Midwest,110,49,2026-02-06
PROD000236,Northeast,130,63,2026-02-06
PROD000064,West,82,38,2026-02-06
PROD000057,Southeast,152,68,2026-02-06
PROD000041,Midwest,142,35,2026-02-06
PROD000160,West,40,53,2026-02-06
PROD000026,Northeast,221,55,2026-02-06
PROD000169,West,115,31,2026-02-06
PROD000082,Southeast,10,33,2026-02-06
PROD000119,Northeast,203,18,2026-02-06
PROD000180,Northeast,137,35,2026-02-06
PROD000207,Midwest,181,38,2026-02-06
PROD000072,Southeast,181,22,2026-02-06
PROD000225,Northeast,47,41,2026-02-06
PROD000193,West,185,47,2026-02-06
PROD000142,West,159,69,2026-02-06
PROD000133,Northeast,153,35,2026-02-06
PROD000100,Northeast,96,19,2026-02-06
PROD000130,Southeast,49,28,2026-02-06
PROD000188,Midwest,62,53,2026-02-06
PROD000192,Southeast,15,53,2026-02-06
PROD000232,Midwest,68,66,2026-02-06
PROD000239,Southeast,92,55,2026-02-06
PROD000094,Northeast,20,17,2026-02-06
PROD000070,Southeast,26,38,2026-02-06
PROD000099,Midwest,16,28,2026-02-06
PROD000190,West,208,16,2026-02-06
PROD000200,Midwest,104,15,2026-02-06
PROD000080,Northeast,220,56,2026-02-06
PROD000202,Southeast,226,51,2026-02-06
PROD000087,Northeast,89,38,2026-02-06
PROD000105,Northeast,175,20,2026-02-06
PROD000121,Northeast,85,50,2026-02-06
PROD000216,Southeast,21,56,2026-02-06
PROD000079,Midwest,113,52,2026-02-06
PROD000063,Southeast,65,44,2026-02-06
PROD000237,West,147,31,2026-02-06
PROD000086,Northeast,190,51,2026-02-06
PROD000155,Midwest,238,40,2026-02-06
PROD000128,West,136,60,2026-02-06
PROD000248,West,230,51,2026-02-06
PROD000015,Southeast,192,22,2026-02-06
PROD000164,Southeast,33,29,2026-02-06
PROD000158,Midwest,18,43,2026-02-06
PROD000144,West,150,54,2026-02-06
PROD000205,Southeast,37,38,2026-02-06
PROD000189,Southeast,147,47,2026-02-06
PROD000022,West,80,56,2026-02-06
PROD000151,Northeast,87,22,2026-02-06
PROD000217,Northeast,137,16,2026-02-06
PROD000176,Southeast,140,45,2026-02-06
PROD000043,Northeast,125,19,2026-02-06
PROD000196,Northeast,20,51,2026-02-06
PROD000066,Southeast,223,20,2026-02-06
PROD000012,Southeast,19,60,2026-02-06
PROD000161,Southeast,188,31,2026-02-06
PROD000198,West,105,40,2026-02-06
PROD000013,Midwest,140,49,2026-02-06
PROD000075,Midwest,148,62,2026-02-06
PROD000168,Midwest,152,49,2026-02-06
PROD000209,Midwest,88,50,2026-02-06
PROD000230,Midwest,50,57,2026-02-06
PROD000126,West,172,49,2026-02-06
PROD000112,Midwest,159,23,2026-02-06
PROD000240,Northeast,54,23,2026-02-06
PROD000228,Midwest,54,54,2026-02-06
PROD000132,Southeast,68,32,2026-02-06
PROD000148,Southeast,171,29,2026-02-06
PROD000044,West,227,37,2026-02-06
PROD000250,Southeast,155,17,2026-02-06
PROD000034,Southeast,70,62,2026-02-06
PROD000009,Midwest,177,66,2026-02-06
PROD000102,Northeast,127,33,2026-02-06
PROD000122,Midwest,70,38,2026-02-06
PROD000083,Southeast,28,66,2026-02-06
PROD000191,Midwest,133,50,2026-02-06
PROD000085,Northeast,86,29,2026-02-06
PROD000171,Midwest,203,50,2026-02-06
PROD000167,Northeast,32,69,2026-02-06
PROD000048,Southeast,122,18,2026-02-06
PROD000185,West,63,41,2026-02-06
PROD000181,Midwest,105,30,2026-02-06
PROD000081,Southeast,120,23,2026-02-06
PROD000162,West,212,64,2026-02-06
PROD000103,Midwest,188,23,2026-02-06
PROD000104,Midwest,184,36,2026-02-06
PROD000195,Northeast,5,63,2026-02-06
PROD000068,Southeast,138,17,2026-02-06
PROD000037,West,31,27,2026-02-06
PROD000001,Northeast,187,15,2026-02-06
PROD000059,Midwest,151,17,2026-02-06
PROD000203,Northeast,45,27,2026-02-06
PROD000005,West,129,55,2026-02-06
PROD000214,Northeast,29,62,2026-02-06
PROD000077,Southeast,173,19,2026-02-06
PROD000219,Midwest,92,66,2026-02-06
PROD000231,Northeast,102,50,2026-02-06
PROD000071,West,128,63,2026-02-06
PROD000038,Southeast,235,16,2026-02-06
PROD000089,Southeast,74,56,2026-02-06
PROD000163,Northeast,148,43,2026-02-06
PROD000033,Midwest,49,68,2026-02-06
PROD000115,Southeast,164,30,2026-02-06
PROD000076,West,120,23,2026-02-07
PROD000044,West,93,24,2026-02-07
PROD000218,Midwest,33,40,2026-02-07
PROD000060,Southeast,92,34,2026-02-07
PROD000211,Northeast,221,29,2026-02-07
PROD000010,West,107,39,2026-02-07
PROD000233,Northeast,110,55,2026-02-07
PROD000164,Northeast,209,38,2026-02-07
PROD000210,Northeast,70,19,2026-02-07
PROD000166,Northeast,224,48,2026-02-07
PROD000152,West,128,58,2026-02-07
PROD000201,Northeast,236,15,2026-02-07
PROD000004,Midwest,44,32,2026-02-07
PROD000009,Midwest,219,25,2026-02-07
PROD000139,West,96,31,2026-02-07
PROD000058,West,233,20,2026-02-07
PROD000074,Northeast,96,19,2026-02-07
PROD000180,West,50,48,2026-02-07
PROD000073,West,101,49,2026-02-07
PROD000048,West,204,56,2026-02-07
PROD000220,Southeast,185,44,2026-02-07
PROD000110,Southeast,135,57,2026-02-07
PROD000133,West,27,36,2026-02-07
PROD000002,West,217,17,2026-02-07
PROD000172,Northeast,132,52,2026-02-07
PROD000177,West,235,41,2026-02-07
PROD000208,Northeast,150,43,2026-02-07
PROD000037,Midwest,170,40,2026-02-07
PROD000202,Northeast,56,21,2026-02-07
PROD000188,West,9,30,2026-02-07
PROD000223,West,4,16,2026-02-07
PROD000236,Northeast,150,56,2026-02-07
PROD000049,West,214,45,2026-02-07
PROD000222,Northeast,153,27,2026-02-07
PROD000195,West,80,34,2026-02-07
PROD000003,West,1,24,2026-02-07
PROD000039,Southeast,149,35,2026-02-07
PROD000116,Midwest,151,24,2026-02-07
PROD000041,Northeast,26,60,2026-02-07
PROD000092,West,178,47,2026-02-07
PROD000017,Midwest,112,33,2026-02-07
PROD000151,Midwest,33,22,2026-02-07
PROD000006,West,80,34,2026-02-07
PROD000008,Northeast,106,64,2026-02-07
PROD000194,West,150,67,2026-02-07
PROD000095,Midwest,186,42,2026-02-07
PROD000215,Northeast,45,58,2026-02-07
PROD000245,Midwest,160,59,2026-02-07
PROD000007,Northeast,33,46,2026-02-07
PROD000067,West,6,40,2026-02-07
PROD000021,West,72,48,2026-02-07
PROD000075,Northeast,108,50,2026-02-07
PROD000097,Northeast,175,35,2026-02-07
PROD000159,West,2,62,2026-02-07
PROD000229,West,163,65,2026-02-07
PROD000167,Midwest,154,69,2026-02-07
PROD000086,Southeast,229,30,2026-02-07
PROD000125,West,172,52,2026-02-07
PROD000101,Southeast,220,24,2026-02-07
PROD000135,Northeast,51,40,2026-02-07
PROD000231,Southeast,96,50,2026-02-07
PROD000105,Southeast,163,21,2026-02-07
PROD000153,Northeast,223,66,2026-02-07
PROD000213,Southeast,191,53,2026-02-07
PROD000240,Midwest,211,48,2026-02-07
PROD000107,Northeast,195,32,2026-02-07
PROD000250,West,130,52,2026-02-07
PROD000121,Midwest,16,19,2026-02-07
PROD000020,West,88,66,2026-02-07
PROD000032,West,3,47,2026-02-07
PROD000196,West,183,28,2026-02-07
PROD000005,West,8,30,2026-02-07
PROD000136,Midwest,66,32,2026-02-07
PROD000033,Northeast,12,21,2026-02-07
PROD000103,West,134,41,2026-02-07
PROD000012,Midwest,90,26,2026-02-07
PROD000078,Midwest,145,58,2026-02-07
PROD000089,Midwest,127,36,2026-02-07
PROD000104,West,95,41,2026-02-07
PROD000181,West,11,40,2026-02-07
PROD000066,Southeast,139,59,2026-02-07
PROD000235,Northeast,188,61,2026-02-07
PROD000011,Southeast,110,25,2026-02-07
PROD000122,West,130,56,2026-02-07
PROD000174,Midwest,155,39,2026-02-07
PROD000123,Midwest,6,34,2026-02-07
PROD000063,Midwest,183,22,2026-02-07
PROD000147,West,24,16,2026-02-07
PROD000018,Southeast,61,57,2026-02-07
PROD000059,West,75,59,2026-02-07
PROD000239,Southeast,102,65,2026-02-07
PROD000029,West,184,50,2026-02-07
PROD000001,Southeast,80,60,2026-02-07
PROD000244,West,96,49,2026-02-07
PROD000189,Northeast,203,28,2026-02-07
PROD000178,Southeast,165,15,2026-02-07
PROD000038,Midwest,177,27,2026-02-07
PROD000025,Midwest,205,61,2026-02-07
PROD000050,Southeast,44,62,2026-02-07
PROD000027,Midwest,110,66,2026-02-07
PROD000056,West,136,59,2026-02-07
PROD000120,Midwest,79,67,2026-02-07
PROD000192,Midwest,59,41,2026-02-07
PROD000126,Northeast,218,56,2026-02-07
PROD000090,Southeast,235,17,2026-02-07
PROD000165,Northeast,97,52,2026-02-07
PROD000111,West,83,16,2026-02-07
PROD000080,West,218,44,2026-02-07
PROD000225,West,179,30,2026-02-07
PROD000190,Northeast,232,64,2026-02-07
PROD000186,West,180,62,2026-02-07
PROD000155,Southeast,47,31,2026-02-07
PROD000248,Northeast,188,31,2026-02-07
PROD000024,Northeast,237,69,2026-02-07
PROD000085,Midwest,162,69,2026-02-07
PROD000132,Northeast,198,64,2026-02-07
PROD000084,West,143,34,2026-02-07
PROD000046,West,37,29,2026-02-07
PROD000057,Southeast,113,50,2026-02-07
PROD000015,Southeast,69,26,2026-02-07
PROD000214,West,230,38,2026-02-08
PROD000145,West,8,37,2026-02-08
PROD000006,Midwest,68,28,2026-02-08
PROD000026,West,75,41,2026-02-08
PROD000172,Midwest,179,29,2026-02-08
PROD000112,Southeast,47,15,2026-02-08
PROD000141,Northeast,190,15,2026-02-08
PROD000188,Northeast,123,39,2026-02-08
PROD000079,Southeast,214,64,2026-02-08
PROD000248,Midwest,218,26,2026-02-08
PROD000150,Midwest,170,41,2026-02-08
PROD000164,Midwest,170,29,2026-02-08
PROD000131,Midwest,174,15,2026-02-08
PROD000162,Midwest,80,15,2026-02-08
PROD000159,Southeast,124,61,2026-02-08
PROD000202,West,93,39,2026-02-08
PROD000219,West,234,56,2026-02-08
PROD000147,Northeast,149,34,2026-02-08
PROD000144,Northeast,49,15,2026-02-08
PROD000119,West,148,24,2026-02-08
PROD000229,Midwest,181,60,2026-02-08
PROD000124,Southeast,101,17,2026-02-08
PROD000148,West,184,66,2026-02-08
PROD000032,West,199,56,2026-02-08
PROD000246,Southeast,206,49,2026-02-08
PROD000217,West,175,67,2026-02-08
PROD000185,Southeast,29,24,2026-02-08
PROD000035,Northeast,168,44,2026-02-08
PROD000226,Northeast,60,45,2026-02-08
PROD000178,Midwest,8,51,2026-02-08
PROD000108,Northeast,187,64,2026-02-08
PROD000146,Southeast,15,44,2026-02-08
PROD000009,Northeast,52,46,2026-02-08
PROD000196,Midwest,19,26,2026-02-08
PROD000088,Southeast,91,30,2026-02-08
PROD000221,Southeast,43,20,2026-02-08
PROD000163,Midwest,198,43,2026-02-08
PROD000205,Midwest,213,69,2026-02-08
PROD000098,Northeast,134,38,2026-02-08
PROD000203,Southeast,123,17,2026-02-08
PROD000071,Southeast,171,23,2026-02-08
PROD000199,Southeast,192,40,2026-02-08
PROD000237,West,87,58,2026-02-08
PROD000247,Northeast,216,67,2026-02-08
PROD000012,Southeast,4,55,2026-02-08
PROD000113,Northeast,217,18,2026-02-08
PROD000115,West,142,50,2026-02-08
PROD000135,Southeast,223,36,2026-02-08
PROD000167,West,85,63,2026-02-08
PROD000156,Southeast,11,59,2026-02-08
PROD000194,Midwest,135,34,2026-02-08
PROD000091,Midwest,158,64,2026-02-08
PROD000215,Southeast,151,48,2026-02-08
PROD000080,Southeast,91,49,2026-02-08
PROD000038,Northeast,104,33,2026-02-08
PROD000152,Southeast,95,63,2026-02-08
PROD000127,Northeast,10,43,2026-02-08
PROD000016,West,226,53,2026-02-08
PROD000160,West,143,47,2026-02-08
PROD000168,Northeast,167,67,2026-02-08
PROD000195,Northeast,211,61,2026-02-08
PROD000222,Northeast,112,29,2026-02-08
PROD000052,Midwest,43,68,2026-02-08
PROD000039,Southeast,65,38,2026-02-08
PROD000175,Midwest,82,27,2026-02-08
PROD000050,Southeast,209,49,2026-02-08
PROD000250,Northeast,126,64,2026-02-08
PROD000063,Midwest,180,33,2026-02-08
PROD000020,Northeast,170,32,2026-02-08
PROD000192,Southeast,208,62,2026-02-08
PROD000094,Southeast,52,66,2026-02-08
PROD000005,Northeast,200,52,2026-02-08
PROD000069,Northeast,37,32,2026-02-08
PROD000225,West,83,43,2026-02-08
PROD000086,Northeast,135,52,2026-02-08
PROD000110,Northeast,0,15,2026-02-08
PROD000075,West,80,35,2026-02-08
PROD000128,Northeast,119,56,2026-02-08
PROD000053,Northeast,7,16,2026-02-08
PROD000104,Southeast,138,59,2026-02-08
PROD000102,West,234,24,2026-02-08
PROD000193,West,230,29,2026-02-08
PROD000067,West,213,29,2026-02-08
PROD000139,Midwest,144,41,2026-02-08
PROD000201,Southeast,80,59,2026-02-08
PROD000116,Southeast,137,58,2026-02-08
PROD000166,Northeast,30,50,2026-02-08
PROD000051,West,109,29,2026-02-08
PROD000019,Northeast,103,52,2026-02-08
PROD000186,Southeast,2,19,2026-02-08
PROD000209,West,75,43,2026-02-08
PROD000029,West,236,35,2026-02-08
PROD000031,West,190,52,2026-02-08
PROD000047,Midwest,81,16,2026-02-08
PROD000095,Southeast,51,38,2026-02-08
PROD000078,West,162,33,2026-02-08
PROD000230,Midwest,20,42,2026-02-08
PROD000117,Northeast,163,44,2026-02-08
PROD000100,Northeast,81,40,2026-02-08
PROD000092,West,156,18,2026-02-08
PROD000030,Midwest,26,49,2026-02-08
PROD000233,West,177,31,2026-02-08
PROD000096,West,118,24,2026-02-08
PROD000179,West,9,40,2026-02-08
PROD000118,Midwest,151,34,2026-02-08
PROD000024,Southeast,179,30,2026-02-08
PROD000109,Midwest,198,47,2026-02-08
PROD000027,Midwest,217,30,2026-02-08
PROD000238,Southeast,143,25,2026-02-08
PROD000189,Midwest,15,54,2026-02-08
PROD000017,Midwest,195,51,2026-02-08
PROD000210,Midwest,144,53,2026-02-08
PROD000169,Southeast,197,67,2026-02-08
PROD000153,Southeast,224,35,2026-02-08
PROD000089,Northeast,138,26,2026-02-08
PROD000133,Midwest,177,31,2026-02-08
PROD000045,West,115,37,2026-02-08
PROD000138,Southeast,56,68,2026-02-08
PROD000008,West,43,55,2026-02-08
PROD000125,West,110,66,2026-02-08
PROD000237,Midwest,136,18,2026-02-09
PROD000148,West,211,61,2026-02-09
PROD000200,Midwest,70,56,2026-02-09
PROD000156,Midwest,226,60,2026-02-09
PROD000079,Southeast,40,42,2026-02-09
PROD000015,Northeast,60,49,2026-02-09
PROD000027,Southeast,69,44,2026-02-09
PROD000087,Northeast,47,55,2026-02-09
PROD000046,Southeast,152,22,2026-02-09
PROD000129,Southeast,198,52,2026-02-09
PROD000045,West,12,27,2026-02-09
PROD000142,West,13,42,2026-02-09
PROD000174,West,101,49,2026-02-09
PROD000207,Southeast,192,16,2026-02-09
PROD000246,West,11,45,2026-02-09
PROD000134,Southeast,175,66,2026-02-09
PROD000175,Northeast,116,29,2026-02-09
PROD000056,Southeast,159,44,2026-02-09
PROD000201,Southeast,187,23,2026-02-09
PROD000241,Northeast,102,63,2026-02-09
PROD000041,Midwest,171,20,2026-02-09
PROD000163,West,32,56,2026-02-09
PROD000152,Northeast,186,33,2026-02-09
PROD000161,West,87,57,2026-02-09
PROD000058,Northeast,64,27,2026-02-09
PROD000085,Northeast,236,34,2026-02-09
PROD000097,Southeast,7,46,2026-02-09
PROD000119,Midwest,42,16,2026-02-09
PROD000070,Northeast,93,25,2026-02-09
PROD000116,Southeast,56,20,2026-02-09
PROD000093,Midwest,56,35,2026-02-09
PROD000091,West,124,19,2026-02-09
PROD000188,West,0,29,2026-02-09
PROD000064,Midwest,174,39,2026-02-09
PROD000221,Southeast,85,49,2026-02-09
PROD000059,West,81,25,2026-02-09
PROD000083,Northeast,31,53,2026-02-09
PROD000074,West,157,37,2026-02-09
PROD000040,Northeast,9,49,2026-02-09
PROD000033,Southeast,224,52,2026-02-09
PROD000146,West,47,18,2026-02-09
PROD000248,Northeast,239,17,2026-02-09
PROD000069,West,121,55,2026-02-09
PROD000007,West,87,38,2026-02-09
PROD000002,Midwest,63,63,2026-02-09
PROD000222,West,201,26,2026-02-09
PROD000203,Southeast,167,17,2026-02-09
PROD000077,West,115,53,2026-02-09
PROD000214,West,206,16,2026-02-09
PROD000177,Northeast,188,56,2026-02-09
PROD000049,Midwest,189,36,2026-02-09
PROD000224,Midwest,45,49,2026-02-09
PROD000167,Midwest,35,24,2026-02-09
PROD000138,Midwest,16,64,2026-02-09
PROD000014,Midwest,19,66,2026-02-09
PROD000094,Northeast,118,15,2026-02-09
PROD000250,Northeast,136,18,2026-02-09
PROD000098,Northeast,10,48,2026-02-09
PROD000213,Northeast,91,20,2026-02-09
PROD000198,Midwest,124,34,2026-02-09
PROD000113,West,37,53,2026-02-09
PROD000019,Northeast,213,21,2026-02-09
PROD000172,Midwest,165,69,2026-02-09
PROD000190,Northeast,194,43,2026-02-09
PROD000170,Southeast,233,39,2026-02-09
PROD000099,West,193,61,2026-02-09
PROD000052,West,84,55,2026-02-09
PROD000244,Southeast,233,36,2026-02-09
PROD000053,West,81,39,2026-02-09
PROD000215,West,113,60,2026-02-09
PROD000171,West,113,64,2026-02-09
PROD000212,West,52,36,2026-02-09
PROD000128,Northeast,175,23,2026-02-09
PROD000118,Northeast,113,31,2026-02-09
PROD000243,Southeast,86,26,2026-02-09
PROD000178,Southeast,156,34,2026-02-09
PROD000232,Northeast,47,57,2026-02-09
PROD000081,Midwest,146,35,2026-02-09
PROD000061,Midwest,39,58,2026-02-09
PROD000249,West,107,40,2026-02-09
PROD000008,Midwest,189,64,2026-02-09
PROD000144,West,8,60,2026-02-09
PROD000025,Midwest,143,52,2026-02-09
PROD000155,Northeast,0,64,2026-02-09
PROD000189,West,169,29,2026-02-09
PROD000026,Northeast,19,44,2026-02-09
PROD000185,West,219,38,2026-02-09
PROD000090,West,89,67,2026-02-09
PROD000013,Northeast,43,55,2026-02-09
PROD000173,West,174,56,2026-02-09
PROD000104,West,105,53,2026-02-09
PROD000240,Southeast,43,64,2026-02-09
PROD000191,Midwest,158,30,2026-02-09
PROD000154,West,139,29,2026-02-09
PROD000135,Northeast,184,38,2026-02-09
PROD000151,Midwest,162,68,2026-02-09
PROD000127,Southeast,168,63,2026-02-09
PROD000030,Northeast,50,35,2026-02-09
PROD000160,West,157,18,2026-02-09
PROD000017,West,40,65,2026-02-09
PROD000141,Midwest,135,15,2026-02-09
PROD000024,West,90,60,2026-02-09
PROD000217,Southeast,214,39,2026-02-09
PROD000183,Midwest,16,67,2026-02-09
PROD000112,Southeast,93,55,2026-02-09
PROD000132,Southeast,26,53,2026-02-09
PROD000150,Southeast,65,52,2026-02-09
PROD000106,Northeast,40,69,2026-02-09
PROD000012,West,35,19,2026-02-09
PROD000168,West,189,56,2026-02-09
PROD000166,Southeast,181,55,2026-02-09
PROD000228,West,6,59,2026-02-09
PROD000047,Northeast,91,21,2026-02-09
PROD000076,Northeast,197,49,2026-02-09
PROD000080,Southeast,73,58,2026-02-09
PROD000021,Midwest,37,55,2026-02-09
PROD000055,Midwest,206,68,2026-02-09
PROD000037,West,13,57,2026-02-09
PROD000234,Northeast,178,51,2026-02-09
PROD000131,Midwest,187,18,2026-02-09
PROD000229,West,212,38,2026-02-10
PROD000233,Northeast,105,57,2026-02-10
PROD000077,Northeast,49,55,2026-02-10
PROD000224,Southeast,25,50,2026-02-10
PROD000040,Northeast,142,53,2026-02-10
PROD000068,Northeast,168,43,2026-02-10
PROD000146,Northeast,156,53,2026-02-10
PROD000128,Northeast,173,54,2026-02-10
PROD000208,Northeast,109,45,2026-02-10
PROD000129,Northeast,67,64,2026-02-10
PROD000109,West,18,51,2026-02-10
PROD000200,Northeast,197,61,2026-02-10
PROD000187,Northeast,94,22,2026-02-10
PROD000193,Northeast,157,24,2026-02-10
PROD000031,Southeast,186,16,2026-02-10
PROD000160,Midwest,231,15,2026-02-10
PROD000249,Southeast,119,15,2026-02-10
PROD000213,West,127,28,2026-02-10
PROD000201,Southeast,108,61,2026-02-10
PROD000069,West,203,55,2026-02-10
PROD000028,Midwest,176,15,2026-02-10
PROD000221,Southeast,166,27,2026-02-10
PROD000114,West,92,18,2026-02-10
PROD000039,Midwest,228,62,2026-02-10
PROD000205,West,52,24,2026-02-10
PROD000192,Northeast,65,23,2026-02-10
PROD000016,Midwest,98,64,2026-02-10
PROD000225,Midwest,134,52,2026-02-10
PROD000076,Northeast,87,19,2026-02-10
PROD000098,Southeast,195,64,2026-02-10
PROD000202,Southeast,144,50,2026-02-10
PROD000087,Southeast,130,17,2026-02-10
PROD000008,West,188,46,2026-02-10
PROD000167,Northeast,220,34,2026-02-10
PROD000207,Midwest,93,53,2026-02-10
PROD000113,West,18,21,2026-02-10
PROD000217,Southeast,73,60,2026-02-10
PROD000067,Southeast,49,55,2026-02-10
PROD000234,West,78,68,2026-02-10
PROD000048,Southeast,80,66,2026-02-10
PROD000155,Southeast,101,44,2026-02-10
PROD000199,Southeast,103,38,2026-02-10
PROD000009,Southeast,16,66,2026-02-10
PROD000209,Southeast,210,27,2026-02-10
PROD000149,Northeast,155,56,2026-02-10
PROD000005,Southeast,36,49,2026-02-10
PROD000091,Midwest,26,47,2026-02-10
PROD000246,Northeast,229,65,2026-02-10
PROD000054,Northeast,44,53,2026-02-10
PROD000180,Northeast,138,56,2026-02-10
PROD000106,West,59,49,2026-02-10
PROD000047,Midwest,61,22,2026-02-10
PROD000110,West,90,20,2026-02-10
PROD000184,West,212,60,2026-02-10
PROD000197,Northeast,209,57,2026-02-10
PROD000214,Midwest,99,42,2026-02-10
PROD000046,West,210,46,2026-02-10
PROD000033,Southeast,124,46,2026-02-10
PROD000107,West,79,48,2026-02-10
PROD000131,Northeast,174,51,2026-02-10
PROD000081,West,236,54,2026-02-10
PROD000032,Northeast,78,52,2026-02-10
PROD000088,Midwest,21,31,2026-02-10
PROD000043,Northeast,26,22,2026-02-10
PROD000232,Midwest,188,69,2026-02-10
PROD000086,Northeast,180,28,2026-02-10
PROD000065,Southeast,113,41,2026-02-10
PROD000204,Southeast,173,63,2026-02-10
PROD000127,Northeast,21,43,2026-02-10
PROD000142,West,20,67,2026-02-10
PROD000080,Southeast,200,16,2026-02-10
PROD000164,Midwest,120,57,2026-02-10
PROD000007,Southeast,203,17,2026-02-10
PROD000181,West,147,34,2026-02-10
PROD000094,Midwest,204,41,2026-02-10
PROD000027,Northeast,203,47,2026-02-10
PROD000159,Southeast,149,33,2026-02-10
PROD000231,Midwest,12,66,2026-02-10
