order_id,customer_id,order_date,order_status,payment_method
2171,4664,2025-01-14,Delivered,PayPal
2172,3801,2025-03-13,Cancelled,PayPal
2173,1770,2024-02-28,Delivered,PayPal
2174,456,2024-09-12,Cancelled,Wallet
2175,2050,2024-12-03,Delivered,Debit Card
2176,3463,2025-07-23,Delivered,Wallet
2177,4295,2025-04-20,Cancelled,Credit Card
2178,3845,2024-03-04,Delivered,Wallet
2179,3188,2025-03-24,Delivered,Wallet
2180,2682,2025-10-20,Delivered,Credit Card
2181,4832,2024-02-09,Delivered,Debit Card
2182,1220,2025-12-21,Delivered,Debit Card
2183,3961,2024-03-10,Delivered,PayPal
2184,2757,2025-03-30,Delivered,Credit Card
2185,2565,2024-09-13,Delivered,Debit Card
2186,1997,2025-06-17,Delivered,Debit Card
2187,3174,2025-09-07,Delivered,Credit Card
2188,5000,2025-09-13,Delivered,Wallet
2189,2031,2025-09-26,Delivered,Debit Card
2190,565,2025-08-18,Delivered,Credit Card
2191,639,2024-08-14,Delivered,PayPal
2192,885,2024-12-05,Delivered,Credit Card
2193,2036,2025-06-08,Delivered,Credit Card
2194,21,2024-05-02,Delivered,Credit Card
2195,1408,2025-02-25,Delivered,Wallet
2196,3476,2025-01-22,Delivered,PayPal
2197,3391,2025-12-18,Delivered,Debit Card
2198,3345,2024-02-06,Delivered,Credit Card
2199,3346,2024-03-10,Delivered,Debit Card
2200,380,2024-01-22,Delivered,Debit Card
2201,4687,2025-02-03,Delivered,Debit Card
2202,1489,2025-02-06,Delivered,Credit Card
2203,398,2025-03-08,Delivered,Credit Card
2204,4059,2024-06-25,Delivered,Wallet
2205,2338,2024-08-12,Delivered,Debit Card
2206,1733,2024-10-31,Delivered,Credit Card
2207,1994,2024-02-04,Delivered,Wallet
2208,2916,2025-07-03,Delivered,Credit Card
2209,2638,2024-02-08,Delivered,PayPal
2210,69,2025-05-01,Delivered,Credit Card
2211,598,2024-11-27,Delivered,Wallet
2212,4737,2025-12-30,Delivered,Credit Card
2213,2458,2025-05-20,Delivered,Wallet
2214,4943,2024-12-13,Delivered,PayPal
2215,3286,2025-05-26,Delivered,Credit Card
2216,3688,2024-03-26,Delivered,Credit Card
2217,1569,2024-05-12,Delivered,PayPal
2218,4190,2024-12-30,Delivered,Credit Card
2219,3253,2025-09-18,Delivered,Credit Card
2220,3759,2025-08-21,Delivered,Debit Card
2221,1329,2024-10-02,Delivered,Credit Card
2222,2934,2024-07-26,Delivered,Debit Card
2223,1847,2025-12-04,Delivered,Debit Card
2224,4545,2025-02-16,Delivered,Credit Card
2225,4537,2024-03-27,Delivered,Credit Card
2226,1765,2024-06-13,Delivered,Credit Card
2227,126,2025-09-02,Cancelled,Wallet
2228,1248,2025-10-17,Delivered,Credit Card
2229,1365,2025-10-25,Delivered,Debit Card
2230,97,2024-01-06,Delivered,Debit Card
2231,4679,2025-08-23,Delivered,PayPal
2232,2331,2024-03-22,Delivered,Credit Card
2233,736,2025-08-13,Delivered,Credit Card
2234,3049,2025-10-05,Delivered,Debit Card
2235,1988,2024-09-20,Delivered,Debit Card
2236,874,2024-05-21,Cancelled,PayPal
2237,2271,2025-06-04,Delivered,Credit Card
2238,2994,2024-02-19,Delivered,PayPal
2239,3264,2025-02-26,Delivered,Credit Card
2240,1126,2024-08-30,Delivered,Debit Card
2241,3059,2024-11-05,Delivered,Debit Card
2242,3964,2025-08-25,Delivered,Credit Card
2243,3134,2025-12-25,Delivered,Wallet
2244,4758,2024-10-20,Delivered,Debit Card
2245,4703,2024-07-31,Delivered,Credit Card
2246,2477,2025-09-01,Delivered,Credit Card
2247,1964,2024-10-28,Delivered,PayPal
2248,2287,2024-05-25,Delivered,PayPal
2249,2450,2025-10-21,Delivered,Credit Card
2250,867,2025-12-24,Delivered,Credit Card
2251,4820,2024-07-29,Delivered,Debit Card
2252,2842,2024-04-25,Delivered,Credit Card
2253,641,2024-04-21,Delivered,Credit Card
2254,4515,2025-03-12,Delivered,Credit Card
2255,4742,2024-08-14,Delivered,Debit Card
2256,2806,2025-03-30,Delivered,Credit Card
2257,4742,2025-07-08,Delivered,Credit Card
2258,4854,2024-01-05,Delivered,Credit Card
2259,4768,2025-09-19,Delivered,Credit Card
2260,4820,2024-01-22,Delivered,Wallet
2261,336,2024-03-24,Delivered,Credit Card
2262,155,2025-06-13,Delivered,Credit Card
2263,2888,2025-03-29,Delivered,PayPal
2264,3741,2025-12-15,Delivered,Wallet
2265,4191,2025-02-18,Delivered,PayPal
2266,3209,2024-10-31,Delivered,Credit Card
2267,1569,2025-05-03,Delivered,Debit Card
2268,4665,2025-07-10,Delivered,Debit Card
2269,2953,2025-05-04,Delivered,PayPal
2270,3408,2024-09-27,Delivered,Credit Card
2271,1283,2025-12-01,Delivered,Credit Card
2272,3794,2024-08-08,Delivered,Credit Card
2273,649,2024-09-09,Delivered,Debit Card
2274,4353,2024-07-21,Delivered,Credit Card
2275,4262,2024-08-06,Delivered,Debit Card
2276,3414,2024-06-04,Delivered,Debit Card
2277,4907,2025-02-28,Cancelled,PayPal
2278,4551,2025-06-15,Delivered,Wallet
2279,349,2024-11-09,Delivered,Debit Card
2280,1105,2025-11-04,Delivered,Credit Card
2281,607,2024-12-11,Delivered,PayPal
2282,1604,2024-12-06,Delivered,Credit Card
2283,2944,2024-02-20,Delivered,Credit Card
2284,719,2025-10-21,Delivered,Credit Card
2285,432,2024-04-18,Delivered,Debit Card
2286,3222,2024-04-30,Delivered,Credit Card
2287,3156,2025-11-13,Delivered,Credit Card
2288,1832,2025-01-14,Delivered,Credit Card
2289,3598,2024-02-19,Delivered,Debit Card
2290,2960,2024-11-18,Delivered,Debit Card
2291,2074,2025-03-06,Cancelled,Debit Card
2292,342,2024-01-08,Delivered,Credit Card
2293,3782,2025-07-04,Delivered,PayPal
2294,3124,2025-05-03,Delivered,Credit Card
2295,569,2024-01-09,Delivered,Credit Card
2296,940,2025-03-27,Delivered,Debit Card
2297,1507,2024-06-11,Delivered,Debit Card
2298,896,2025-06-20,Delivered,PayPal
2299,4039,2024-10-02,Delivered,Credit Card
2300,4668,2024-05-27,Delivered,PayPal
2301,442,2025-01-04,Delivered,Debit Card
2302,1197,2024-11-19,Delivered,Wallet
2303,1426,2024-09-06,Delivered,Debit Card
2304,4959,2025-10-03,Delivered,Debit Card
2305,3106,2025-04-18,Cancelled,Credit Card
2306,4771,2024-12-21,Delivered,Debit Card
2307,1237,2024-06-14,Delivered,Debit Card
2308,339,2025-02-19,Delivered,PayPal
2309,2405,2024-01-19,Delivered,PayPal
2310,4086,2025-10-07,Delivered,Debit Card
2311,4186,2024-01-02,Delivered,PayPal
2312,2362,2025-05-25,Delivered,PayPal
2313,1349,2024-09-09,Delivered,Wallet
2314,236,2025-06-08,Delivered,Credit Card
2315,2180,2024-09-21,Delivered,Credit Card
2316,2680,2024-01-20,Delivered,Wallet
2317,92,2025-11-23,Delivered,Debit Card
2318,4674,2025-07-13,Cancelled,Debit Card
2319,3542,2024-02-02,Delivered,Credit Card
2320,1635,2024-01-24,Delivered,Credit Card
2321,1776,2025-01-21,Delivered,Credit Card
2322,1786,2025-11-29,Delivered,Credit Card
2323,4301,2025-02-25,Delivered,Debit Card
2324,3619,2024-01-08,Delivered,Debit Card
2325,443,2025-05-25,Delivered,Debit Card
2326,1532,2024-11-08,Delivered,Credit Card
2327,3912,2025-04-11,Delivered,Credit Card
2328,1783,2024-09-12,Delivered,Debit Card
2329,4069,2024-01-06,Delivered,Credit Card
2330,2537,2024-01-14,Delivered,PayPal
2331,3881,2025-04-06,Delivered,Credit Card
2332,2639,2025-04-08,Delivered,Credit Card
2333,3672,2024-08-23,Delivered,Debit Card
2334,2158,2024-03-01,Delivered,Debit Card
2335,1189,2025-07-18,Delivered,Credit Card
2336,4411,2024-04-20,Delivered,PayPal
2337,2084,2024-05-17,Delivered,Credit Card
2338,47,2024-11-26,Delivered,Credit Card
2339,1930,2025-06-06,Delivered,Credit Card
2340,2055,2025-12-27,Delivered,Debit Card
2341,1206,2025-04-01,Delivered,Debit Card
2342,4389,2025-12-02,Delivered,PayPal
2343,2459,2025-04-21,Delivered,Debit Card
2344,1852,2025-09-10,Cancelled,Credit Card
2345,3488,2024-05-08,Delivered,Debit Card
2346,3200,2024-02-11,Delivered,Debit Card
2347,2394,2025-05-03,Delivered,Debit Card
2348,4875,2025-12-12,Delivered,Credit Card
2349,4873,2025-06-21,Delivered,Credit Card
2350,2381,2024-09-07,Delivered,Debit Card
2351,3544,2024-12-23,Delivered,Debit Card
2352,261,2024-03-22,Delivered,PayPal
2353,2214,2024-09-05,Delivered,PayPal
2354,2209,2025-05-13,Delivered,Debit Card
2355,2020,2024-05-01,Delivered,Credit Card
2356,4205,2024-12-17,Delivered,Credit Card
2357,2919,2024-07-30,Delivered,Credit Card
2358,2357,2024-12-24,Delivered,Credit Card
2359,2159,2025-07-11,Delivered,Credit Card
2360,3094,2025-10-07,Delivered,Debit Card
2361,1110,2024-10-25,Delivered,Credit Card
2362,1230,2025-08-26,Delivered,Credit Card
2363,2606,2025-05-27,Delivered,Credit Card
2364,1596,2025-11-03,Delivered,PayPal
2365,3364,2025-06-24,Delivered,Credit Card
2366,4508,2025-02-06,Delivered,Wallet
2367,1793,2025-05-07,Delivered,PayPal
2368,2889,2024-08-19,Delivered,PayPal
2369,1417,2025-05-06,Delivered,Debit Card
2370,3968,2025-06-01,Delivered,PayPal
2371,1087,2025-03-21,Delivered,Credit Card
2372,2611,2024-03-16,Delivered,Debit Card
2373,1815,2025-01-13,Delivered,Credit Card
2374,3825,2025-06-02,Delivered,Credit Card
2375,1222,2024-05-24,Delivered,Wallet
2376,1006,2025-07-28,Delivered,Debit Card
2377,3816,2025-09-07,Delivered,Credit Card
2378,2785,2025-01-28,Delivered,Credit Card
2379,3194,2025-12-04,Delivered,Debit Card
2380,3971,2025-09-18,Cancelled,PayPal
2381,1435,2024-12-06,Cancelled,PayPal
2382,1207,2025-10-07,Delivered,Credit Card
2383,4960,2025-11-12,Delivered,Credit Card
2384,558,2024-03-19,Delivered,Credit Card
2385,3229,2025-12-29,Delivered,Debit Card
2386,1945,2024-01-04,Delivered,Debit Card
2387,713,2024-12-20,Delivered,PayPal
2388,4767,2025-11-15,Delivered,Debit Card
2389,4147,2025-06-12,Delivered,Credit Card
2390,1111,2024-07-13,Delivered,Credit Card
2391,3769,2025-04-14,Delivered,Credit Card
2392,3839,2024-06-05,Delivered,Debit Card
2393,2501,2024-06-22,Delivered,Debit Card
2394,4781,2025-10-27,Delivered,Wallet
2395,1168,2024-02-04,Delivered,Credit Card
2396,364,2025-12-03,Delivered,Wallet
2397,4055,2024-11-26,Delivered,Credit Card
2398,1788,2024-02-17,Delivered,Credit Card
2399,623,2025-07-28,Delivered,Credit Card
2400,4844,2024-02-05,Delivered,Credit Card
2401,2091,2024-08-25,Delivered,Credit Card
2402,4328,2024-06-24,Delivered,Credit Card
2403,4087,2025-07-26,Delivered,Debit Card
2404,1518,2024-10-16,Delivered,PayPal
2405,4008,2025-04-23,Delivered,PayPal
2406,2348,2024-02-22,Delivered,PayPal
2407,3150,2025-05-22,Delivered,PayPal
2408,1433,2025-06-02,Delivered,Wallet
2409,39,2024-07-27,Delivered,Credit Card
2410,953,2025-10-05,Delivered,Wallet
2411,1666,2024-12-09,Delivered,Credit Card
2412,2736,2025-05-02,Delivered,Debit Card
2413,4266,2024-05-12,Cancelled,Debit Card
2414,885,2025-11-11,Delivered,Credit Card
2415,3607,2024-06-29,Delivered,Credit Card
2416,3747,2025-04-02,Delivered,Credit Card
2417,4053,2024-03-06,Delivered,PayPal
2418,4074,2024-02-02,Delivered,PayPal
2419,315,2024-04-02,Delivered,Credit Card
2420,1089,2025-11-19,Delivered,Credit Card
2421,4704,2024-06-02,Delivered,Debit Card
2422,3162,2025-10-04,Delivered,Credit Card
2423,1146,2025-02-27,Delivered,Credit Card
2424,4981,2024-03-05,Delivered,Credit Card
2425,1662,2024-11-18,Delivered,Debit Card
2426,1443,2024-12-15,Delivered,Credit Card
2427,4203,2024-07-13,Delivered,Credit Card
2428,4803,2025-03-17,Delivered,Credit Card
2429,2032,2025-09-20,Delivered,Debit Card
2430,3228,2025-10-07,Delivered,Credit Card
2431,3216,2025-01-18,Delivered,Debit Card
2432,1130,2025-10-14,Delivered,PayPal
2433,2762,2025-11-04,Delivered,Credit Card
2434,279,2024-03-05,Delivered,Credit Card
2435,4331,2025-04-08,Delivered,Credit Card
2436,4141,2025-07-18,Delivered,Wallet
2437,781,2024-01-12,Delivered,Debit Card
2438,3044,2025-03-16,Delivered,PayPal
2439,489,2025-10-28,Delivered,PayPal
2440,439,2024-07-14,Delivered,Wallet
2441,3162,2025-09-17,Delivered,PayPal
2442,3985,2025-11-12,Cancelled,Credit Card
2443,4224,2025-04-08,Delivered,Debit Card
2444,1659,2025-04-04,Delivered,Wallet
2445,4616,2025-01-25,Delivered,Debit Card
2446,2699,2024-10-25,Delivered,PayPal
2447,2000,2024-11-26,Delivered,Wallet
2448,1725,2025-01-16,Delivered,Debit Card
2449,3675,2024-12-17,Delivered,Debit Card
2450,1853,2025-08-26,Cancelled,Debit Card
2451,1954,2025-07-15,Cancelled,Credit Card
2452,1940,2024-09-10,Cancelled,Credit Card
2453,1595,2025-01-09,Delivered,Debit Card
2454,1988,2024-06-06,Delivered,Wallet
2455,122,2024-05-08,Delivered,Wallet
2456,4373,2024-09-26,Delivered,Credit Card
2457,1251,2024-02-12,Delivered,PayPal
2458,2237,2025-09-15,Delivered,Credit Card
2459,851,2024-04-02,Delivered,Debit Card
2460,2683,2024-08-26,Delivered,Wallet
2461,1344,2024-07-02,Delivered,Wallet
2462,849,2024-05-30,Delivered,Debit Card
2463,1444,2024-09-25,Delivered,Debit Card
2464,4524,2025-06-09,Delivered,Credit Card
2465,4295,2025-10-13,Delivered,PayPal
2466,3950,2024-05-17,Delivered,Credit Card
2467,1017,2024-06-23,Delivered,Credit Card
2468,3250,2024-12-08,Delivered,PayPal
2469,4097,2024-08-21,Delivered,Credit Card
2470,3250,2025-08-06,Delivered,Debit Card
2471,4297,2024-06-11,Delivered,Credit Card
2472,1006,2024-10-20,Delivered,Credit Card
2473,2319,2025-02-02,Delivered,Credit Card
2474,1653,2024-10-05,Delivered,Credit Card
2475,3623,2025-03-26,Delivered,Credit Card
2476,640,2025-08-06,Delivered,Debit Card
2477,1594,2025-01-23,Delivered,Debit Card
2478,3513,2024-11-29,Delivered,Credit Card
2479,89,2025-11-25,Delivered,PayPal
2480,1279,2025-12-17,Delivered,PayPal
2481,3549,2025-12-27,Delivered,Debit Card
2482,1198,2024-01-13,Delivered,Debit Card
2483,3033,2025-09-03,Delivered,Debit Card
2484,2003,2025-10-18,Delivered,Credit Card
2485,2307,2025-08-10,Delivered,Credit Card
2486,1791,2025-07-01,Delivered,Credit Card
2487,4494,2024-09-24,Delivered,PayPal
2488,3605,2025-06-13,Delivered,Credit Card
2489,3637,2025-02-27,Delivered,Wallet
2490,3958,2025-08-29,Delivered,Credit Card
2491,2128,2024-09-13,Delivered,Credit Card
2492,517,2025-06-26,Delivered,Credit Card
2493,267,2025-07-26,Delivered,PayPal
2494,2411,2025-08-31,Delivered,Debit Card
2495,4381,2024-05-05,Delivered,Debit Card
2496,2415,2025-09-22,Delivered,Debit Card
2497,4924,2024-06-07,Delivered,Credit Card
2498,2618,2025-11-15,Delivered,PayPal
2499,3173,2024-01-29,Delivered,PayPal
2500,389,2024-06-12,Delivered,Debit Card
2501,3842,2025-03-20,Cancelled,Credit Card
2502,4446,2025-01-31,Delivered,PayPal
2503,2531,2025-05-17,Delivered,Debit Card
2504,4523,2024-10-21,Delivered,Wallet
2505,1184,2024-01-03,Delivered,Credit Card
2506,2447,2025-03-26,Delivered,Wallet
2507,4561,2025-01-07,Delivered,PayPal
2508,3019,2025-01-06,Delivered,Credit Card
2509,3442,2024-10-02,Delivered,Debit Card
2510,2017,2025-10-12,Delivered,Credit Card
2511,2743,2025-08-01,Delivered,Credit Card
2512,1858,2024-05-12,Delivered,Debit Card
2513,3411,2024-01-29,Delivered,Credit Card
2514,279,2024-05-12,Delivered,Credit Card
2515,2560,2024-02-05,Delivered,Debit Card
2516,4650,2025-06-01,Delivered,Wallet
2517,292,2025-03-28,Delivered,Credit Card
2518,2256,2024-12-03,Delivered,Credit Card
2519,3303,2025-03-07,Delivered,Credit Card
2520,423,2025-08-13,Cancelled,Credit Card
2521,27,2025-08-29,Delivered,Wallet
2522,826,2024-11-13,Delivered,Debit Card
2523,1102,2025-03-08,Delivered,Debit Card
2524,4394,2025-02-25,Delivered,Credit Card
2525,780,2025-11-24,Delivered,Wallet
2526,3203,2025-07-09,Delivered,Debit Card
2527,1701,2024-08-17,Delivered,Wallet
2528,2678,2025-10-09,Delivered,Debit Card
2529,4542,2024-10-17,Delivered,Wallet
2530,4292,2025-07-07,Delivered,Debit Card
2531,399,2025-12-14,Delivered,PayPal
2532,446,2025-08-13,Delivered,Credit Card
2533,1788,2024-03-19,Cancelled,Debit Card
2534,4044,2024-05-30,Delivered,Debit Card
2535,3798,2025-08-04,Delivered,Debit Card
2536,3093,2024-03-31,Delivered,Debit Card
2537,4316,2024-01-09,Delivered,Credit Card
2538,912,2024-07-07,Delivered,Wallet
2539,3681,2024-12-21,Delivered,Debit Card
2540,4847,2024-04-03,Delivered,Credit Card
2541,4827,2024-04-21,Delivered,Debit Card
2542,3557,2024-09-04,Delivered,PayPal
2543,3480,2025-03-13,Delivered,Credit Card
2544,1119,2025-02-01,Delivered,Credit Card
2545,3725,2025-08-05,Delivered,Debit Card
2546,1237,2025-12-16,Delivered,PayPal
2547,2111,2024-01-25,Delivered,Credit Card
2548,585,2025-05-17,Delivered,Credit Card
2549,1511,2024-04-29,Delivered,PayPal
2550,380,2024-09-20,Delivered,Credit Card
2551,2310,2024-09-07,Delivered,PayPal
2552,362,2025-05-26,Delivered,PayPal
2553,3840,2024-07-05,Delivered,PayPal
2554,3279,2025-10-15,Delivered,Credit Card
2555,3252,2024-10-06,Delivered,Credit Card
2556,3517,2025-08-18,Delivered,Debit Card
2557,3860,2025-11-25,Delivered,Credit Card
2558,3379,2025-01-07,Delivered,Credit Card
2559,3138,2024-03-14,Delivered,Credit Card
2560,914,2025-05-27,Delivered,Debit Card
2561,3666,2024-11-04,Delivered,Credit Card
2562,2436,2024-09-03,Delivered,Credit Card
2563,779,2024-11-29,Delivered,Credit Card
2564,2404,2024-08-06,Delivered,Debit Card
2565,1619,2024-07-23,Cancelled,Credit Card
2566,995,2025-12-23,Delivered,Debit Card
2567,2806,2024-07-22,Delivered,PayPal
2568,4474,2024-11-30,Delivered,Debit Card
2569,83,2025-06-05,Cancelled,Wallet
2570,675,2024-06-10,Delivered,Wallet
2571,4562,2025-03-27,Delivered,Credit Card
2572,3455,2025-10-15,Delivered,Credit Card
2573,1198,2025-08-16,Cancelled,PayPal
2574,1846,2024-01-21,Delivered,PayPal
2575,443,2024-10-22,Delivered,Credit Card
2576,4218,2024-01-01,Delivered,Wallet
2577,3322,2025-03-18,Delivered,PayPal
2578,1161,2024-08-25,Delivered,PayPal
2579,969,2025-10-14,Delivered,Credit Card
2580,3456,2024-05-08,Delivered,Debit Card
2581,2810,2025-09-13,Delivered,Credit Card
2582,3746,2024-09-06,Delivered,Credit Card
2583,1245,2025-11-02,Delivered,Credit Card
2584,4973,2024-05-25,Delivered,Credit Card
2585,830,2024-07-15,Delivered,PayPal
2586,892,2024-09-13,Delivered,Debit Card
2587,3675,2025-12-20,Delivered,Debit Card
2588,2825,2025-06-19,Cancelled,Credit Card
2589,1942,2025-08-18,Delivered,Wallet
2590,3682,2025-02-07,Delivered,Wallet
2591,2873,2025-08-03,Cancelled,Debit Card
2592,2015,2025-04-02,Delivered,Credit Card
2593,1081,2025-05-02,Delivered,Credit Card
2594,3587,2025-09-03,Delivered,Debit Card
2595,2763,2025-12-18,Delivered,PayPal
2596,4472,2025-02-24,Delivered,Wallet
2597,2107,2024-11-18,Cancelled,Credit Card
2598,1328,2025-04-21,Delivered,Credit Card
2599,257,2025-06-25,Delivered,Credit Card
2600,1355,2025-12-21,Delivered,Credit Card
2601,3634,2025-05-25,Delivered,Debit Card
2602,1435,2025-11-27,Delivered,Debit Card
2603,2762,2025-06-18,Delivered,PayPal
2604,1075,2025-11-25,Delivered,Credit Card
2605,4637,2025-07-02,Delivered,Credit Card
2606,4510,2025-10-08,Delivered,Debit Card
2607,4040,2024-05-19,Delivered,PayPal
2608,3667,2025-12-25,Delivered,PayPal
2609,2856,2024-09-11,Delivered,PayPal
2610,42,2025-08-05,Delivered,Debit Card
2611,216,2024-10-13,Delivered,Credit Card
2612,2218,2024-11-30,Delivered,PayPal
2613,3760,2025-06-30,Cancelled,Wallet
2614,651,2025-01-29,Delivered,Credit Card
2615,2746,2025-06-06,Delivered,Credit Card
2616,4773,2024-02-27,Delivered,Credit Card
2617,4176,2025-08-31,Delivered,Debit Card
2618,2759,2024-10-25,Delivered,Debit Card
2619,2889,2025-07-29,Delivered,Credit Card
2620,313,2024-07-27,Delivered,Credit Card
2621,11,2025-03-11,Delivered,Debit Card
2622,1580,2025-03-05,Delivered,Credit Card
2623,4075,2024-04-12,Delivered,Credit Card
2624,30,2024-12-12,Delivered,Debit Card
2625,3997,2025-04-08,Delivered,Credit Card
2626,1288,2025-09-02,Delivered,Credit Card
2627,498,2025-10-09,Delivered,Credit Card
2628,480,2024-10-07,Delivered,Credit Card
2629,3420,2025-04-14,Delivered,Credit Card
2630,225,2024-05-07,Delivered,Credit Card
2631,2631,2025-10-15,Delivered,Credit Card
2632,4675,2025-09-25,Delivered,PayPal
2633,2950,2025-12-30,Delivered,PayPal
2634,1672,2024-12-20,Delivered,Credit Card
2635,4447,2024-09-19,Delivered,Debit Card
2636,365,2025-07-07,Delivered,Credit Card
2637,1248,2025-06-12,Delivered,PayPal
2638,858,2024-06-03,Delivered,Credit Card
2639,66,2025-01-29,Delivered,Credit Card
2640,4773,2025-04-14,Delivered,Credit Card
2641,1043,2024-11-28,Delivered,Credit Card
2642,367,2024-09-27,Delivered,Credit Card
2643,4576,2024-06-24,Delivered,Credit Card
2644,4811,2024-10-27,Delivered,Debit Card
2645,1058,2024-06-28,Cancelled,Credit Card
2646,2010,2024-08-07,Delivered,Credit Card
2647,3373,2024-05-15,Delivered,PayPal
2648,2137,2024-10-01,Delivered,Credit Card
2649,3949,2025-04-05,Delivered,Credit Card
2650,1244,2024-10-02,Delivered,Debit Card
2651,4067,2024-04-13,Delivered,Credit Card
2652,2793,2025-08-07,Delivered,PayPal
2653,53,2024-11-10,Delivered,Credit Card
2654,3104,2025-03-02,Delivered,Credit Card
2655,48,2025-01-17,Delivered,PayPal
2656,4231,2025-01-04,Delivered,PayPal
2657,4946,2024-11-15,Delivered,PayPal
2658,772,2025-07-05,Delivered,Credit Card
2659,2638,2025-09-16,Delivered,Debit Card
2660,1684,2025-10-21,Delivered,Wallet
2661,319,2024-11-19,Delivered,Debit Card
2662,3389,2024-09-05,Delivered,Wallet
2663,135,2024-03-01,Delivered,Debit Card
2664,121,2024-11-19,Delivered,PayPal
2665,4054,2025-12-25,Delivered,Credit Card
2666,1411,2024-07-08,Delivered,Wallet
2667,4525,2025-09-08,Delivered,PayPal
2668,2972,2025-07-06,Delivered,PayPal
2669,2623,2025-04-26,Delivered,Wallet
2670,2047,2025-02-16,Delivered,PayPal
2671,1859,2025-07-06,Delivered,Debit Card
2672,1125,2024-03-12,Delivered,Debit Card
2673,3512,2024-04-03,Delivered,PayPal
2674,3031,2024-05-22,Delivered,PayPal
2675,112,2025-07-13,Delivered,Debit Card
2676,1618,2024-11-11,Delivered,Debit Card
2677,4495,2024-05-31,Delivered,PayPal
2678,2463,2024-02-02,Delivered,Credit Card
2679,1281,2024-12-22,Delivered,Debit Card
2680,1148,2024-10-18,Delivered,Debit Card
2681,955,2024-05-09,Delivered,PayPal
2682,4306,2024-01-18,Delivered,Credit Card
2683,1554,2025-07-04,Cancelled,Debit Card
2684,1489,2025-07-22,Delivered,Credit Card
2685,319,2024-06-28,Delivered,Debit Card
2686,4448,2024-12-26,Delivered,PayPal
2687,1948,2024-07-03,Delivered,Debit Card
2688,3525,2024-10-25,Delivered,Debit Card
2689,3574,2024-03-20,Delivered,Credit Card
2690,1751,2025-11-21,Delivered,Debit Card
2691,2492,2025-06-10,Delivered,PayPal
2692,507,2025-10-19,Delivered,PayPal
2693,3340,2024-08-03,Delivered,Credit Card
2694,3370,2025-09-29,Delivered,Debit Card
2695,1069,2025-01-13,Delivered,PayPal
2696,978,2024-05-24,Delivered,Debit Card
2697,1990,2024-08-30,Delivered,Debit Card
2698,3462,2025-08-15,Delivered,Wallet
2699,2598,2025-07-19,Delivered,PayPal
2700,309,2025-06-09,Delivered,Credit Card
2701,2863,2024-06-14,Delivered,Debit Card
2702,3536,2025-04-17,Delivered,Debit Card
2703,932,2025-11-17,Cancelled,PayPal
2704,2224,2024-02-05,Delivered,Credit Card
2705,4039,2024-08-22,Delivered,Credit Card
2706,1624,2024-02-28,Delivered,Debit Card
2707,452,2024-03-16,Delivered,Debit Card
2708,4627,2025-12-29,Cancelled,Credit Card
2709,492,2024-06-24,Delivered,Wallet
2710,308,2024-05-10,Delivered,Credit Card
2711,1249,2024-02-23,Delivered,Credit Card
2712,3758,2025-12-17,Delivered,Credit Card
2713,3272,2024-12-08,Delivered,Credit Card
2714,1177,2025-07-31,Delivered,Credit Card
2715,386,2024-07-01,Delivered,Credit Card
2716,4772,2025-04-12,Cancelled,Credit Card
2717,39,2025-10-08,Delivered,Debit Card
2718,4623,2025-05-04,Delivered,Credit Card
2719,2361,2025-01-12,Delivered,Debit Card
2720,972,2024-06-02,Delivered,Wallet
2721,1734,2024-06-19,Delivered,Wallet
2722,1553,2025-03-11,Delivered,Credit Card
2723,784,2024-11-25,Delivered,Credit Card
2724,2160,2024-02-03,Delivered,Debit Card
2725,3280,2024-05-23,Delivered,Credit Card
2726,2364,2024-11-11,Delivered,PayPal
2727,3208,2024-05-10,Delivered,Debit Card
2728,4852,2025-02-08,Delivered,Credit Card
2729,610,2024-08-07,Delivered,Credit Card
2730,3695,2024-07-31,Delivered,PayPal
2731,1150,2024-03-20,Delivered,Debit Card
2732,96,2025-01-02,Delivered,Debit Card
2733,1825,2024-05-17,Cancelled,Debit Card
2734,1968,2025-04-05,Delivered,Debit Card
2735,4951,2025-11-15,Delivered,Credit Card
2736,1722,2025-10-27,Delivered,Debit Card
2737,3843,2025-05-01,Delivered,Credit Card
2738,4676,2025-08-12,Delivered,Debit Card
2739,1686,2025-11-03,Delivered,Credit Card
2740,896,2025-05-12,Cancelled,Wallet
2741,4828,2024-07-06,Delivered,PayPal
2742,2291,2024-12-31,Delivered,Credit Card
2743,2275,2025-09-17,Delivered,PayPal
2744,3644,2025-05-02,Delivered,PayPal
2745,1902,2024-09-21,Delivered,PayPal
2746,2708,2024-05-02,Delivered,Credit Card
2747,4722,2024-04-15,Delivered,Debit Card
2748,244,2024-10-02,Delivered,Debit Card
2749,3681,2025-08-10,Delivered,Credit Card
2750,1985,2025-02-07,Cancelled,Debit Card
2751,2740,2024-02-13,Delivered,Credit Card
2752,4551,2025-11-01,Delivered,PayPal
2753,3004,2024-10-22,Delivered,Wallet
2754,2095,2024-10-12,Delivered,Credit Card
2755,4865,2025-08-21,Delivered,Credit Card
2756,3027,2024-10-02,Cancelled,Credit Card
2757,765,2025-03-26,Delivered,PayPal
2758,445,2025-11-03,Delivered,Credit Card
2759,1736,2025-01-13,Delivered,PayPal
2760,3591,2025-03-24,Delivered,PayPal
2761,2106,2024-09-15,Delivered,Credit Card
2762,844,2025-10-12,Delivered,PayPal
