date_key,date,year,quarter,month,month_name,week_of_year,day,weekday_name
20250228,2025-02-28,2025,Q1,2,Feb,9,28,Friday
20250301,2025-03-01,2025,Q1,3,Mar,9,1,Saturday
20250302,2025-03-02,2025,Q1,3,Mar,9,2,Sunday
20250303,2025-03-03,2025,Q1,3,Mar,10,3,Monday
20250304,2025-03-04,2025,Q1,3,Mar,10,4,Tuesday
20250305,2025-03-05,2025,Q1,3,Mar,10,5,Wednesday
20250306,2025-03-06,2025,Q1,3,Mar,10,6,Thursday
20250307,2025-03-07,2025,Q1,3,Mar,10,7,Friday
20250308,2025-03-08,2025,Q1,3,Mar,10,8,Saturday
20250309,2025-03-09,2025,Q1,3,Mar,10,9,Sunday
20250310,2025-03-10,2025,Q1,3,Mar,11,10,Monday
20250311,2025-03-11,2025,Q1,3,Mar,11,11,Tuesday
20250312,2025-03-12,2025,Q1,3,Mar,11,12,Wednesday
20250313,2025-03-13,2025,Q1,3,Mar,11,13,Thursday
20250314,2025-03-14,2025,Q1,3,Mar,11,14,Friday
20250315,2025-03-15,2025,Q1,3,Mar,11,15,Saturday
20250316,2025-03-16,2025,Q1,3,Mar,11,16,Sunday
20250317,2025-03-17,2025,Q1,3,Mar,12,17,Monday
20250318,2025-03-18,2025,Q1,3,Mar,12,18,Tuesday
20250319,2025-03-19,2025,Q1,3,Mar,12,19,Wednesday
20250320,2025-03-20,2025,Q1,3,Mar,12,20,Thursday
20250321,2025-03-21,2025,Q1,3,Mar,12,21,Friday
20250322,2025-03-22,2025,Q1,3,Mar,12,22,Saturday
20250323,2025-03-23,2025,Q1,3,Mar,12,23,Sunday
20250324,2025-03-24,2025,Q1,3,Mar,13,24,Monday
20250325,2025-03-25,2025,Q1,3,Mar,13,25,Tuesday
20250326,2025-03-26,2025,Q1,3,Mar,13,26,Wednesday
20250327,2025-03-27,2025,Q1,3,Mar,13,27,Thursday
20250328,2025-03-28,2025,Q1,3,Mar,13,28,Friday
20250329,2025-03-29,2025,Q1,3,Mar,13,29,Saturday
20250330,2025-03-30,2025,Q1,3,Mar,13,30,Sunday
20250331,2025-03-31,2025,Q1,3,Mar,14,31,Monday
20250401,2025-04-01,2025,Q2,4,Apr,14,1,Tuesday
20250402,2025-04-02,2025,Q2,4,Apr,14,2,Wednesday
20250403,2025-04-03,2025,Q2,4,Apr,14,3,Thursday
20250404,2025-04-04,2025,Q2,4,Apr,14,4,Friday
20250405,2025-04-05,2025,Q2,4,Apr,14,5,Saturday
20250406,2025-04-06,2025,Q2,4,Apr,14,6,Sunday
20250407,2025-04-07,2025,Q2,4,Apr,15,7,Monday
20250408,2025-04-08,2025,Q2,4,Apr,15,8,Tuesday
20250409,2025-04-09,2025,Q2,4,Apr,15,9,Wednesday
20250410,2025-04-10,2025,Q2,4,Apr,15,10,Thursday
20250411,2025-04-11,2025,Q2,4,Apr,15,11,Friday
20250412,2025-04-12,2025,Q2,4,Apr,15,12,Saturday
20250413,2025-04-13,2025,Q2,4,Apr,15,13,Sunday
20250414,2025-04-14,2025,Q2,4,Apr,16,14,Monday
20250415,2025-04-15,2025,Q2,4,Apr,16,15,Tuesday
20250416,2025-04-16,2025,Q2,4,Apr,16,16,Wednesday
20250417,2025-04-17,2025,Q2,4,Apr,16,17,Thursday
20250418,2025-04-18,2025,Q2,4,Apr,16,18,Friday
20250419,2025-04-19,2025,Q2,4,Apr,16,19,Saturday
20250420,2025-04-20,2025,Q2,4,Apr,16,20,Sunday
20250421,2025-04-21,2025,Q2,4,Apr,17,21,Monday
20250422,2025-04-22,2025,Q2,4,Apr,17,22,Tuesday
20250423,2025-04-23,2025,Q2,4,Apr,17,23,Wednesday
20250424,2025-04-24,2025,Q2,4,Apr,17,24,Thursday
20250425,2025-04-25,2025,Q2,4,Apr,17,25,Friday
20250426,2025-04-26,2025,Q2,4,Apr,17,26,Saturday
20250427,2025-04-27,2025,Q2,4,Apr,17,27,Sunday
20250428,2025-04-28,2025,Q2,4,Apr,18,28,Monday
20250429,2025-04-29,2025,Q2,4,Apr,18,29,Tuesday
20250430,2025-04-30,2025,Q2,4,Apr,18,30,Wednesday
20250501,2025-05-01,2025,Q2,5,May,18,1,Thursday
20250502,2025-05-02,2025,Q2,5,May,18,2,Friday
20250503,2025-05-03,2025,Q2,5,May,18,3,Saturday
20250504,2025-05-04,2025,Q2,5,May,18,4,Sunday
20250505,2025-05-05,2025,Q2,5,May,19,5,Monday
20250506,2025-05-06,2025,Q2,5,May,19,6,Tuesday
20250507,2025-05-07,2025,Q2,5,May,19,7,Wednesday
20250508,2025-05-08,2025,Q2,5,May,19,8,Thursday
20250509,2025-05-09,2025,Q2,5,May,19,9,Friday
20250510,2025-05-10,2025,Q2,5,May,19,10,Saturday
20250511,2025-05-11,2025,Q2,5,May,19,11,Sunday
20250512,2025-05-12,2025,Q2,5,May,20,12,Monday
20250513,2025-05-13,2025,Q2,5,May,20,13,Tuesday
20250514,2025-05-14,2025,Q2,5,May,20,14,Wednesday
20250515,2025-05-15,2025,Q2,5,May,20,15,Thursday
20250516,2025-05-16,2025,Q2,5,May,20,16,Friday
20250517,2025-05-17,2025,Q2,5,May,20,17,Saturday
20250518,2025-05-18,2025,Q2,5,May,20,18,Sunday
20250519,2025-05-19,2025,Q2,5,May,21,19,Monday
20250520,2025-05-20,2025,Q2,5,May,21,20,Tuesday
20250521,2025-05-21,2025,Q2,5,May,21,21,Wednesday
20250522,2025-05-22,2025,Q2,5,May,21,22,Thursday
20250523,2025-05-23,2025,Q2,5,May,21,23,Friday
20250524,2025-05-24,2025,Q2,5,May,21,24,Saturday
20250525,2025-05-25,2025,Q2,5,May,21,25,Sunday
20250526,2025-05-26,2025,Q2,5,May,22,26,Monday
20250527,2025-05-27,2025,Q2,5,May,22,27,Tuesday
20250528,2025-05-28,2025,Q2,5,May,22,28,Wednesday
20250529,2025-05-29,2025,Q2,5,May,22,29,Thursday
20250530,2025-05-30,2025,Q2,5,May,22,30,Friday
20250531,2025-05-31,2025,Q2,5,May,22,31,Saturday
20250601,2025-06-01,2025,Q2,6,Jun,22,1,Sunday
20250602,2025-06-02,2025,Q2,6,Jun,23,2,Monday
20250603,2025-06-03,2025,Q2,6,Jun,23,3,Tuesday
20250604,2025-06-04,2025,Q2,6,Jun,23,4,Wednesday
20250605,2025-06-05,2025,Q2,6,Jun,23,5,Thursday
20250606,2025-06-06,2025,Q2,6,Jun,23,6,Friday
20250607,2025-06-07,2025,Q2,6,Jun,23,7,Saturday
20250608,2025-06-08,2025,Q2,6,Jun,23,8,Sunday
20250609,2025-06-09,2025,Q2,6,Jun,24,9,Monday
20250610,2025-06-10,2025,Q2,6,Jun,24,10,Tuesday
20250611,2025-06-11,2025,Q2,6,Jun,24,11,Wednesday
20250612,2025-06-12,2025,Q2,6,Jun,24,12,Thursday
20250613,2025-06-13,2025,Q2,6,Jun,24,13,Friday
20250614,2025-06-14,2025,Q2,6,Jun,24,14,Saturday
20250615,2025-06-15,2025,Q2,6,Jun,24,15,Sunday
20250616,2025-06-16,2025,Q2,6,Jun,25,16,Monday
20250617,2025-06-17,2025,Q2,6,Jun,25,17,Tuesday
20250618,2025-06-18,2025,Q2,6,Jun,25,18,Wednesday
20250619,2025-06-19,2025,Q2,6,Jun,25,19,Thursday
20250620,2025-06-20,2025,Q2,6,Jun,25,20,Friday
20250621,2025-06-21,2025,Q2,6,Jun,25,21,Saturday
20250622,2025-06-22,2025,Q2,6,Jun,25,22,Sunday
20250623,2025-06-23,2025,Q2,6,Jun,26,23,Monday
20250624,2025-06-24,2025,Q2,6,Jun,26,24,Tuesday
20250625,2025-06-25,2025,Q2,6,Jun,26,25,Wednesday
20250626,2025-06-26,2025,Q2,6,Jun,26,26,Thursday
20250627,2025-06-27,2025,Q2,6,Jun,26,27,Friday
20250628,2025-06-28,2025,Q2,6,Jun,26,28,Saturday
20250629,2025-06-29,2025,Q2,6,Jun,26,29,Sunday
20250630,2025-06-30,2025,Q2,6,Jun,27,30,Monday
20250701,2025-07-01,2025,Q3,7,Jul,27,1,Tuesday
20250702,2025-07-02,2025,Q3,7,Jul,27,2,Wednesday
20250703,2025-07-03,2025,Q3,7,Jul,27,3,Thursday
20250704,2025-07-04,2025,Q3,7,Jul,27,4,Friday
20250705,2025-07-05,2025,Q3,7,Jul,27,5,Saturday
20250706,2025-07-06,2025,Q3,7,Jul,27,6,Sunday
20250707,2025-07-07,2025,Q3,7,Jul,28,7,Monday
20250708,2025-07-08,2025,Q3,7,Jul,28,8,Tuesday
20250709,2025-07-09,2025,Q3,7,Jul,28,9,Wednesday
20250710,2025-07-10,2025,Q3,7,Jul,28,10,Thursday
20250711,2025-07-11,2025,Q3,7,Jul,28,11,Friday
20250712,2025-07-12,2025,Q3,7,Jul,28,12,Saturday
20250713,2025-07-13,2025,Q3,7,Jul,28,13,Sunday
20250714,2025-07-14,2025,Q3,7,Jul,29,14,Monday
20250715,2025-07-15,2025,Q3,7,Jul,29,15,Tuesday
20250716,2025-07-16,2025,Q3,7,Jul,29,16,Wednesday
20250717,2025-07-17,2025,Q3,7,Jul,29,17,Thursday
20250718,2025-07-18,2025,Q3,7,Jul,29,18,Friday
20250719,2025-07-19,2025,Q3,7,Jul,29,19,Saturday
20250720,2025-07-20,2025,Q3,7,Jul,29,20,Sunday
20250721,2025-07-21,2025,Q3,7,Jul,30,21,Monday
20250722,2025-07-22,2025,Q3,7,Jul,30,22,Tuesday
20250723,2025-07-23,2025,Q3,7,Jul,30,23,Wednesday
20250724,2025-07-24,2025,Q3,7,Jul,30,24,Thursday
20250725,2025-07-25,2025,Q3,7,Jul,30,25,Friday
20250726,2025-07-26,2025,Q3,7,Jul,30,26,Saturday
20250727,2025-07-27,2025,Q3,7,Jul,30,27,Sunday
20250728,2025-07-28,2025,Q3,7,Jul,31,28,Monday
20250729,2025-07-29,2025,Q3,7,Jul,31,29,Tuesday
20250730,2025-07-30,2025,Q3,7,Jul,31,30,Wednesday
20250731,2025-07-31,2025,Q3,7,Jul,31,31,Thursday
20250801,2025-08-01,2025,Q3,8,Aug,31,1,Friday
20250802,2025-08-02,2025,Q3,8,Aug,31,2,Saturday
20250803,2025-08-03,2025,Q3,8,Aug,31,3,Sunday
20250804,2025-08-04,2025,Q3,8,Aug,32,4,Monday
20250805,2025-08-05,2025,Q3,8,Aug,32,5,Tuesday
20250806,2025-08-06,2025,Q3,8,Aug,32,6,Wednesday
20250807,2025-08-07,2025,Q3,8,Aug,32,7,Thursday
20250808,2025-08-08,2025,Q3,8,Aug,32,8,Friday
20250809,2025-08-09,2025,Q3,8,Aug,32,9,Saturday
20250810,2025-08-10,2025,Q3,8,Aug,32,10,Sunday
20250811,2025-08-11,2025,Q3,8,Aug,33,11,Monday
20250812,2025-08-12,2025,Q3,8,Aug,33,12,Tuesday
20250813,2025-08-13,2025,Q3,8,Aug,33,13,Wednesday
20250814,2025-08-14,2025,Q3,8,Aug,33,14,Thursday
20250815,2025-08-15,2025,Q3,8,Aug,33,15,Friday
20250816,2025-08-16,2025,Q3,8,Aug,33,16,Saturday
20250817,2025-08-17,2025,Q3,8,Aug,33,17,Sunday
20250818,2025-08-18,2025,Q3,8,Aug,34,18,Monday
20250819,2025-08-19,2025,Q3,8,Aug,34,19,Tuesday
20250820,2025-08-20,2025,Q3,8,Aug,34,20,Wednesday
20250821,2025-08-21,2025,Q3,8,Aug,34,21,Thursday
20250822,2025-08-22,2025,Q3,8,Aug,34,22,Friday
20250823,2025-08-23,2025,Q3,8,Aug,34,23,Saturday
20250824,2025-08-24,2025,Q3,8,Aug,34,24,Sunday
20250825,2025-08-25,2025,Q3,8,Aug,35,25,Monday
20250826,2025-08-26,2025,Q3,8,Aug,35,26,Tuesday
20250827,2025-08-27,2025,Q3,8,Aug,35,27,Wednesday
20250828,2025-08-28,2025,Q3,8,Aug,35,28,Thursday
20250829,2025-08-29,2025,Q3,8,Aug,35,29,Friday
20250830,2025-08-30,2025,Q3,8,Aug,35,30,Saturday
20250831,2025-08-31,2025,Q3,8,Aug,35,31,Sunday
20250901,2025-09-01,2025,Q3,9,Sep,36,1,Monday
20250902,2025-09-02,2025,Q3,9,Sep,36,2,Tuesday
20250903,2025-09-03,2025,Q3,9,Sep,36,3,Wednesday
20250904,2025-09-04,2025,Q3,9,Sep,36,4,Thursday
20250905,2025-09-05,2025,Q3,9,Sep,36,5,Friday
20250906,2025-09-06,2025,Q3,9,Sep,36,6,Saturday
20250907,2025-09-07,2025,Q3,9,Sep,36,7,Sunday
20250908,2025-09-08,2025,Q3,9,Sep,37,8,Monday
20250909,2025-09-09,2025,Q3,9,Sep,37,9,Tuesday
20250910,2025-09-10,2025,Q3,9,Sep,37,10,Wednesday
20250911,2025-09-11,2025,Q3,9,Sep,37,11,Thursday
20250912,2025-09-12,2025,Q3,9,Sep,37,12,Friday
20250913,2025-09-13,2025,Q3,9,Sep,37,13,Saturday
20250914,2025-09-14,2025,Q3,9,Sep,37,14,Sunday
20250915,2025-09-15,2025,Q3,9,Sep,38,15,Monday
20250916,2025-09-16,2025,Q3,9,Sep,38,16,Tuesday
20250917,2025-09-17,2025,Q3,9,Sep,38,17,Wednesday
20250918,2025-09-18,2025,Q3,9,Sep,38,18,Thursday
20250919,2025-09-19,2025,Q3,9,Sep,38,19,Friday
20250920,2025-09-20,2025,Q3,9,Sep,38,20,Saturday
20250921,2025-09-21,2025,Q3,9,Sep,38,21,Sunday
20250922,2025-09-22,2025,Q3,9,Sep,39,22,Monday
20250923,2025-09-23,2025,Q3,9,Sep,39,23,Tuesday
20250924,2025-09-24,2025,Q3,9,Sep,39,24,Wednesday
20250925,2025-09-25,2025,Q3,9,Sep,39,25,Thursday
20250926,2025-09-26,2025,Q3,9,Sep,39,26,Friday
20250927,2025-09-27,2025,Q3,9,Sep,39,27,Saturday
20250928,2025-09-28,2025,Q3,9,Sep,39,28,Sunday
20250929,2025-09-29,2025,Q3,9,Sep,40,29,Monday
20250930,2025-09-30,2025,Q3,9,Sep,40,30,Tuesday
20251001,2025-10-01,2025,Q4,10,Oct,40,1,Wednesday
20251002,2025-10-02,2025,Q4,10,Oct,40,2,Thursday
20251003,2025-10-03,2025,Q4,10,Oct,40,3,Friday
20251004,2025-10-04,2025,Q4,10,Oct,40,4,Saturday
20251005,2025-10-05,2025,Q4,10,Oct,40,5,Sunday
20251006,2025-10-06,2025,Q4,10,Oct,41,6,Monday
20251007,2025-10-07,2025,Q4,10,Oct,41,7,Tuesday
20251008,2025-10-08,2025,Q4,10,Oct,41,8,Wednesday
20251009,2025-10-09,2025,Q4,10,Oct,41,9,Thursday
20251010,2025-10-10,2025,Q4,10,Oct,41,10,Friday
20251011,2025-10-11,2025,Q4,10,Oct,41,11,Saturday
20251012,2025-10-12,2025,Q4,10,Oct,41,12,Sunday
20251013,2025-10-13,2025,Q4,10,Oct,42,13,Monday
20251014,2025-10-14,2025,Q4,10,Oct,42,14,Tuesday
20251015,2025-10-15,2025,Q4,10,Oct,42,15,Wednesday
20251016,2025-10-16,2025,Q4,10,Oct,42,16,Thursday
20251017,2025-10-17,2025,Q4,10,Oct,42,17,Friday
20251018,2025-10-18,2025,Q4,10,Oct,42,18,Saturday
20251019,2025-10-19,2025,Q4,10,Oct,42,19,Sunday
20251020,2025-10-20,2025,Q4,10,Oct,43,20,Monday
20251021,2025-10-21,2025,Q4,10,Oct,43,21,Tuesday
20251022,2025-10-22,2025,Q4,10,Oct,43,22,Wednesday
20251023,2025-10-23,2025,Q4,10,Oct,43,23,Thursday
20251024,2025-10-24,2025,Q4,10,Oct,43,24,Friday
20251025,2025-10-25,2025,Q4,10,Oct,43,25,Saturday
20251026,2025-10-26,2025,Q4,10,Oct,43,26,Sunday
20251027,2025-10-27,2025,Q4,10,Oct,44,27,Monday
20251028,2025-10-28,2025,Q4,10,Oct,44,28,Tuesday
20251029,2025-10-29,2025,Q4,10,Oct,44,29,Wednesday
20251030,2025-10-30,2025,Q4,10,Oct,44,30,Thursday
20251031,2025-10-31,2025,Q4,10,Oct,44,31,Friday
20251101,2025-11-01,2025,Q4,11,Nov,44,1,Saturday
20251102,2025-11-02,2025,Q4,11,Nov,44,2,Sunday
20251103,2025-11-03,2025,Q4,11,Nov,45,3,Monday
20251104,2025-11-04,2025,Q4,11,Nov,45,4,Tuesday
20251105,2025-11-05,2025,Q4,11,Nov,45,5,Wednesday
20251106,2025-11-06,2025,Q4,11,Nov,45,6,Thursday
20251107,2025-11-07,2025,Q4,11,Nov,45,7,Friday
20251108,2025-11-08,2025,Q4,11,Nov,45,8,Saturday
20251109,2025-11-09,2025,Q4,11,Nov,45,9,Sunday
20251110,2025-11-10,2025,Q4,11,Nov,46,10,Monday
20251111,2025-11-11,2025,Q4,11,Nov,46,11,Tuesday
20251112,2025-11-12,2025,Q4,11,Nov,46,12,Wednesday
20251113,2025-11-13,2025,Q4,11,Nov,46,13,Thursday
20251114,2025-11-14,2025,Q4,11,Nov,46,14,Friday
20251115,2025-11-15,2025,Q4,11,Nov,46,15,Saturday
20251116,2025-11-16,2025,Q4,11,Nov,46,16,Sunday
20251117,2025-11-17,2025,Q4,11,Nov,47,17,Monday
20251118,2025-11-18,2025,Q4,11,Nov,47,18,Tuesday
20251119,2025-11-19,2025,Q4,11,Nov,47,19,Wednesday
20251120,2025-11-20,2025,Q4,11,Nov,47,20,Thursday
20251121,2025-11-21,2025,Q4,11,Nov,47,21,Friday
20251122,2025-11-22,2025,Q4,11,Nov,47,22,Saturday
20251123,2025-11-23,2025,Q4,11,Nov,47,23,Sunday
20251124,2025-11-24,2025,Q4,11,Nov,48,24,Monday
20251125,2025-11-25,2025,Q4,11,Nov,48,25,Tuesday
20251126,2025-11-26,2025,Q4,11,Nov,48,26,Wednesday
20251127,2025-11-27,2025,Q4,11,Nov,48,27,Thursday
20251128,2025-11-28,2025,Q4,11,Nov,48,28,Friday
20251129,2025-11-29,2025,Q4,11,Nov,48,29,Saturday
20251130,2025-11-30,2025,Q4,11,Nov,48,30,Sunday
20251201,2025-12-01,2025,Q4,12,Dec,49,1,Monday
20251202,2025-12-02,2025,Q4,12,Dec,49,2,Tuesday
20251203,2025-12-03,2025,Q4,12,Dec,49,3,Wednesday
20251204,2025-12-04,2025,Q4,12,Dec,49,4,Thursday
20251205,2025-12-05,2025,Q4,12,Dec,49,5,Friday
20251206,2025-12-06,2025,Q4,12,Dec,49,6,Saturday
20251207,2025-12-07,2025,Q4,12,Dec,49,7,Sunday
20251208,2025-12-08,2025,Q4,12,Dec,50,8,Monday
20251209,2025-12-09,2025,Q4,12,Dec,50,9,Tuesday
20251210,2025-12-10,2025,Q4,12,Dec,50,10,Wednesday
20251211,2025-12-11,2025,Q4,12,Dec,50,11,Thursday
20251212,2025-12-12,2025,Q4,12,Dec,50,12,Friday
20251213,2025-12-13,2025,Q4,12,Dec,50,13,Saturday
20251214,2025-12-14,2025,Q4,12,Dec,50,14,Sunday
20251215,2025-12-15,2025,Q4,12,Dec,51,15,Monday
20251216,2025-12-16,2025,Q4,12,Dec,51,16,Tuesday
20251217,2025-12-17,2025,Q4,12,Dec,51,17,Wednesday
20251218,2025-12-18,2025,Q4,12,Dec,51,18,Thursday
20251219,2025-12-19,2025,Q4,12,Dec,51,19,Friday
20251220,2025-12-20,2025,Q4,12,Dec,51,20,Saturday
20251221,2025-12-21,2025,Q4,12,Dec,51,21,Sunday
20251222,2025-12-22,2025,Q4,12,Dec,52,22,Monday
20251223,2025-12-23,2025,Q4,12,Dec,52,23,Tuesday
20251224,2025-12-24,2025,Q4,12,Dec,52,24,Wednesday
20251225,2025-12-25,2025,Q4,12,Dec,52,25,Thursday
20251226,2025-12-26,2025,Q4,12,Dec,52,26,Friday
20251227,2025-12-27,2025,Q4,12,Dec,52,27,Saturday
20251228,2025-12-28,2025,Q4,12,Dec,52,28,Sunday
20251229,2025-12-29,2025,Q4,12,Dec,1,29,Monday
20251230,2025-12-30,2025,Q4,12,Dec,1,30,Tuesday
