order_item_id,order_id,line_number,date_key,customer_key,product_key,quantity,returned_qty,unit_price,discount_rate,gross_revenue,discount_amount,net_revenue,refunded_amount,recognized_revenue,cogs_amount,profit_amount
7727,3087,3,20240221,734,158,2,0,164.09,0.05,328.18,16.409000000000002,311.771,0.0,311.771,238.98,72.79100000000003
7728,3087,4,20240221,734,86,2,0,156.05,0.0,312.1,0.0,312.1,0.0,312.1,161.26,150.84000000000003
7729,3088,1,20241222,2724,11,3,0,89.1,0.0,267.29999999999995,0.0,267.29999999999995,0.0,267.29999999999995,181.47,85.82999999999996
7730,3088,2,20241222,2724,51,1,0,267.98,0.1,267.98,26.798000000000002,241.18200000000002,0.0,241.18200000000002,146.25,94.93200000000002
7731,3089,1,20240229,1579,115,1,0,23.85,0.05,23.85,1.1925000000000001,22.657500000000002,0.0,22.657500000000002,21.3,1.3575000000000017
7732,3089,2,20240229,1579,78,3,0,136.59,0.05,409.77,20.488500000000002,389.2815,0.0,389.2815,312.12,77.16149999999999
7733,3089,3,20240229,1579,123,3,0,163.51,0.1,490.53,49.053,441.477,0.0,441.477,237.89999999999998,203.577
7734,3089,4,20240229,1579,33,2,0,118.53,0.0,237.06,0.0,237.06,0.0,237.06,133.98,103.08000000000001
7735,3090,1,20240323,2478,17,3,0,36.13,0.0,108.39000000000001,0.0,108.39000000000001,0.0,108.39000000000001,89.13,19.26000000000002
7736,3090,2,20240323,2478,82,1,0,288.16,0.05,288.16,14.408000000000001,273.752,0.0,273.752,194.98,78.77200000000002
7737,3090,3,20240323,2478,166,3,0,181.33,0.05,543.99,27.1995,516.7905000000001,0.0,516.7905000000001,347.82,168.97050000000007
7738,3091,1,20241206,119,19,2,0,143.74,0.15,287.48,43.122,244.358,0.0,244.358,159.42,84.93800000000002
7739,3092,1,20250818,2642,179,3,0,201.03,0.0,603.09,0.0,603.09,0.0,603.09,464.18999999999994,138.9000000000001
7740,3092,2,20250818,2642,157,3,1,204.1,0.05,612.3,30.615,581.685,193.89499999999998,387.78999999999996,467.15999999999997,-79.37
7741,3093,1,20251226,177,95,2,0,234.69,0.05,469.38,23.469,445.911,0.0,445.911,267.14,178.77100000000002
7742,3093,2,20251226,177,51,3,0,264.88,0.0,794.64,0.0,794.64,0.0,794.64,438.75,355.89
7743,3094,1,20250403,4267,107,3,1,197.14,0.05,591.42,29.570999999999998,561.8489999999999,187.283,374.5659999999999,347.15999999999997,27.40599999999995
7744,3094,2,20250403,4267,116,3,0,51.33,0.0,153.99,0.0,153.99,0.0,153.99,115.32,38.670000000000016
7745,3095,1,20240720,3565,111,3,0,77.37,0.0,232.11,0.0,232.11,0.0,232.11,132.57,99.54000000000002
7746,3095,2,20240720,3565,176,1,0,262.52,0.05,262.52,13.126,249.39399999999998,0.0,249.39399999999998,147.54,101.85399999999998
7747,3095,3,20240720,3565,12,1,0,236.33,0.1,236.33,23.633000000000003,212.697,0.0,212.697,172.82,39.87700000000001
7748,3096,1,20240827,4604,112,2,0,190.43,0.1,380.86,38.086000000000006,342.774,0.0,342.774,262.4,80.37400000000002
7749,3096,2,20240827,4604,103,2,0,156.2,0.0,312.4,0.0,312.4,0.0,312.4,249.58,62.819999999999965
7750,3096,3,20240827,4604,88,2,0,221.87,0.05,443.74,22.187,421.553,0.0,421.553,245.62,175.933
7755,3098,1,20240506,4895,113,2,0,11.79,0.0,23.58,0.0,23.58,0.0,23.58,19.0,4.579999999999998
7756,3099,1,20250113,1042,13,2,0,84.58,0.0,169.16,0.0,169.16,0.0,169.16,126.1,43.06
7757,3099,2,20250113,1042,165,1,0,247.66,0.0,247.66,0.0,247.66,0.0,247.66,167.13,80.53
7758,3099,3,20250113,1042,91,1,0,254.5,0.0,254.5,0.0,254.5,0.0,254.5,168.41,86.09
7759,3099,4,20250113,1042,126,1,0,179.55,0.05,179.55,8.977500000000001,170.57250000000002,0.0,170.57250000000002,97.78,72.79250000000002
7760,3100,1,20250715,31,87,1,0,8.92,0.1,8.92,0.892,8.028,0.0,8.028,6.48,1.548
7761,3100,2,20250715,31,74,3,0,30.8,0.1,92.4,9.24,83.16000000000001,0.0,83.16000000000001,50.82000000000001,32.34
7762,3100,3,20250715,31,25,3,0,25.23,0.1,75.69,7.569,68.121,0.0,68.121,47.849999999999994,20.271
7763,3101,1,20250906,4506,153,1,0,26.65,0.0,26.65,0.0,26.65,0.0,26.65,17.75,8.899999999999999
7764,3101,2,20250906,4506,87,1,0,8.13,0.05,8.13,0.4065000000000001,7.7235000000000005,0.0,7.7235000000000005,6.48,1.2435
7765,3101,3,20250906,4506,178,3,1,143.34,0.0,430.02,0.0,430.02,143.34,286.67999999999995,233.43,53.24999999999994
7766,3102,1,20240213,3299,98,1,0,258.67,0.0,258.67,0.0,258.67,0.0,258.67,159.47,99.20000000000002
7767,3103,1,20240729,3440,169,3,0,36.7,0.0,110.10000000000001,0.0,110.10000000000001,0.0,110.10000000000001,65.82000000000001,44.28
7768,3104,1,20240705,1451,28,2,0,165.74,0.0,331.48,0.0,331.48,0.0,331.48,200.2,131.28000000000003
7769,3104,2,20240705,1451,110,1,0,177.92,0.0,177.92,0.0,177.92,0.0,177.92,103.66,74.25999999999999
7770,3105,1,20250209,1681,86,3,0,157.68,0.05,473.04,23.652,449.38800000000003,0.0,449.38800000000003,241.89,207.49800000000005
7771,3105,2,20250209,1681,170,1,0,151.68,0.05,151.68,7.5840000000000005,144.096,0.0,144.096,104.3,39.79600000000001
7772,3105,3,20250209,1681,31,1,0,356.0,0.0,356.0,0.0,356.0,0.0,356.0,190.93,165.07
7773,3105,4,20250209,1681,88,3,0,234.16,0.0,702.48,0.0,702.48,0.0,702.48,368.43,334.05
7774,3106,1,20240515,3395,133,2,0,196.04,0.15,392.08,58.812,333.268,0.0,333.268,233.58,99.68799999999996
7775,3106,2,20240515,3395,147,2,1,151.28,0.0,302.56,0.0,302.56,151.28,151.28,168.9,-17.620000000000005
7776,3107,1,20251124,2039,3,2,0,61.49,0.0,122.98,0.0,122.98,0.0,122.98,97.94,25.040000000000006
7777,3108,1,20251031,381,82,1,0,289.27,0.0,289.27,0.0,289.27,0.0,289.27,194.98,94.28999999999999
7778,3108,2,20251031,381,72,1,0,125.18,0.1,125.18,12.518,112.662,0.0,112.662,102.31,10.352000000000004
7779,3109,1,20240830,1463,17,1,1,39.21,0.0,39.21,0.0,39.21,39.21,0.0,29.71,-29.71
7780,3109,2,20240830,1463,29,2,0,185.57,0.0,371.14,0.0,371.14,0.0,371.14,300.34,70.80000000000001
7781,3109,3,20240830,1463,55,1,0,59.46,0.1,59.46,5.946000000000001,53.514,0.0,53.514,39.54,13.974000000000004
7782,3109,4,20240830,1463,66,1,0,245.97,0.1,245.97,24.597,221.373,0.0,221.373,140.82,80.553
7783,3110,1,20241024,1922,154,3,0,50.15,0.0,150.45,0.0,150.45,0.0,150.45,106.89000000000001,43.559999999999974
7784,3110,2,20241024,1922,5,1,1,225.19,0.0,225.19,0.0,225.19,225.19,0.0,166.75,-166.75
7785,3110,3,20241024,1922,163,3,0,189.62,0.0,568.86,0.0,568.86,0.0,568.86,318.39,250.47000000000003
7786,3110,4,20241024,1922,66,1,0,244.38,0.1,244.38,24.438000000000002,219.942,0.0,219.942,140.82,79.12200000000001
7787,3111,1,20241116,4153,108,1,0,24.13,0.1,24.13,2.4130000000000003,21.717,0.0,21.717,15.56,6.156999999999998
7788,3111,2,20241116,4153,83,3,0,146.43,0.0,439.29,0.0,439.29,0.0,439.29,322.71,116.58000000000004
7791,3113,1,20251010,2470,30,2,0,118.54,0.1,237.08,23.708000000000002,213.372,0.0,213.372,156.28,57.09200000000001
7792,3114,1,20250722,2990,30,2,0,132.48,0.05,264.96,13.248,251.712,0.0,251.712,156.28,95.43199999999999
7793,3114,2,20250722,2990,72,2,0,132.11,0.05,264.22,13.211000000000002,251.00900000000001,0.0,251.00900000000001,204.62,46.38900000000001
7794,3114,3,20250722,2990,10,3,1,334.32,0.0,1002.96,0.0,1002.96,334.32,668.6400000000001,562.89,105.75000000000011
7795,3115,1,20240830,677,61,2,0,127.96,0.0,255.92,0.0,255.92,0.0,255.92,129.56,126.35999999999999
7796,3115,2,20240830,677,146,3,0,204.4,0.05,613.2,30.660000000000004,582.5400000000001,0.0,582.5400000000001,336.39,246.1500000000001
7797,3115,3,20240830,677,27,3,0,107.22,0.0,321.65999999999997,0.0,321.65999999999997,0.0,321.65999999999997,213.99,107.66999999999996
7802,3117,1,20241004,1009,135,3,0,113.0,0.0,339.0,0.0,339.0,0.0,339.0,268.77,70.23000000000002
7803,3117,2,20241004,1009,111,1,0,74.16,0.1,74.16,7.416,66.744,0.0,66.744,44.19,22.554000000000002
7804,3117,3,20241004,1009,62,3,0,152.63,0.15,457.89,68.6835,389.2065,0.0,389.2065,234.89999999999998,154.30650000000003
7805,3118,1,20240615,4391,54,2,0,201.44,0.05,402.88,20.144000000000002,382.736,0.0,382.736,314.76,67.976
7806,3119,1,20240810,1483,38,3,0,170.44,0.1,511.32,51.132000000000005,460.188,0.0,460.188,354.18,106.00799999999998
7807,3120,1,20240319,1523,149,2,0,366.24,0.0,732.48,0.0,732.48,0.0,732.48,381.3,351.18
7808,3120,2,20240319,1523,110,3,1,159.98,0.0,479.93999999999994,0.0,479.93999999999994,159.98,319.9599999999999,310.98,8.979999999999905
7809,3120,3,20240319,1523,122,3,0,296.26,0.05,888.78,44.439,844.341,0.0,844.341,552.0,292.341
7810,3120,4,20240319,1523,15,2,0,180.53,0.0,361.06,0.0,361.06,0.0,361.06,221.62,139.44
7811,3121,1,20250813,2016,175,1,0,119.37,0.0,119.37,0.0,119.37,0.0,119.37,97.14,22.230000000000004
7812,3121,2,20250813,2016,51,1,0,251.48,0.0,251.48,0.0,251.48,0.0,251.48,146.25,105.22999999999999
7813,3122,1,20250422,1803,105,1,0,152.09,0.0,152.09,0.0,152.09,0.0,152.09,122.29,29.799999999999997
7814,3123,1,20251110,2964,56,1,0,72.73,0.1,72.73,7.273000000000001,65.45700000000001,0.0,65.45700000000001,63.4,2.0570000000000093
7815,3124,1,20240105,3615,89,3,0,259.11,0.0,777.33,0.0,777.33,0.0,777.33,434.18999999999994,343.1400000000001
7816,3125,1,20250405,4821,4,2,0,250.11,0.0,500.22,0.0,500.22,0.0,500.22,265.76,234.46000000000004
7817,3125,2,20250405,4821,45,1,0,65.59,0.15,65.59,9.8385,55.75150000000001,0.0,55.75150000000001,45.08,10.671500000000009
7818,3125,3,20250405,4821,94,3,0,155.9,0.05,467.70000000000005,23.385000000000005,444.31500000000005,0.0,444.31500000000005,290.90999999999997,153.4050000000001
7819,3126,1,20250213,4441,16,2,0,25.0,0.05,50.0,2.5,47.5,0.0,47.5,38.82,8.68
7820,3126,2,20250213,4441,76,3,0,80.04,0.0,240.12,0.0,240.12,0.0,240.12,158.31,81.81
7821,3126,3,20250213,4441,15,1,0,177.61,0.0,177.61,0.0,177.61,0.0,177.61,110.81,66.80000000000001
7822,3127,1,20250331,1310,45,1,0,59.16,0.0,59.16,0.0,59.16,0.0,59.16,45.08,14.079999999999998
7823,3127,2,20250331,1310,138,2,1,37.13,0.1,74.26,7.426000000000001,66.834,33.417,33.417,60.18,-26.762999999999998
7824,3127,3,20250331,1310,50,2,0,225.61,0.0,451.22,0.0,451.22,0.0,451.22,268.58,182.64000000000004
7825,3127,4,20250331,1310,145,3,0,26.89,0.05,80.67,4.0335,76.6365,0.0,76.6365,64.59,12.046499999999995
7826,3128,1,20251223,3020,43,1,0,239.02,0.1,239.02,23.902,215.118,0.0,215.118,155.03,60.087999999999994
7827,3128,2,20251223,3020,125,1,0,23.98,0.05,23.98,1.199,22.781,0.0,22.781,21.34,1.440999999999999
7828,3128,3,20251223,3020,30,2,1,127.91,0.0,255.82,0.0,255.82,127.91,127.91,156.28,-28.370000000000005
7829,3129,1,20241011,1643,58,3,0,19.82,0.05,59.46,2.9730000000000003,56.487,0.0,56.487,42.72,13.767000000000003
7830,3129,2,20241011,1643,62,3,0,138.85,0.0,416.54999999999995,0.0,416.54999999999995,0.0,416.54999999999995,234.89999999999998,181.64999999999998
7831,3130,1,20240412,4028,45,3,1,59.8,0.15,179.39999999999998,26.909999999999997,152.48999999999998,50.83,101.65999999999998,135.24,-33.58000000000003
7832,3130,2,20240412,4028,82,1,1,291.88,0.0,291.88,0.0,291.88,291.88,0.0,194.98,-194.98
7833,3131,1,20240110,120,7,2,0,222.28,0.0,444.56,0.0,444.56,0.0,444.56,257.26,187.3
7834,3132,1,20241225,4975,47,3,0,187.46,0.05,562.38,28.119,534.261,0.0,534.261,345.54,188.72099999999995
7835,3132,2,20241225,4975,144,1,0,285.72,0.0,285.72,0.0,285.72,0.0,285.72,156.14,129.58000000000004
7836,3132,3,20241225,4975,82,1,0,282.12,0.1,282.12,28.212000000000003,253.90800000000002,0.0,253.90800000000002,194.98,58.928000000000026
7837,3133,1,20240506,1863,122,2,0,259.73,0.0,519.46,0.0,519.46,0.0,519.46,368.0,151.46000000000004
7838,3133,2,20240506,1863,2,1,0,246.04,0.05,246.04,12.302,233.738,0.0,233.738,145.03,88.708
7839,3133,3,20240506,1863,47,1,0,194.39,0.0,194.39,0.0,194.39,0.0,194.39,115.18,79.20999999999998
7840,3134,1,20240413,3723,138,3,0,39.62,0.0,118.85999999999999,0.0,118.85999999999999,0.0,118.85999999999999,90.27,28.58999999999999
7841,3135,1,20240417,3376,165,1,0,244.56,0.05,244.56,12.228000000000002,232.332,0.0,232.332,167.13,65.202
7842,3136,1,20240721,1836,77,2,0,213.87,0.05,427.74,21.387,406.353,0.0,406.353,224.16,182.193
7843,3137,1,20240325,4816,16,1,0,25.81,0.0,25.81,0.0,25.81,0.0,25.81,19.41,6.399999999999999
7844,3137,2,20240325,4816,24,1,0,184.97,0.0,184.97,0.0,184.97,0.0,184.97,106.12,78.85
7845,3137,3,20240325,4816,77,2,1,197.1,0.1,394.2,39.42,354.78,177.39,177.39,224.16,-46.77000000000001
7846,3137,4,20240325,4816,99,3,0,260.91,0.0,782.73,0.0,782.73,0.0,782.73,592.62,190.11
7847,3138,1,20241220,1336,21,1,0,77.03,0.05,77.03,3.8515,73.1785,0.0,73.1785,46.02,27.158499999999997
7848,3139,1,20250422,3701,20,1,0,182.75,0.0,182.75,0.0,182.75,0.0,182.75,99.3,83.45
7849,3139,2,20250422,3701,141,3,0,252.86,0.0,758.58,0.0,758.58,0.0,758.58,523.26,235.32000000000005
7850,3140,1,20240730,4644,7,2,0,254.38,0.0,508.76,0.0,508.76,0.0,508.76,257.26,251.5
7851,3140,2,20240730,4644,21,1,0,74.97,0.0,74.97,0.0,74.97,0.0,74.97,46.02,28.949999999999996
7852,3141,1,20240409,590,9,1,0,104.28,0.05,104.28,5.214,99.066,0.0,99.066,50.35,48.716
7853,3142,1,20250221,4586,108,2,0,24.59,0.0,49.18,0.0,49.18,0.0,49.18,31.12,18.06
7854,3142,2,20250221,4586,166,1,0,175.14,0.0,175.14,0.0,175.14,0.0,175.14,115.94,59.19999999999999
7855,3142,3,20250221,4586,118,3,0,50.71,0.0,152.13,0.0,152.13,0.0,152.13,80.19,71.94
7856,3142,4,20250221,4586,169,3,0,38.24,0.0,114.72,0.0,114.72,0.0,114.72,65.82000000000001,48.89999999999999
7857,3143,1,20240303,4451,3,3,0,65.22,0.05,195.66,9.783000000000001,185.877,0.0,185.877,146.91,38.96700000000001
7858,3143,2,20240303,4451,73,1,0,290.38,0.0,290.38,0.0,290.38,0.0,290.38,152.06,138.32
7859,3143,3,20240303,4451,3,1,0,60.05,0.0,60.05,0.0,60.05,0.0,60.05,48.97,11.079999999999998
7860,3144,1,20250622,1899,149,3,1,335.43,0.0,1006.29,0.0,1006.29,335.43,670.8599999999999,571.95,98.90999999999985
7861,3144,2,20250622,1899,45,2,0,58.8,0.1,117.6,11.76,105.83999999999999,0.0,105.83999999999999,90.16,15.679999999999993
7862,3144,3,20250622,1899,101,2,0,250.89,0.05,501.78,25.089,476.691,0.0,476.691,312.58,164.111
7863,3145,1,20241006,4194,12,1,0,258.38,0.0,258.38,0.0,258.38,0.0,258.38,172.82,85.56
7864,3145,2,20241006,4194,147,3,0,156.38,0.1,469.14,46.914,422.226,0.0,422.226,253.35000000000002,168.87599999999998
7865,3145,3,20241006,4194,175,1,0,110.04,0.05,110.04,5.502000000000001,104.53800000000001,0.0,104.53800000000001,97.14,7.39800000000001
7866,3146,1,20241026,32,98,3,0,248.77,0.1,746.3100000000001,74.63100000000001,671.6790000000001,0.0,671.6790000000001,478.40999999999997,193.26900000000012
7867,3146,2,20241026,32,92,2,0,146.61,0.05,293.22,14.661000000000001,278.559,0.0,278.559,150.16,128.39900000000003
7868,3146,3,20241026,32,38,2,0,177.24,0.0,354.48,0.0,354.48,0.0,354.48,236.12,118.36000000000001
7869,3147,1,20240630,946,97,1,0,169.34,0.05,169.34,8.467,160.873,0.0,160.873,137.53,23.34299999999999
7870,3148,1,20240725,3763,41,2,0,219.23,0.0,438.46,0.0,438.46,0.0,438.46,369.18,69.27999999999997
7871,3148,2,20240725,3763,85,2,0,59.82,0.0,119.64,0.0,119.64,0.0,119.64,85.32,34.32000000000001
7872,3149,1,20240416,4672,4,1,0,245.23,0.0,245.23,0.0,245.23,0.0,245.23,132.88,112.35
7873,3149,2,20240416,4672,126,2,0,193.8,0.0,387.6,0.0,387.6,0.0,387.6,195.56,192.04000000000002
7874,3149,3,20240416,4672,10,2,0,318.34,0.0,636.68,0.0,636.68,0.0,636.68,375.26,261.41999999999996
7875,3149,4,20240416,4672,76,2,0,79.6,0.1,159.2,15.92,143.28,0.0,143.28,105.54,37.739999999999995
7876,3150,1,20250211,631,128,1,0,149.67,0.1,149.67,14.966999999999999,134.70299999999997,0.0,134.70299999999997,107.78,26.922999999999973
7877,3151,1,20240416,3571,108,1,0,21.39,0.0,21.39,0.0,21.39,0.0,21.39,15.56,5.83
7878,3152,1,20250511,515,173,2,0,267.51,0.15,535.02,80.253,454.767,0.0,454.767,325.08,129.687
7879,3152,2,20250511,515,100,2,0,34.97,0.15,69.94,10.491,59.449,0.0,59.449,53.44,6.009
7880,3153,1,20240706,3915,36,2,0,309.46,0.05,618.92,30.945999999999998,587.9739999999999,0.0,587.9739999999999,350.48,237.49399999999991
7881,3153,2,20240706,3915,17,2,0,36.1,0.1,72.2,7.220000000000001,64.98,0.0,64.98,59.42,5.560000000000002
7882,3153,3,20240706,3915,158,3,0,168.8,0.1,506.40000000000003,50.64000000000001,455.76000000000005,0.0,455.76000000000005,358.46999999999997,97.29000000000008
7883,3153,4,20240706,3915,51,3,0,244.59,0.1,733.77,73.377,660.393,0.0,660.393,438.75,221.64300000000003
7884,3154,1,20250216,4482,95,3,0,233.74,0.0,701.22,0.0,701.22,0.0,701.22,400.71,300.51000000000005
7885,3155,1,20250126,2296,75,1,0,134.3,0.0,134.3,0.0,134.3,0.0,134.3,87.68,46.620000000000005
7886,3155,2,20250126,2296,94,2,0,156.07,0.0,312.14,0.0,312.14,0.0,312.14,193.94,118.19999999999999
7887,3155,3,20250126,2296,32,3,0,217.07,0.05,651.21,32.560500000000005,618.6495,0.0,618.6495,537.27,81.37950000000001
7888,3155,4,20250126,2296,92,2,0,143.67,0.05,287.34,14.366999999999999,272.97299999999996,0.0,272.97299999999996,150.16,122.81299999999996
7889,3156,1,20250407,504,18,1,0,13.99,0.0,13.99,0.0,13.99,0.0,13.99,7.15,6.84
7890,3157,1,20250707,1004,39,1,0,98.11,0.0,98.11,0.0,98.11,0.0,98.11,47.76,50.35
7891,3158,1,20250213,2536,94,2,0,174.8,0.0,349.6,0.0,349.6,0.0,349.6,193.94,155.66000000000003
7892,3158,2,20250213,2536,94,3,0,175.54,0.0,526.62,0.0,526.62,0.0,526.62,290.90999999999997,235.71000000000004
7893,3158,3,20250213,2536,32,3,1,217.84,0.05,653.52,32.676,620.8439999999999,206.948,413.89599999999996,537.27,-123.37400000000002
7894,3158,4,20250213,2536,56,2,0,68.74,0.0,137.48,0.0,137.48,0.0,137.48,126.8,10.679999999999993
7895,3159,1,20250914,3996,18,1,0,13.89,0.0,13.89,0.0,13.89,0.0,13.89,7.15,6.74
7896,3159,2,20250914,3996,141,3,0,264.18,0.05,792.54,39.627,752.913,0.0,752.913,523.26,229.65300000000002
7897,3159,3,20250914,3996,156,1,0,302.47,0.0,302.47,0.0,302.47,0.0,302.47,185.44,117.03000000000003
7898,3159,4,20250914,3996,63,1,0,241.36,0.0,241.36,0.0,241.36,0.0,241.36,193.45,47.910000000000025
7899,3160,1,20240708,2598,13,1,0,93.15,0.1,93.15,9.315000000000001,83.83500000000001,0.0,83.83500000000001,63.05,20.78500000000001
7900,3160,2,20240708,2598,61,3,0,116.31,0.0,348.93,0.0,348.93,0.0,348.93,194.34,154.59
7901,3160,3,20240708,2598,121,2,0,261.38,0.0,522.76,0.0,522.76,0.0,522.76,398.54,124.21999999999997
7902,3160,4,20240708,2598,163,2,0,205.79,0.0,411.58,0.0,411.58,0.0,411.58,212.26,199.32
7903,3161,1,20250702,2388,76,2,0,83.58,0.1,167.16,16.716,150.444,0.0,150.444,105.54,44.90399999999998
7904,3161,2,20250702,2388,131,2,0,237.31,0.0,474.62,0.0,474.62,0.0,474.62,346.24,128.38
7905,3162,1,20240907,3002,133,1,0,201.66,0.0,201.66,0.0,201.66,0.0,201.66,116.79,84.86999999999999
7906,3162,2,20240907,3002,167,1,0,151.48,0.1,151.48,15.148,136.332,0.0,136.332,83.13,53.202
7907,3163,1,20250403,4838,86,1,0,147.98,0.1,147.98,14.798,133.182,0.0,133.182,80.63,52.55199999999999
7908,3163,2,20250403,4838,167,2,0,139.41,0.0,278.82,0.0,278.82,0.0,278.82,166.26,112.56
7909,3163,3,20250403,4838,34,2,0,81.15,0.0,162.3,0.0,162.3,0.0,162.3,95.78,66.52000000000001
7910,3163,4,20250403,4838,77,3,0,207.51,0.1,622.53,62.253,560.2769999999999,0.0,560.2769999999999,336.24,224.03699999999992
7911,3164,1,20241225,3948,141,3,0,239.56,0.0,718.6800000000001,0.0,718.6800000000001,0.0,718.6800000000001,523.26,195.42000000000007
7912,3164,2,20241225,3948,97,1,0,174.56,0.0,174.56,0.0,174.56,0.0,174.56,137.53,37.03
7913,3164,3,20241225,3948,151,3,0,183.56,0.0,550.6800000000001,0.0,550.6800000000001,0.0,550.6800000000001,268.68,282.00000000000006
7914,3164,4,20241225,3948,76,2,0,84.15,0.1,168.3,16.830000000000002,151.47,0.0,151.47,105.54,45.92999999999999
7915,3165,1,20251024,767,20,1,0,170.72,0.0,170.72,0.0,170.72,0.0,170.72,99.3,71.42
7916,3165,2,20251024,767,44,2,0,243.22,0.0,486.44,0.0,486.44,0.0,486.44,283.64,202.8
7917,3166,1,20240716,983,120,3,0,94.15,0.0,282.45000000000005,0.0,282.45000000000005,0.0,282.45000000000005,180.48,101.97000000000006
7918,3166,2,20240716,983,79,3,1,39.31,0.0,117.93,0.0,117.93,39.31,78.62,92.28,-13.659999999999997
7919,3167,1,20250114,1778,146,1,0,212.87,0.0,212.87,0.0,212.87,0.0,212.87,112.13,100.74000000000001
7920,3168,1,20240430,1356,118,1,0,47.37,0.0,47.37,0.0,47.37,0.0,47.37,26.73,20.639999999999997
7921,3168,2,20240430,1356,127,1,0,64.12,0.1,64.12,6.412000000000001,57.708000000000006,0.0,57.708000000000006,43.54,14.168000000000006
7922,3169,1,20250407,3678,117,1,0,92.24,0.05,92.24,4.612,87.628,0.0,87.628,56.49,31.137999999999998
7923,3169,2,20250407,3678,138,2,0,38.16,0.05,76.32,3.816,72.50399999999999,0.0,72.50399999999999,60.18,12.323999999999991
7924,3170,1,20240127,4962,62,3,0,150.06,0.05,450.18,22.509,427.671,0.0,427.671,234.89999999999998,192.77100000000002
7925,3170,2,20240127,4962,179,1,0,206.41,0.0,206.41,0.0,206.41,0.0,206.41,154.73,51.68000000000001
7926,3170,3,20240127,4962,65,3,0,106.05,0.0,318.15,0.0,318.15,0.0,318.15,185.52,132.62999999999997
7927,3170,4,20240127,4962,59,3,0,315.13,0.0,945.39,0.0,945.39,0.0,945.39,559.4399999999999,385.95000000000005
7931,3172,1,20240108,4452,134,2,0,101.19,0.0,202.38,0.0,202.38,0.0,202.38,165.1,37.28
7932,3172,2,20240108,4452,18,2,0,13.2,0.05,26.4,1.32,25.08,0.0,25.08,14.3,10.779999999999998
7933,3173,1,20240826,2167,53,1,0,231.3,0.0,231.3,0.0,231.3,0.0,231.3,153.71,77.59
7934,3174,1,20241219,3441,75,1,0,151.15,0.0,151.15,0.0,151.15,0.0,151.15,87.68,63.47
7935,3174,2,20241219,3441,28,3,0,186.6,0.0,559.8,0.0,559.8,0.0,559.8,300.29999999999995,259.5
7936,3174,3,20241219,3441,174,1,0,250.51,0.0,250.51,0.0,250.51,0.0,250.51,161.44,89.07
7937,3174,4,20241219,3441,15,1,0,170.42,0.1,170.42,17.041999999999998,153.378,0.0,153.378,110.81,42.567999999999984
7938,3175,1,20240830,3509,63,2,0,229.55,0.0,459.1,0.0,459.1,0.0,459.1,386.9,72.20000000000005
7939,3176,1,20241008,1469,48,2,0,157.46,0.0,314.92,0.0,314.92,0.0,314.92,280.48,34.44
7940,3177,1,20240418,3667,71,1,0,72.37,0.0,72.37,0.0,72.37,0.0,72.37,41.1,31.270000000000003
7941,3177,2,20240418,3667,83,1,0,137.61,0.1,137.61,13.761000000000003,123.84900000000002,0.0,123.84900000000002,107.57,16.279000000000025
7942,3177,3,20240418,3667,42,1,0,228.15,0.05,228.15,11.4075,216.7425,0.0,216.7425,127.63,89.11250000000001
7943,3177,4,20240418,3667,47,1,0,199.01,0.0,199.01,0.0,199.01,0.0,199.01,115.18,83.82999999999998
7944,3178,1,20250605,2677,101,1,0,265.06,0.1,265.06,26.506,238.554,0.0,238.554,156.29,82.26400000000001
7945,3179,1,20250804,2887,69,3,0,315.75,0.0,947.25,0.0,947.25,0.0,947.25,590.55,356.70000000000005
7946,3179,2,20250804,2887,66,1,0,253.67,0.0,253.67,0.0,253.67,0.0,253.67,140.82,112.85
7947,3180,1,20241127,1261,69,2,0,339.11,0.05,678.22,33.911,644.309,0.0,644.309,393.7,250.60899999999998
7948,3180,2,20241127,1261,56,3,0,70.43,0.0,211.29000000000002,0.0,211.29000000000002,0.0,211.29000000000002,190.2,21.090000000000032
7949,3180,3,20241127,1261,33,3,1,124.42,0.0,373.26,0.0,373.26,124.42,248.83999999999997,200.96999999999997,47.870000000000005
7950,3180,4,20241127,1261,54,2,0,203.49,0.0,406.98,0.0,406.98,0.0,406.98,314.76,92.22000000000003
7951,3181,1,20240210,1596,85,2,0,64.06,0.0,128.12,0.0,128.12,0.0,128.12,85.32,42.80000000000001
7952,3182,1,20240215,4290,114,1,0,119.02,0.05,119.02,5.9510000000000005,113.06899999999999,0.0,113.06899999999999,65.39,47.67899999999999
7953,3182,2,20240215,4290,17,2,0,36.97,0.05,73.94,3.697,70.243,0.0,70.243,59.42,10.822999999999993
7954,3183,1,20250507,3094,88,1,0,227.87,0.05,227.87,11.393500000000001,216.47650000000002,0.0,216.47650000000002,122.81,93.66650000000001
7955,3183,2,20250507,3094,36,2,0,266.61,0.05,533.22,26.661,506.559,0.0,506.559,350.48,156.079
7956,3183,3,20250507,3094,77,3,0,191.63,0.0,574.89,0.0,574.89,0.0,574.89,336.24,238.64999999999998
7957,3184,1,20251109,652,113,3,0,11.48,0.0,34.44,0.0,34.44,0.0,34.44,28.5,5.939999999999998
7958,3184,2,20251109,652,6,2,0,174.4,0.0,348.8,0.0,348.8,0.0,348.8,270.18,78.62
7959,3184,3,20251109,652,166,3,0,176.62,0.0,529.86,0.0,529.86,0.0,529.86,347.82,182.04000000000002
