family_id,site_state,referral_date,referral_source,outreach_attempts,engagement_status,service_type,flexible_funds_amount,case_review_flag,follow_up_completed,outcome_status
FAM-100248,Ohio,2025-10-15,Self-referral,0,Engaged,Parent coaching,164.13,False,True,Connected to ongoing service
FAM-100688,texas,2025-06-12,Family resource center,1,Engaged,Mental health referral,56.48,False,True,Connected to ongoing service
FAM-100074,texas,2025-09-08,Community partner,2,Declined,Concrete supports,204.35,True,True,Family declined services
FAM-100493,Ill.,2025-08-09,School,3,Engaged,Child care support,627.5,False,True,Needs met
FAM-100382,Wash.,2025-12-12,Community partner,1,Declined,,0.0,False,True,Family declined services
FAM-100104,NY,2025-10-18,Community partner,4,Engaged,Mental health referral,14.62,False,True,Needs met
FAM-100114,ohio,2025-07-04,Health provider,1,Engaged,Child care support,178.27,False,False,Still active
FAM-100501,New York,2025-08-26,School,0,Engaged,Concrete supports,104.2,False,True,Needs met
FAM-100092,washington,2025-11-04,CPS hotline screened-out,3,Pending outreach,,0.0,False,False,No response after outreach
FAM-100388,Illinois,2025-11-22,Family resource center,4,Engaged,Legal aid referral,85.69,True,True,Needs met
FAM-100089,Ohio,2025-10-31,Health provider,3,Declined,,0.0,False,False,Family declined services
FAM-100425,TX,2025-03-14,Health provider,3,Engaged,Child care support,263.92,False,True,Needs met
FAM-100486,TX,2025-05-02,Community partner,4,Pending outreach,,0.0,False,True,No response after outreach
FAM-100719,OH,2025-08-07,School,3,Pending outreach,,0.0,True,False,Still active
FAM-100462,Wash.,2025-10-01,Family resource center,3,Engaged,Legal aid referral,112.95,False,True,Needs met
FAM-100467,ohio,2025-08-06,Self-referral,6,Declined,,0.0,False,True,Family declined services
FAM-100011,texas,2025-12-23,Community partner,1,Engaged,Legal aid referral,106.04,False,False,Still active
FAM-100331,TX,2025-05-16,Family resource center,1,Engaged,Parent coaching,174.69,False,True,Connected to ongoing service
FAM-100043,illinois,2025-05-10,Self-referral,2,Engaged,Benefits enrollment,32.94,False,True,Still active
FAM-100042,Texas,2025-09-13,Family resource center,2,Engaged,Legal aid referral,41.35,False,False,Still active
FAM-100167,WA,2025-03-02,Health provider,4,Engaged,Child care support,213.22,False,True,Connected to ongoing service
FAM-100738,Wash.,2025-09-27,Self-referral,2,Engaged,Child care support,510.8,False,True,Needs met
FAM-100597,IL,2025-10-12,Self-referral,3,Engaged,Benefits enrollment,15.49,False,True,Needs met
FAM-100704,NY,2025-02-17,CPS hotline screened-out,1,Engaged,Legal aid referral,50.37,False,True,Still active
FAM-100178,Wash.,2025-11-25,CPS hotline screened-out,2,Engaged,Mental health referral,199.15,False,True,Connected to ongoing service
FAM-100514,Texas,2025-12-17,CPS hotline screened-out,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100523,illinois,2025-10-29,CPS hotline screened-out,3,Engaged,Concrete supports,,False,True,Needs met
FAM-100177,IL,2025-02-28,School,1,Engaged,Housing navigation,202.73,False,True,Needs met
FAM-100537,Washington,2025-02-12,Self-referral,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100544,Ohio,2025-10-31,Community partner,3,Engaged,Benefits enrollment,76.87,False,True,Connected to ongoing service
FAM-100257,illinois,2025-02-07,Health provider,2,Engaged,Housing navigation,298.64,True,True,Needs met
FAM-100632,new york,2025-06-08,CPS hotline screened-out,3,Engaged,Concrete supports,215.12,False,True,Connected to ongoing service
FAM-100448,Texas,2025-07-10,Community partner,1,Engaged,Concrete supports,347.58,False,True,Still active
FAM-100015,Texas,2025-10-14,School,1,Engaged,Housing navigation,106.87,True,True,Needs met
FAM-100487,Texas,2025-07-13,Health provider,2,Unable to contact,Parent coaching,88.93,False,True,No response after outreach
FAM-100256,WA,2025-09-05,Community partner,3,Engaged,Concrete supports,1051.67,True,True,Still active
FAM-100470,washington,2025-09-27,Family resource center,1,Engaged,Parent coaching,120.8,False,False,Still active
FAM-100367,Washington,2025-04-26,Community partner,2,Engaged,Mental health referral,118.17,False,True,Needs met
FAM-100357,IL,2025-11-22,Self-referral,5,Unable to contact,,0.0,False,False,No response after outreach
FAM-100713,Ohio,2025-10-06,Self-referral,5,Engaged,Parent coaching,40.76,False,False,No response after outreach
FAM-100394,TX,2025-09-20,Community partner,0,Unable to contact,,0.0,False,False,No response after outreach
FAM-100668,texas,2025-12-02,School,1,Engaged,Concrete supports,479.08,False,True,Connected to ongoing service
FAM-100451,texas,2025-12-04,Family resource center,3,Engaged,Concrete supports,237.15,False,True,Connected to ongoing service
FAM-100434,washington,2025-06-08,Community partner,3,Declined,Housing navigation,222.51,True,True,Family declined services
FAM-100009,N.Y.,2025-02-04,CPS hotline screened-out,1,Engaged,Mental health referral,151.93,False,True,Connected to ongoing service
FAM-100249,Wash.,2025-01-16,CPS hotline screened-out,1,Engaged,Legal aid referral,62.32,False,,Needs met
FAM-100022,NY,2025-03-08,Health provider,2,Engaged,Mental health referral,266.11,False,True,Connected to ongoing service
FAM-100221,Texas,2025-06-16,Self-referral,3,Engaged,Mental health referral,129.26,True,True,Connected to ongoing service
FAM-100531,ohio,2025-03-02,Community partner,2,Engaged,Mental health referral,29.45,False,True,Needs met
FAM-100669,IL,2025-02-18,Self-referral,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100528,OH,2025-12-01,School,4,Engaged,Child care support,356.13,False,True,Needs met
FAM-100432,IL,2025-10-29,Community partner,0,Unable to contact,,0.0,False,,No response after outreach
FAM-100650,new york,2025-06-28,Self-referral,2,Engaged,Child care support,400.71,False,False,No response after outreach
FAM-100203,,2025-09-13,Self-referral,3,Engaged,Child care support,499.48,False,False,Still active
FAM-100528,OH,2025-12-01,Community partner,4,Engaged,Child care support,356.13,False,True,Needs met
FAM-100093,illinois,2025-05-22,School,5,Engaged,Concrete supports,355.4,False,True,Connected to ongoing service
FAM-100377,New York,2025-09-30,Family resource center,1,Engaged,Mental health referral,151.72,False,True,Connected to ongoing service
FAM-100622,Ill.,2025-03-02,CPS hotline screened-out,1,Pending outreach,Child care support,686.94,True,False,No response after outreach
FAM-100481,TX,2025-10-30,Community partner,0,Engaged,Legal aid referral,67.81,True,True,Needs met
FAM-100284,N.Y.,2025-06-11,School,2,Declined,Concrete supports,186.39,False,True,Family declined services
FAM-100184,OH,2025-06-30,Community partner,1,Engaged,Legal aid referral,366.76,False,False,Still active
FAM-100629,texas,2025-05-14,CPS hotline screened-out,5,Engaged,Mental health referral,51.3,False,True,Connected to ongoing service
FAM-100604,,2025-10-29,Community partner,3,Engaged,Housing navigation,163.43,False,True,Connected to ongoing service
FAM-100153,TX,2025-04-18,Community partner,2,Engaged,Benefits enrollment,103.12,False,True,Still active
FAM-100075,Ill.,2025-06-23,Self-referral,4,Engaged,,198.47,False,True,Connected to ongoing service
FAM-100445,IL,2025-08-30,Health provider,7,Engaged,Mental health referral,27.05,False,,No response after outreach
FAM-100277,texas,2025-10-13,Family resource center,5,Engaged,Concrete supports,65.18,False,True,Connected to ongoing service
FAM-100068,Ill.,2025-01-28,School,2,Engaged,Legal aid referral,149.13,False,True,Still active
FAM-100485,Texas,2025-03-26,Family resource center,2,Declined,Benefits enrollment,257.36,False,True,Family declined services
FAM-100188,texas,2025-03-29,Self-referral,1,Engaged,Mental health referral,41.7,False,False,No response after outreach
FAM-100271,Illinois,2025-01-09,Family resource center,0,Engaged,Parent coaching,57.98,False,True,Still active
FAM-100236,Texas,2025-08-31,CPS hotline screened-out,0,Declined,,0.0,False,True,Family declined services
FAM-100088,New York,2025-10-08,Health provider,4,Engaged,Parent coaching,5.23,True,True,Connected to ongoing service
FAM-100660,Texas,2025-03-06,Health provider,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100117,Texas,2025-02-21,School,1,Unable to contact,,0.0,False,False,No response after outreach
FAM-100125,texas,2025-07-26,Self-referral,0,Engaged,Benefits enrollment,19.84,False,False,No response after outreach
FAM-100639,New York,2025-12-13,School,2,Unable to contact,Mental health referral,87.84,False,False,No response after outreach
FAM-100289,NY,2025-06-22,Family resource center,3,Declined,,0.0,False,True,Family declined services
FAM-100238,washington,2025-04-23,CPS hotline screened-out,4,Unable to contact,Benefits enrollment,63.1,False,False,No response after outreach
FAM-100000,illinois,2025-02-02,School,4,Engaged,Parent coaching,52.63,False,True,Needs met
FAM-100266,texas,2025-06-13,Health provider,1,Engaged,Housing navigation,96.03,False,True,Needs met
FAM-100361,Ill.,2025-11-22,Community partner,3,Engaged,Parent coaching,88.09,False,True,Connected to ongoing service
FAM-100678,Illinois,2025-07-10,Health provider,6,Engaged,Child care support,452.34,False,True,Needs met
FAM-100442,ohio,2025-02-18,CPS hotline screened-out,1,Engaged,Concrete supports,264.22,False,True,Still active
FAM-100278,Illinois,2025-01-24,Community partner,2,Engaged,Benefits enrollment,35.72,False,True,Connected to ongoing service
FAM-100607,texas,2025-07-07,Health provider,4,Engaged,Legal aid referral,32.35,True,False,No response after outreach
FAM-100116,TX,2025-01-14,Community partner,0,Engaged,Legal aid referral,156.34,False,True,Connected to ongoing service
FAM-100228,Texas,2025-07-19,Family resource center,5,Declined,,0.0,False,False,Family declined services
FAM-100558,texas,2025-10-17,Health provider,2,Declined,Benefits enrollment,90.79,False,False,Family declined services
FAM-100521,New York,2025-02-23,Health provider,1,Declined,,0.0,True,True,Family declined services
FAM-100411,Wash.,2025-03-25,CPS hotline screened-out,2,Unable to contact,,0.0,False,False,No response after outreach
FAM-100274,Illinois,2025-06-02,CPS hotline screened-out,3,Unable to contact,,0.0,False,True,No response after outreach
FAM-100318,NY,2025-12-09,Community partner,2,Engaged,Benefits enrollment,59.41,False,True,Needs met
FAM-100535,Texas,2025-02-26,School,1,Engaged,Concrete supports,131.71,False,True,Connected to ongoing service
FAM-100144,WA,2025-12-29,Family resource center,3,Engaged,Benefits enrollment,67.51,False,True,Connected to ongoing service
FAM-100559,Texas,2025-11-07,School,2,Unable to contact,,12.87,False,False,No response after outreach
FAM-100685,Washington,2025-10-20,Self-referral,1,Declined,,0.0,False,True,Family declined services
FAM-100702,ohio,2025-03-03,Family resource center,2,Engaged,Legal aid referral,43.43,False,False,No response after outreach
FAM-100569,ohio,2025-07-28,Family resource center,3,Engaged,Housing navigation,95.9,False,True,Needs met
FAM-100369,ohio,2025-10-09,Family resource center,2,Declined,,0.0,False,False,Family declined services
FAM-100268,Illinois,2025-08-12,Self-referral,1,Declined,,0.0,False,True,Family declined services
FAM-100551,IL,2025-05-24,CPS hotline screened-out,1,Engaged,Legal aid referral,41.85,False,True,Still active
FAM-100307,Ill.,2025-07-22,CPS hotline screened-out,2,Declined,Legal aid referral,139.09,False,False,Family declined services
FAM-100310,new york,2025-09-01,Family resource center,3,Engaged,Concrete supports,767.47,True,True,Connected to ongoing service
FAM-100428,TX,2025-01-10,School,2,Unable to contact,Mental health referral,50.24,False,False,No response after outreach
FAM-100046,Illinois,2025-06-12,Health provider,4,Engaged,Concrete supports,126.34,False,True,Needs met
FAM-100349,IL,2025-03-02,Self-referral,1,Engaged,Housing navigation,230.58,False,False,No response after outreach
FAM-100371,NY,2025-08-30,Community partner,3,Engaged,Benefits enrollment,86.7,False,False,No response after outreach
FAM-100620,Ohio,2025-06-08,CPS hotline screened-out,1,Declined,Concrete supports,,False,False,Family declined services
FAM-100261,texas,2025-03-04,Family resource center,4,Unable to contact,,0.0,False,False,No response after outreach
FAM-100195,N.Y.,2025-02-01,Community partner,1,Engaged,Child care support,173.39,False,True,Needs met
FAM-100319,Wash.,2025-10-08,School,4,Pending outreach,,0.0,True,False,No response after outreach
FAM-100651,Wash.,2025-08-27,School,3,Engaged,Concrete supports,353.79,False,True,Still active
FAM-100107,Ohio,2025-08-31,CPS hotline screened-out,3,Engaged,Housing navigation,371.27,False,True,Connected to ongoing service
FAM-100059,illinois,2025-09-07,Self-referral,3,Declined,Housing navigation,864.13,False,True,Family declined services
FAM-100583,OH,2025-01-19,Family resource center,1,Unable to contact,Benefits enrollment,86.78,False,False,No response after outreach
FAM-100519,texas,2025-08-05,School,4,Declined,,0.0,False,True,Family declined services
FAM-100100,new york,2025-10-31,Health provider,1,Declined,Benefits enrollment,125.82,False,True,Family declined services
FAM-100453,Wash.,2025-01-10,Health provider,3,Engaged,Legal aid referral,35.71,False,True,Connected to ongoing service
FAM-100695,Washington,2025-04-03,Family resource center,2,Unable to contact,,0.0,False,False,No response after outreach
FAM-100567,Ill.,2025-04-02,Community partner,2,Unable to contact,Concrete supports,555.44,False,False,No response after outreach
FAM-100431,Texas,2025-09-27,School,4,Engaged,Benefits enrollment,84.91,True,False,No response after outreach
FAM-100179,IL,2025-07-02,Health provider,6,Engaged,Housing navigation,202.25,False,,Needs met
FAM-100304,N.Y.,2025-07-18,Health provider,4,Unable to contact,Concrete supports,547.94,False,False,No response after outreach
FAM-100637,Ohio,2025-04-19,CPS hotline screened-out,5,Pending outreach,Child care support,408.26,False,False,No response after outreach
FAM-100133,OH,2025-07-24,Community partner,2,Unable to contact,,0.0,False,True,No response after outreach
FAM-100745,TX,2025-05-13,Self-referral,4,Declined,,0.0,True,True,Family declined services
FAM-100149,illinois,2025-01-22,CPS hotline screened-out,2,Declined,,0.0,False,True,Family declined services
FAM-100124,ohio,2025-11-09,Self-referral,2,Engaged,Legal aid referral,77.94,False,True,Still active
FAM-100616,Texas,2025-04-02,School,2,Declined,Child care support,359.17,True,True,Family declined services
FAM-100675,Texas,2025-09-22,CPS hotline screened-out,7,Engaged,Mental health referral,50.8,True,True,Connected to ongoing service
FAM-100185,illinois,2025-06-12,School,1,Engaged,Legal aid referral,75.07,False,True,Still active
FAM-100525,Ohio,2025-04-24,Community partner,1,Engaged,Mental health referral,81.52,False,True,Needs met
FAM-100730,texas,2025-09-24,Self-referral,1,Unable to contact,Mental health referral,163.87,False,False,No response after outreach
FAM-100444,N.Y.,2025-07-05,Family resource center,1,Engaged,Parent coaching,57.26,False,True,Needs met
FAM-100746,IL,2025-07-14,Community partner,1,Engaged,Parent coaching,22.34,False,True,Connected to ongoing service
FAM-100446,Texas,2025-04-25,Self-referral,1,Engaged,Parent coaching,113.54,False,False,No response after outreach
FAM-100321,texas,2025-02-09,CPS hotline screened-out,0,Pending outreach,Child care support,343.72,False,False,No response after outreach
FAM-100353,OH,2025-06-08,Self-referral,3,Declined,,0.0,False,True,Family declined services
FAM-100715,new york,2025-10-19,Community partner,2,Pending outreach,Child care support,79.96,True,False,Still active
FAM-100142,TX,2025-04-11,Community partner,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100370,ohio,2025-05-03,Community partner,2,Engaged,Legal aid referral,43.98,False,True,Needs met
FAM-100141,New York,2025-03-20,CPS hotline screened-out,4,Unable to contact,Mental health referral,47.02,True,False,No response after outreach
FAM-100399,IL,2025-04-24,Community partner,3,Unable to contact,Concrete supports,289.75,False,True,No response after outreach
FAM-100649,Texas,2025-11-06,Community partner,1,Engaged,Legal aid referral,121.8,False,False,No response after outreach
FAM-100320,ohio,2025-04-28,Self-referral,1,Engaged,Mental health referral,110.99,False,True,Connected to ongoing service
FAM-100019,,2025-06-14,Health provider,8,Engaged,Child care support,229.11,False,False,No response after outreach
FAM-100172,Illinois,2025-10-09,Community partner,2,Declined,,0.0,False,True,Family declined services
FAM-100633,Texas,2025-05-19,Self-referral,6,Engaged,Benefits enrollment,113.95,False,True,Needs met
FAM-100312,washington,2025-02-13,CPS hotline screened-out,4,Declined,,0.0,False,True,Family declined services
FAM-100390,Illinois,2025-09-30,Health provider,1,Unable to contact,Concrete supports,457.53,False,False,No response after outreach
FAM-100721,Illinois,2025-12-06,Self-referral,2,Engaged,Child care support,373.04,False,False,Still active
FAM-100012,Washington,2025-09-26,Health provider,5,Engaged,Parent coaching,145.52,False,True,Needs met
FAM-100407,Ohio,2025-02-22,School,3,Engaged,Benefits enrollment,102.13,False,True,Connected to ongoing service
FAM-100408,texas,2025-12-08,Community partner,1,Engaged,Benefits enrollment,94.96,False,True,Connected to ongoing service
FAM-100305,Illinois,2025-02-21,Health provider,5,Pending outreach,Parent coaching,324.11,False,False,Still active
FAM-100354,ohio,2025-12-20,Self-referral,3,Engaged,Mental health referral,122.46,False,True,Needs met
FAM-100025,NY,2025-08-24,Self-referral,2,Pending outreach,,0.0,False,True,Still active
FAM-100581,texas,2025-11-01,Health provider,1,Pending outreach,Benefits enrollment,9.95,False,False,No response after outreach
FAM-100169,IL,2025-01-09,Health provider,4,Engaged,Legal aid referral,107.49,True,False,Still active
FAM-100038,Wash.,2025-04-12,Self-referral,0,Engaged,Concrete supports,199.04,False,True,Connected to ongoing service
FAM-100175,OH,2025-06-18,Health provider,3,Engaged,Parent coaching,140.85,False,True,Needs met
FAM-100245,Texas,2025-01-31,CPS hotline screened-out,1,Unable to contact,,0.0,False,True,No response after outreach
FAM-100298,TX,2025-04-14,Community partner,3,Declined,Child care support,185.67,False,True,Family declined services
FAM-100677,NY,2025-01-31,Community partner,5,Engaged,Legal aid referral,37.47,True,,No response after outreach
FAM-100416,New York,2025-12-20,School,2,Engaged,Concrete supports,582.29,False,True,Connected to ongoing service
FAM-100532,Ill.,2025-02-26,Community partner,1,Engaged,Housing navigation,140.19,False,True,Needs met
FAM-100272,Ohio,2025-02-25,Health provider,2,Declined,Housing navigation,415.14,False,True,Family declined services
FAM-100595,NY,2025-10-20,Self-referral,2,Pending outreach,,0.0,False,False,Still active
FAM-100154,,2025-06-08,Health provider,3,Engaged,Legal aid referral,79.4,True,True,Needs met
FAM-100126,Wash.,2025-01-29,Self-referral,2,Declined,Benefits enrollment,33.6,False,True,Family declined services
FAM-100623,Washington,2025-06-02,Self-referral,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100341,OH,2025-04-17,Self-referral,0,Engaged,Parent coaching,200.42,False,True,Needs met
FAM-100430,Illinois,2025-01-31,School,2,Engaged,Housing navigation,191.04,False,False,Still active
FAM-100287,IL,2025-07-28,School,2,Engaged,Housing navigation,129.97,False,True,Connected to ongoing service
FAM-100113,Ohio,2025-06-17,Self-referral,2,Engaged,Housing navigation,244.03,False,False,No response after outreach
FAM-100603,Ohio,2025-02-19,Self-referral,4,Engaged,,482.25,False,True,Still active
FAM-100173,texas,2025-09-21,Health provider,1,Unable to contact,,0.0,True,False,No response after outreach
FAM-100359,Ill.,2025-10-01,Self-referral,4,Engaged,Child care support,92.83,False,False,Still active
FAM-100306,Ill.,2025-04-21,School,1,Engaged,Benefits enrollment,86.18,False,False,No response after outreach
FAM-100057,Texas,2025-02-26,Community partner,2,Engaged,Parent coaching,19.39,False,True,Connected to ongoing service
FAM-100536,WA,2025-06-16,Health provider,2,Engaged,Legal aid referral,49.27,False,True,Still active
FAM-100222,TX,2025-09-14,CPS hotline screened-out,2,Engaged,Mental health referral,134.81,False,True,Still active
FAM-100280,N.Y.,2025-04-11,Family resource center,1,Engaged,Legal aid referral,9.75,True,True,Still active
FAM-100017,ohio,2025-02-16,Family resource center,1,Unable to contact,Parent coaching,130.4,False,False,No response after outreach
FAM-100127,Washington,2025-10-07,Community partner,5,Declined,,0.0,False,True,Family declined services
FAM-100322,texas,2025-08-13,CPS hotline screened-out,2,Engaged,Legal aid referral,165.31,False,True,Needs met
FAM-100255,Washington,2025-02-22,Community partner,1,Engaged,Mental health referral,229.15,False,True,Still active
FAM-100522,Illinois,2025-03-12,Community partner,4,Engaged,Child care support,408.6,False,True,Still active
FAM-100582,Ohio,2025-02-08,Community partner,6,Engaged,Child care support,186.51,True,True,Connected to ongoing service
FAM-100743,N.Y.,2025-04-09,Health provider,2,Engaged,Housing navigation,711.76,True,True,Connected to ongoing service
FAM-100190,TX,2025-09-07,Self-referral,4,Engaged,Housing navigation,527.99,True,True,Connected to ongoing service
FAM-100115,Texas,2025-07-27,Self-referral,2,Engaged,Legal aid referral,274.52,False,True,Needs met
FAM-100687,new york,2025-08-05,School,2,Engaged,Concrete supports,49.19,False,True,Needs met
FAM-100737,texas,2025-05-02,Self-referral,3,Engaged,Parent coaching,28.39,False,True,Needs met
FAM-100094,OH,2025-11-24,Community partner,3,Declined,Housing navigation,535.22,False,True,Family declined services
FAM-100180,Illinois,2025-12-09,Self-referral,1,Engaged,Parent coaching,74.61,False,True,Still active
FAM-100301,,2025-10-29,Self-referral,3,Engaged,Benefits enrollment,2500.0,False,True,Connected to ongoing service
FAM-100588,Illinois,2025-11-02,Health provider,4,Unable to contact,,0.0,True,False,No response after outreach
FAM-100652,N.Y.,2025-03-15,School,2,Engaged,Mental health referral,63.09,False,False,Still active
FAM-100545,Ill.,2025-01-20,Community partner,4,Unable to contact,,0.0,False,False,No response after outreach
FAM-100542,illinois,2025-03-13,CPS hotline screened-out,2,Engaged,Child care support,337.06,False,True,Needs met
FAM-100734,illinois,2025-02-30,Self-referral,3,Declined,Concrete supports,202.27,False,True,Family declined services
FAM-100526,new york,2025-12-04,Health provider,1,Declined,,0.0,False,True,Family declined services
FAM-100005,ohio,2025-11-10,School,2,Pending outreach,Housing navigation,54.78,False,False,No response after outreach
FAM-100736,ohio,2025-09-24,CPS hotline screened-out,3,Engaged,Mental health referral,20.0,False,True,Connected to ongoing service
FAM-100045,texas,2025-12-21,Health provider,1,Engaged,Mental health referral,149.14,False,True,Needs met
FAM-100701,OH,2025-08-13,CPS hotline screened-out,1,Declined,Mental health referral,71.3,False,True,Family declined services
FAM-100711,TX,2025-07-10,School,1,Engaged,Housing navigation,930.8,False,False,Still active
FAM-100589,Wash.,2025-11-04,Family resource center,1,Engaged,Concrete supports,489.61,True,True,Needs met
FAM-100171,N.Y.,2025-02-02,Family resource center,1,Engaged,Housing navigation,625.89,False,True,Needs met
FAM-100016,illinois,2025-07-07,CPS hotline screened-out,2,Engaged,Housing navigation,466.91,True,False,Still active
FAM-100048,Illinois,2025-09-05,Self-referral,2,Engaged,Concrete supports,346.65,False,True,Connected to ongoing service
FAM-100749,OH,2025-02-27,Self-referral,2,Engaged,Child care support,111.02,False,True,Still active
FAM-100710,texas,2025-09-05,Self-referral,2,Engaged,Housing navigation,144.27,False,True,Connected to ongoing service
FAM-100003,new york,2025-06-10,School,2,Engaged,Housing navigation,177.61,False,True,Needs met
FAM-100707,WA,2025-07-28,Health provider,1,Engaged,Parent coaching,29.69,False,False,No response after outreach
FAM-100548,ohio,2025-07-08,Family resource center,2,Engaged,Legal aid referral,244.57,False,False,Still active
FAM-100316,Wash.,2025-09-24,Self-referral,2,Engaged,Legal aid referral,37.04,False,False,Still active
FAM-100655,ohio,2025-07-14,School,1,Engaged,Benefits enrollment,3750.0,True,,Needs met
FAM-100480,ohio,2025-04-16,Family resource center,0,Engaged,Child care support,157.22,False,False,Still active
FAM-100447,NY,2025-12-15,CPS hotline screened-out,1,Unable to contact,,0.0,False,True,No response after outreach
FAM-100714,ohio,2025-12-02,CPS hotline screened-out,1,Declined,,0.0,False,True,Family declined services
FAM-100283,Texas,2025-06-29,CPS hotline screened-out,1,Engaged,Parent coaching,12.69,False,True,Needs met
FAM-100096,Ohio,2025-03-29,Health provider,2,Unable to contact,,0.0,False,False,No response after outreach
FAM-100285,N.Y.,2025-12-09,Health provider,6,Engaged,Mental health referral,87.0,True,True,Connected to ongoing service
FAM-100680,Texas,2025-09-22,CPS hotline screened-out,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100225,OH,2025-04-22,Community partner,1,Engaged,Benefits enrollment,54.79,False,False,No response after outreach
FAM-100026,Washington,2025-05-27,CPS hotline screened-out,3,Engaged,Legal aid referral,81.7,False,True,Still active
FAM-100654,new york,2025-07-21,CPS hotline screened-out,1,Engaged,Mental health referral,74.46,True,True,Needs met
FAM-100263,texas,2025-12-04,Family resource center,4,Engaged,Concrete supports,179.31,False,False,Still active
FAM-100437,washington,2025-12-05,Health provider,2,Engaged,Parent coaching,2500.0,False,True,Needs met
FAM-100050,Texas,2025-10-05,Health provider,0,Engaged,Housing navigation,523.18,False,True,Needs met
FAM-100364,New York,2025-02-12,Family resource center,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100229,Washington,2025-03-06,School,4,Engaged,Concrete supports,219.49,False,True,Needs met
FAM-100037,Ill.,2025-10-30,Health provider,2,Declined,,0.0,False,True,Family declined services
FAM-100157,new york,2025-07-23,Family resource center,1,Pending outreach,Parent coaching,43.88,False,False,Still active
FAM-100237,Washington,2025-06-07,CPS hotline screened-out,3,Engaged,Mental health referral,35.44,True,True,Still active
FAM-100744,Wash.,2025-10-18,Health provider,1,Engaged,Housing navigation,663.87,False,True,Connected to ongoing service
FAM-100374,Wash.,2025-11-20,School,1,Declined,,0.0,False,True,Family declined services
FAM-100469,Illinois,2025-12-07,Health provider,4,Engaged,Parent coaching,78.88,True,True,Needs met
FAM-100746,IL,2025-07-14,School,1,Engaged,,22.34,False,True,Connected to ongoing service
FAM-100680,Texas,2025-09-22,Community partner,1,Pending outreach,,0.0,False,False,No response after outreach
FAM-100576,NY,2025-12-04,School,3,Engaged,Legal aid referral,102.17,True,True,Needs met
FAM-100194,OH,2025-12-17,School,2,Engaged,Mental health referral,142.66,False,True,Connected to ongoing service
FAM-100155,texas,2025-08-30,Community partner,0,Pending outreach,Legal aid referral,94.58,False,False,Still active
FAM-100671,Ill.,2025-08-13,Self-referral,0,Engaged,Concrete supports,254.8,False,True,Connected to ongoing service
FAM-100503,TX,2025-11-13,Family resource center,3,Pending outreach,,0.0,False,False,No response after outreach
FAM-100748,IL,2025-04-25,Self-referral,2,Pending outreach,,0.0,False,False,Still active
FAM-100648,ohio,2025-12-17,School,3,Engaged,Housing navigation,310.98,False,False,Still active
FAM-100747,WA,2025-04-25,School,3,Unable to contact,Parent coaching,67.15,False,True,No response after outreach
FAM-100162,Ill.,2025-05-30,Self-referral,2,Engaged,Child care support,312.49,False,True,Connected to ongoing service
FAM-100557,NY,2025-11-16,Community partner,5,Declined,Parent coaching,65.83,True,False,Family declined services
FAM-100152,washington,2025-12-01,Health provider,0,Declined,,0.0,False,True,Family declined services
FAM-100541,Illinois,2025-01-21,School,1,Engaged,Parent coaching,68.49,False,True,Connected to ongoing service
FAM-100627,Ill.,2025-05-15,Community partner,4,Unable to contact,,0.0,False,False,No response after outreach
FAM-100596,Ill.,2025-07-31,CPS hotline screened-out,0,Engaged,Benefits enrollment,62.01,False,True,Still active
FAM-100111,ohio,2025-10-12,Health provider,1,Unable to contact,,0.0,False,True,No response after outreach
FAM-100226,TX,2025-10-23,Health provider,2,Unable to contact,,0.0,False,True,No response after outreach
FAM-100547,TX,2025-08-04,Family resource center,2,Declined,Child care support,259.6,True,True,Family declined services
FAM-100103,TX,2025-01-03,Health provider,3,Pending outreach,,0.0,True,False,No response after outreach
FAM-100421,Ill.,2025-09-11,School,3,Engaged,Legal aid referral,5000.0,False,True,Connected to ongoing service
FAM-100419,Ill.,2025-07-04,School,2,Declined,Concrete supports,426.6,False,False,Family declined services
FAM-100119,Texas,2025-02-11,Self-referral,2,Engaged,Legal aid referral,53.61,False,True,Connected to ongoing service
FAM-100053,Ill.,2025-06-20,Family resource center,0,Engaged,Legal aid referral,50.09,False,True,Still active
FAM-100151,washington,2025-04-13,Family resource center,3,Unable to contact,,0.0,False,False,No response after outreach
FAM-100403,TX,2025-12-21,CPS hotline screened-out,2,Engaged,Housing navigation,173.09,False,True,Still active
FAM-100729,IL,2025-08-29,Community partner,1,Engaged,Mental health referral,140.76,True,False,Still active
FAM-100207,Ill.,2025-12-20,Community partner,2,Pending outreach,Child care support,124.76,False,False,Still active
FAM-100656,TX,2025-10-07,Health provider,1,Pending outreach,,0.0,False,,No response after outreach
FAM-100602,New York,2025-09-27,Self-referral,3,Engaged,Parent coaching,45.19,False,False,No response after outreach
FAM-100008,Ohio,2025-03-15,Community partner,1,Engaged,Housing navigation,229.81,False,True,Needs met
FAM-100631,Washington,2025-04-30,CPS hotline screened-out,2,Engaged,Housing navigation,701.98,True,True,Connected to ongoing service
