family_id,site_state,referral_date,referral_source,outreach_attempts,engagement_status,service_type,flexible_funds_amount,case_review_flag,follow_up_completed,outcome_status,site_state_original,referral_date_raw,flexible_funds_amount_raw,fund_amount_capped_flag,engagement_status_valid,outcome_status_valid,duplicate_family_id_flag
FAM-100183,Ohio,2025-09-12,School,2,Engaged,Benefits enrollment,24.83,False,False,Still active,Ohio,2025-09-12,24.83,False,True,True,False
FAM-100184,Ohio,2025-06-30,Community partner,1,Engaged,Legal aid referral,366.76,False,False,Still active,OH,2025-06-30,366.76,False,True,True,False
FAM-100185,Illinois,2025-06-12,School,1,Engaged,Legal aid referral,75.07,False,True,Still active,illinois,2025-06-12,75.07,False,True,True,False
FAM-100186,New York,2025-03-02,Community partner,1,Engaged,Concrete supports,684.74,False,True,Connected to ongoing service,new york,2025-03-02,684.74,False,True,True,False
FAM-100187,Washington,2025-05-20,Self-referral,2,Engaged,Legal aid referral,57.29,False,True,Still active,washington,2025-05-20,57.29,False,True,True,False
FAM-100188,Texas,2025-03-29,Self-referral,1,Engaged,Mental health referral,41.7,False,False,No response after outreach,texas,2025-03-29,41.7,False,True,True,False
FAM-100189,Texas,2025-04-21,School,0,Unable to contact,Benefits enrollment,131.35,False,False,No response after outreach,Texas,2025-04-21,131.35,False,True,True,False
FAM-100190,Texas,2025-09-07,Self-referral,4,Engaged,Housing navigation,527.99,True,True,Connected to ongoing service,TX,2025-09-07,527.99,False,True,True,False
FAM-100191,Texas,2025-08-19,CPS hotline screened-out,3,Pending outreach,No service recorded,0.0,False,False,Still active,Texas,2025-08-19,0.0,False,True,True,False
FAM-100192,Illinois,2025-08-10,CPS hotline screened-out,5,Engaged,Legal aid referral,189.75,False,True,Still active,Illinois,2025-08-10,189.75,False,True,True,False
FAM-100193,New York,2025-05-13,Community partner,1,Engaged,Legal aid referral,66.67,False,True,Connected to ongoing service,New York,2025-05-13,66.67,False,True,True,False
FAM-100194,Ohio,2025-12-17,School,2,Engaged,Mental health referral,142.66,False,True,Connected to ongoing service,OH,2025-12-17,142.66,False,True,True,False
FAM-100195,New York,2025-02-01,Community partner,1,Engaged,Child care support,173.39,False,True,Needs met,N.Y.,2025-02-01,173.39,False,True,True,False
FAM-100196,Washington,2025-05-06,Health provider,4,Engaged,Housing navigation,280.25,True,True,Connected to ongoing service,Wash.,2025-05-06,280.25,False,True,True,False
FAM-100197,Ohio,2025-02-13,Self-referral,2,Declined,No service recorded,0.0,False,True,Family declined services,OH,2025-02-13,0.0,False,True,True,False
FAM-100198,Texas,2025-05-04,School,2,Engaged,Housing navigation,214.21,False,False,No response after outreach,texas,2025-05-04,214.21,False,True,True,False
FAM-100199,Washington,2025-12-18,School,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Washington,2025-12-18,0.0,False,True,True,False
FAM-100200,Ohio,2025-05-14,CPS hotline screened-out,2,Engaged,Benefits enrollment,52.25,False,False,No response after outreach,ohio,2025-05-14,52.25,False,True,True,False
FAM-100201,Washington,2025-11-28,Community partner,2,Engaged,Legal aid referral,87.82,False,True,Connected to ongoing service,Wash.,2025-11-28,87.82,False,True,True,False
FAM-100202,Ohio,2025-06-30,Self-referral,1,Engaged,Concrete supports,104.46,False,True,Still active,Ohio,2025-06-30,104.46,False,True,True,False
FAM-100203,Unknown,2025-09-13,Self-referral,3,Engaged,Child care support,499.48,False,False,Still active,,2025-09-13,499.48,False,True,True,False
FAM-100204,New York,2025-06-16,CPS hotline screened-out,4,Engaged,Mental health referral,52.46,False,True,Connected to ongoing service,N.Y.,2025-06-16,52.46,False,True,True,False
FAM-100205,Ohio,2025-04-08,CPS hotline screened-out,1,Pending outreach,No service recorded,162.99,False,False,No response after outreach,OH,2025-04-08,162.99,False,True,True,False
FAM-100206,Ohio,2025-10-06,Self-referral,4,Unable to contact,No service recorded,0.0,False,True,No response after outreach,ohio,2025-10-06,0.0,False,True,True,False
FAM-100207,Illinois,2025-12-20,Community partner,2,Pending outreach,Child care support,124.76,False,False,Still active,Ill.,2025-12-20,124.76,False,True,True,False
FAM-100208,New York,2025-04-07,Health provider,2,Engaged,Housing navigation,190.04,False,False,Still active,NY,2025-04-07,190.04,False,True,True,False
FAM-100209,Washington,2025-10-12,Self-referral,2,Declined,No service recorded,0.0,False,True,Family declined services,Washington,2025-10-12,0.0,False,True,True,False
FAM-100210,Texas,2025-04-06,Self-referral,2,Engaged,Concrete supports,104.15,False,True,Connected to ongoing service,TX,2025-04-06,104.15,False,True,True,False
FAM-100211,Illinois,2025-09-19,Health provider,1,Unable to contact,No service recorded,0.0,False,True,No response after outreach,Illinois,2025-09-19,0.0,False,True,True,False
FAM-100212,New York,2025-10-15,School,3,Pending outreach,Child care support,0.0,False,False,No response after outreach,NY,2025-10-15,,False,True,True,False
FAM-100213,Illinois,2025-06-14,Self-referral,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,illinois,2025-06-14,0.0,False,True,True,False
FAM-100214,Illinois,2025-09-26,Self-referral,3,Pending outreach,No service recorded,0.0,False,False,No response after outreach,IL,2025-09-26,0.0,False,True,True,False
FAM-100215,Washington,2025-04-10,Family resource center,3,Unable to contact,Mental health referral,35.13,False,False,No response after outreach,Washington,2025-04-10,35.13,False,True,True,False
FAM-100216,Ohio,2025-01-29,Health provider,2,Engaged,Housing navigation,126.43,False,True,Connected to ongoing service,Ohio,2025-01-29,126.43,False,True,True,False
FAM-100217,New York,2025-02-05,Family resource center,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,new york,2025-02-05,0.0,False,True,True,False
FAM-100218,Texas,2025-06-13,Self-referral,1,Engaged,Legal aid referral,24.2,False,True,Needs met,Texas,2025-06-13,24.2,False,True,True,False
FAM-100219,Illinois,2025-11-26,CPS hotline screened-out,0,Pending outreach,No service recorded,0.0,False,False,Still active,Illinois,2025-11-26,0.0,False,True,True,False
FAM-100220,New York,2025-02-16,Community partner,3,Declined,Housing navigation,266.49,True,True,Family declined services,N.Y.,2025-02-16,266.49,False,True,True,False
FAM-100221,Texas,2025-06-16,Self-referral,3,Engaged,Mental health referral,129.26,True,True,Connected to ongoing service,Texas,2025-06-16,129.26,False,True,True,False
FAM-100222,Texas,2025-09-14,CPS hotline screened-out,2,Engaged,Mental health referral,134.81,False,True,Still active,TX,2025-09-14,134.81,False,True,True,False
FAM-100223,Washington,2025-03-15,Self-referral,1,Engaged,Housing navigation,52.96,False,True,Needs met,Washington,2025-03-15,52.96,False,True,True,False
FAM-100224,Texas,2025-09-21,School,1,Engaged,Concrete supports,213.17,False,True,Needs met,Texas,2025-09-21,213.17,False,True,True,False
FAM-100225,Ohio,2025-04-22,Community partner,1,Engaged,Benefits enrollment,54.79,False,False,No response after outreach,OH,2025-04-22,54.79,False,True,True,False
FAM-100226,Texas,2025-10-23,Health provider,2,Unable to contact,No service recorded,0.0,False,True,No response after outreach,TX,2025-10-23,0.0,False,True,True,False
FAM-100227,Washington,2025-07-31,Family resource center,3,Engaged,Parent coaching,223.28,False,True,Needs met,Washington,2025-07-31,223.28,False,True,True,False
FAM-100228,Texas,2025-07-19,Family resource center,5,Declined,No service recorded,0.0,False,False,Family declined services,Texas,2025-07-19,0.0,False,True,True,False
FAM-100229,Washington,2025-03-06,School,4,Engaged,Concrete supports,219.49,False,True,Needs met,Washington,2025-03-06,219.49,False,True,True,False
FAM-100230,Texas,2025-06-19,CPS hotline screened-out,1,Engaged,Mental health referral,73.73,False,False,Still active,TX,2025-06-19,73.73,False,True,True,False
FAM-100231,Washington,2025-11-09,Family resource center,5,Engaged,Benefits enrollment,15.09,True,True,Needs met,Wash.,2025-11-09,15.09,False,True,True,False
FAM-100232,Illinois,2025-01-08,Family resource center,3,Pending outreach,Benefits enrollment,34.13,False,False,No response after outreach,Illinois,2025-01-08,34.13,False,True,True,False
FAM-100233,Texas,2025-10-04,Health provider,3,Engaged,Benefits enrollment,13.86,False,True,Connected to ongoing service,Texas,2025-10-04,13.86,False,True,True,False
FAM-100234,Ohio,2025-06-29,Health provider,1,Engaged,Parent coaching,84.24,True,True,Needs met,OH,2025-06-29,84.24,False,True,True,False
FAM-100235,Ohio,2025-09-20,Health provider,2,Engaged,Mental health referral,228.67,False,True,Connected to ongoing service,OH,2025-09-20,228.67,False,True,True,False
FAM-100236,Texas,2025-08-31,CPS hotline screened-out,0,Declined,No service recorded,0.0,False,True,Family declined services,Texas,2025-08-31,0.0,False,True,True,False
FAM-100237,Washington,2025-06-07,CPS hotline screened-out,3,Engaged,Mental health referral,35.44,True,True,Still active,Washington,2025-06-07,35.44,False,True,True,False
FAM-100238,Washington,2025-04-23,CPS hotline screened-out,4,Unable to contact,Benefits enrollment,63.1,False,False,No response after outreach,washington,2025-04-23,63.1,False,True,True,False
FAM-100239,New York,2025-08-17,Family resource center,0,Unable to contact,No service recorded,0.0,False,False,No response after outreach,NY,2025-08-17,0.0,False,True,True,False
FAM-100241,Texas,2025-08-02,Health provider,0,Engaged,Concrete supports,127.1,False,False,Still active,Texas,2025-08-02,127.1,False,True,True,False
FAM-100242,New York,2025-02-04,School,5,Engaged,Legal aid referral,42.88,False,True,Needs met,N.Y.,2025-02-04,42.88,False,True,True,False
FAM-100243,Illinois,2025-08-26,CPS hotline screened-out,2,Engaged,Mental health referral,85.81,True,True,Needs met,illinois,2025-08-26,85.81,False,True,True,False
FAM-100244,Illinois,2025-08-18,Family resource center,3,Engaged,Benefits enrollment,312.64,False,True,Still active,IL,2025-08-18,312.64,False,True,True,False
FAM-100245,Texas,2025-01-31,CPS hotline screened-out,1,Unable to contact,No service recorded,0.0,False,True,No response after outreach,Texas,2025-01-31,0.0,False,True,True,False
FAM-100246,Ohio,2025-10-04,Family resource center,2,Engaged,Benefits enrollment,220.2,False,True,Still active,ohio,2025-10-04,220.2,False,True,True,False
FAM-100247,Washington,2025-06-01,Self-referral,3,Engaged,Parent coaching,270.37,False,True,Needs met,Wash.,2025-06-01,270.37,False,True,True,False
FAM-100248,Ohio,2025-10-15,Self-referral,0,Engaged,Parent coaching,164.13,False,True,Connected to ongoing service,Ohio,2025-10-15,164.13,False,True,True,False
FAM-100249,Washington,2025-01-16,CPS hotline screened-out,1,Engaged,Legal aid referral,62.32,False,False,Needs met,Wash.,2025-01-16,62.32,False,True,True,False
FAM-100250,New York,2025-03-07,Family resource center,2,Engaged,Housing navigation,0.0,False,True,Connected to ongoing service,new york,2025-03-07,,False,True,True,False
FAM-100251,Texas,2025-06-30,Health provider,2,Unable to contact,Mental health referral,35.67,False,False,No response after outreach,Texas,2025-06-30,35.67,False,True,True,False
FAM-100252,Illinois,2025-03-10,School,3,Engaged,Parent coaching,61.38,False,True,Needs met,Ill.,2025-03-10,61.38,False,True,True,False
FAM-100253,Ohio,2025-05-01,Self-referral,3,Pending outreach,No service recorded,0.0,True,True,Still active,Ohio,2025-05-01,0.0,False,True,True,False
FAM-100254,Texas,2025-08-30,School,1,Unable to contact,Housing navigation,652.36,False,False,No response after outreach,Texas,2025-08-30,652.36,False,True,True,False
FAM-100255,Washington,2025-02-22,Community partner,1,Engaged,Mental health referral,229.15,False,True,Still active,Washington,2025-02-22,229.15,False,True,True,False
FAM-100256,Washington,2025-09-05,Community partner,3,Engaged,Concrete supports,1051.67,True,True,Still active,WA,2025-09-05,1051.67,False,True,True,False
FAM-100257,Illinois,2025-02-07,Health provider,2,Engaged,Housing navigation,298.64,True,True,Needs met,illinois,2025-02-07,298.64,False,True,True,False
FAM-100258,New York,2025-03-05,Health provider,0,Engaged,Benefits enrollment,19.82,False,False,No response after outreach,NY,2025-03-05,19.82,False,True,True,False
FAM-100259,Illinois,2025-08-03,Community partner,0,Engaged,Legal aid referral,122.38,False,True,Needs met,Illinois,2025-08-03,122.38,False,True,True,False
FAM-100260,Illinois,2025-10-17,Community partner,3,Declined,Mental health referral,315.13,False,True,Family declined services,Illinois,2025-10-17,315.13,False,True,True,False
FAM-100261,Texas,2025-03-04,Family resource center,4,Unable to contact,No service recorded,0.0,False,False,No response after outreach,texas,2025-03-04,0.0,False,True,True,False
FAM-100262,Texas,2025-04-20,Health provider,1,Engaged,Mental health referral,254.27,False,True,Needs met,texas,2025-04-20,254.27,False,True,True,False
FAM-100263,Texas,2025-12-04,Family resource center,4,Engaged,Concrete supports,179.31,False,False,Still active,texas,2025-12-04,179.31,False,True,True,False
FAM-100264,Washington,2025-12-28,Community partner,2,Engaged,Child care support,98.5,False,False,No response after outreach,Washington,2025-12-28,98.5,False,True,True,False
FAM-100265,Texas,2025-08-01,Community partner,2,Pending outreach,No service recorded,0.0,True,False,Still active,texas,2025-08-01,0.0,False,True,True,False
FAM-100266,Texas,2025-06-13,Community partner,1,Engaged,Housing navigation,96.03,False,True,Needs met,texas,2025-06-13,96.03,False,True,True,False
FAM-100267,Illinois,2025-05-07,Health provider,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,illinois,2025-05-07,0.0,False,True,True,False
FAM-100268,Illinois,2025-08-12,Self-referral,1,Declined,No service recorded,0.0,False,True,Family declined services,Illinois,2025-08-12,0.0,False,True,True,False
FAM-100269,Texas,2025-08-04,Health provider,2,Engaged,Parent coaching,1500.0,False,True,Still active,texas,2025-08-04,2500.0,True,True,True,False
FAM-100271,Illinois,2025-01-09,Family resource center,0,Engaged,Parent coaching,57.98,False,True,Still active,Illinois,2025-01-09,57.98,False,True,True,False
FAM-100272,Ohio,2025-02-25,Health provider,2,Declined,Housing navigation,415.14,False,True,Family declined services,Ohio,2025-02-25,415.14,False,True,True,False
FAM-100273,Texas,2025-12-16,School,1,Engaged,Concrete supports,200.93,False,False,Still active,TX,2025-12-16,200.93,False,True,True,False
FAM-100274,Illinois,2025-06-02,CPS hotline screened-out,3,Unable to contact,No service recorded,0.0,False,True,No response after outreach,Illinois,2025-06-02,0.0,False,True,True,False
FAM-100275,New York,2025-06-26,Health provider,3,Declined,Housing navigation,271.11,False,True,Family declined services,NY,2025-06-26,271.11,False,True,True,False
FAM-100276,Washington,2025-06-20,Health provider,1,Declined,No service recorded,0.0,False,False,Family declined services,WA,2025-06-20,0.0,False,True,True,False
FAM-100277,Texas,2025-10-13,Family resource center,5,Engaged,Concrete supports,65.18,False,True,Connected to ongoing service,texas,2025-10-13,65.18,False,True,True,False
FAM-100278,Illinois,2025-01-24,Community partner,2,Engaged,Benefits enrollment,35.72,False,True,Connected to ongoing service,Illinois,2025-01-24,35.72,False,True,True,False
FAM-100279,Washington,2025-01-31,CPS hotline screened-out,5,Unable to contact,Housing navigation,135.71,False,False,No response after outreach,washington,2025-01-31,135.71,False,True,True,False
FAM-100280,New York,2025-04-11,Family resource center,1,Engaged,Legal aid referral,9.75,True,True,Still active,N.Y.,2025-04-11,9.75,False,True,True,False
FAM-100281,Washington,2025-06-27,Health provider,1,Declined,No service recorded,0.0,False,True,Family declined services,Wash.,2025-06-27,0.0,False,True,True,False
FAM-100282,New York,2025-09-02,CPS hotline screened-out,2,Engaged,Concrete supports,197.05,False,True,Needs met,N.Y.,2025-09-02,197.05,False,True,True,False
FAM-100283,Texas,2025-06-29,CPS hotline screened-out,1,Engaged,Parent coaching,12.69,False,True,Needs met,Texas,2025-06-29,12.69,False,True,True,False
FAM-100284,New York,2025-06-11,School,2,Declined,Concrete supports,186.39,False,True,Family declined services,N.Y.,2025-06-11,186.39,False,True,True,False
FAM-100285,New York,2025-12-09,Health provider,6,Engaged,Mental health referral,87.0,True,True,Connected to ongoing service,N.Y.,2025-12-09,87.0,False,True,True,False
FAM-100286,Washington,2025-02-28,Community partner,5,Engaged,Child care support,659.59,False,True,Connected to ongoing service,WA,2025-02-28,659.59,False,True,True,False
FAM-100287,Illinois,2025-07-28,School,2,Engaged,Housing navigation,129.97,False,True,Connected to ongoing service,IL,2025-07-28,129.97,False,True,True,False
FAM-100288,Illinois,2025-07-17,Self-referral,3,Engaged,Housing navigation,280.82,False,True,Needs met,illinois,2025-07-17,280.82,False,True,True,False
FAM-100289,New York,2025-06-22,Family resource center,3,Declined,No service recorded,0.0,False,True,Family declined services,NY,2025-06-22,0.0,False,True,True,False
FAM-100290,Texas,2025-10-22,School,5,Engaged,Housing navigation,157.0,False,True,Needs met,Texas,2025-10-22,157.0,False,True,True,False
FAM-100291,Texas,2025-04-08,School,1,Engaged,Housing navigation,62.1,False,False,Still active,texas,2025-04-08,62.1,False,True,True,False
FAM-100292,Washington,2025-12-15,School,3,Engaged,Legal aid referral,236.15,False,True,Still active,Wash.,2025-12-15,236.15,False,True,True,False
FAM-100293,New York,2025-05-02,CPS hotline screened-out,2,Pending outreach,No service recorded,0.0,True,False,Still active,NY,2025-05-02,0.0,False,True,True,False
FAM-100294,New York,2025-07-18,CPS hotline screened-out,3,Engaged,Parent coaching,90.52,True,True,Connected to ongoing service,N.Y.,2025-07-18,90.52,False,True,True,False
FAM-100295,Illinois,2025-07-10,Family resource center,4,Pending outreach,Housing navigation,366.73,True,False,No response after outreach,IL,2025-07-10,366.73,False,True,True,False
FAM-100296,Ohio,2025-11-07,CPS hotline screened-out,0,Pending outreach,No service recorded,0.0,False,False,No response after outreach,ohio,2025-11-07,0.0,False,True,True,False
FAM-100297,Washington,2025-06-10,Self-referral,1,Engaged,Benefits enrollment,265.55,False,True,Needs met,washington,2025-06-10,265.55,False,True,True,False
FAM-100298,Texas,2025-04-14,Community partner,3,Declined,Child care support,185.67,False,True,Family declined services,TX,2025-04-14,185.67,False,True,True,False
FAM-100299,Texas,2025-01-08,Self-referral,1,Unable to contact,No service recorded,0.0,False,True,No response after outreach,Texas,2025-01-08,0.0,False,True,True,False
FAM-100300,New York,2025-05-13,Family resource center,4,Engaged,Benefits enrollment,18.57,False,True,Still active,new york,2025-05-13,18.57,False,True,True,False
FAM-100301,Unknown,2025-10-29,Self-referral,3,Engaged,Benefits enrollment,1500.0,False,True,Connected to ongoing service,,2025-10-29,2500.0,True,True,True,False
FAM-100302,Ohio,2025-01-04,Self-referral,4,Declined,No service recorded,0.0,False,True,Family declined services,Ohio,2025-01-04,0.0,False,True,True,False
FAM-100303,Illinois,2025-11-24,Community partner,2,Declined,Parent coaching,16.46,False,True,Family declined services,Illinois,2025-11-24,16.46,False,True,True,False
FAM-100304,New York,2025-07-18,Health provider,4,Unable to contact,Concrete supports,547.94,False,False,No response after outreach,N.Y.,2025-07-18,547.94,False,True,True,False
FAM-100305,Illinois,2025-02-21,Health provider,5,Pending outreach,Parent coaching,324.11,False,False,Still active,Illinois,2025-02-21,324.11,False,True,True,False
FAM-100306,Illinois,2025-04-21,School,1,Engaged,Benefits enrollment,86.18,False,False,No response after outreach,Ill.,2025-04-21,86.18,False,True,True,False
FAM-100307,Illinois,2025-07-22,CPS hotline screened-out,2,Declined,Legal aid referral,139.09,False,False,Family declined services,Ill.,2025-07-22,139.09,False,True,True,False
FAM-100308,Ohio,2025-04-26,Family resource center,2,Declined,No service recorded,0.0,False,True,Family declined services,Ohio,2025-04-26,0.0,False,True,True,False
FAM-100309,Texas,2025-02-09,Community partner,1,Engaged,Legal aid referral,169.62,False,True,Still active,TX,2025-02-09,169.62,False,True,True,False
FAM-100310,New York,2025-09-01,Family resource center,3,Engaged,Concrete supports,767.47,True,True,Connected to ongoing service,new york,2025-09-01,767.47,False,True,True,False
FAM-100311,Ohio,2025-09-03,Family resource center,7,Engaged,Legal aid referral,314.3,False,True,Needs met,OH,2025-09-03,314.3,False,True,True,False
FAM-100312,Washington,2025-02-13,CPS hotline screened-out,4,Declined,No service recorded,0.0,False,True,Family declined services,washington,2025-02-13,0.0,False,True,True,False
FAM-100313,Texas,2025-04-13,Self-referral,3,Engaged,Mental health referral,6.58,False,True,Needs met,TX,2025-04-13,6.58,False,True,True,False
FAM-100314,Ohio,2025-03-31,Health provider,2,Unable to contact,Parent coaching,42.23,False,True,No response after outreach,OH,2025-03-31,42.23,False,True,True,False
FAM-100315,New York,2025-08-29,Community partner,2,Engaged,Benefits enrollment,77.73,False,True,Connected to ongoing service,NY,2025-08-29,77.73,False,True,True,False
FAM-100316,Washington,2025-09-24,Self-referral,2,Engaged,Legal aid referral,37.04,False,False,Still active,Wash.,2025-09-24,37.04,False,True,True,False
FAM-100317,Illinois,2025-09-23,CPS hotline screened-out,4,Unable to contact,No service recorded,0.0,False,True,No response after outreach,illinois,2025-09-23,0.0,False,True,True,False
FAM-100318,New York,2025-12-09,Community partner,2,Engaged,Benefits enrollment,59.41,False,True,Needs met,NY,2025-12-09,59.41,False,True,True,False
FAM-100319,Washington,2025-10-08,Family resource center,4,Pending outreach,No service recorded,0.0,True,False,No response after outreach,Wash.,2025-10-08,0.0,False,True,True,False
FAM-100320,Ohio,2025-04-28,Self-referral,1,Engaged,Mental health referral,110.99,False,True,Connected to ongoing service,ohio,2025-04-28,110.99,False,True,True,False
FAM-100321,Texas,2025-02-09,CPS hotline screened-out,0,Pending outreach,Child care support,343.72,False,False,No response after outreach,texas,2025-02-09,343.72,False,True,True,False
FAM-100322,Texas,2025-08-13,CPS hotline screened-out,2,Engaged,Legal aid referral,165.31,False,True,Needs met,texas,2025-08-13,165.31,False,True,True,False
FAM-100323,Texas,2025-12-01,Community partner,5,Pending outreach,No service recorded,0.0,False,False,No response after outreach,TX,2025-12-01,0.0,False,True,True,False
FAM-100324,New York,2025-12-22,CPS hotline screened-out,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,N.Y.,2025-12-22,0.0,False,True,True,False
FAM-100325,New York,2025-03-26,Community partner,0,Engaged,Child care support,265.68,False,True,Needs met,NY,2025-03-26,265.68,False,True,True,False
FAM-100326,New York,2025-03-28,Health provider,1,Engaged,Benefits enrollment,1.98,False,True,Needs met,NY,2025-03-28,1.98,False,True,True,False
FAM-100327,Illinois,2025-01-14,CPS hotline screened-out,1,Engaged,Legal aid referral,54.72,False,True,Connected to ongoing service,IL,2025-01-14,54.72,False,True,True,False
FAM-100328,Washington,2025-02-21,Community partner,2,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Wash.,2025-02-21,0.0,False,True,True,False
FAM-100329,New York,2025-07-22,Community partner,4,Declined,No service recorded,0.0,False,True,Family declined services,new york,2025-07-22,0.0,False,True,True,False
FAM-100330,Ohio,2025-07-19,Family resource center,1,Engaged,Child care support,326.66,False,False,No response after outreach,OH,2025-07-19,326.66,False,True,True,False
FAM-100331,Texas,2025-05-16,Family resource center,1,Engaged,Parent coaching,174.69,False,True,Connected to ongoing service,TX,2025-05-16,174.69,False,True,True,False
FAM-100332,Texas,2025-04-24,Family resource center,4,Unable to contact,Mental health referral,155.43,False,False,No response after outreach,Texas,2025-04-24,155.43,False,True,True,False
FAM-100333,Ohio,2025-10-30,School,2,Engaged,Parent coaching,69.86,False,True,Connected to ongoing service,OH,2025-10-30,69.86,False,True,True,False
FAM-100334,Ohio,2025-06-17,Health provider,1,Unable to contact,No service recorded,0.0,False,False,No response after outreach,OH,2025-06-17,0.0,False,True,True,False
FAM-100335,Washington,2025-10-23,Health provider,2,Engaged,Benefits enrollment,39.41,False,True,Connected to ongoing service,washington,2025-10-23,39.41,False,True,True,False
FAM-100336,Texas,2025-12-18,Family resource center,4,Unable to contact,No service recorded,0.0,False,False,No response after outreach,TX,2025-12-18,0.0,False,True,True,False
FAM-100337,Washington,2025-04-26,Self-referral,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,WA,2025-04-26,0.0,False,True,True,False
FAM-100338,Washington,2025-03-15,Family resource center,7,Engaged,Concrete supports,248.13,False,True,Still active,Wash.,2025-03-15,248.13,False,True,True,False
FAM-100339,Texas,2025-12-14,Health provider,2,Engaged,Mental health referral,8.39,False,False,No response after outreach,TX,2025-12-14,8.39,False,True,True,False
FAM-100340,Illinois,2025-08-20,Family resource center,1,Engaged,Concrete supports,164.58,False,True,Still active,Illinois,2025-08-20,164.58,False,True,True,False
FAM-100341,Ohio,2025-04-17,Self-referral,0,Engaged,Parent coaching,200.42,False,True,Needs met,OH,2025-04-17,200.42,False,True,True,False
FAM-100342,Illinois,2025-08-15,Self-referral,4,Engaged,Legal aid referral,72.71,False,True,Needs met,illinois,2025-08-15,72.71,False,True,True,False
FAM-100343,Texas,2025-07-07,Health provider,1,Pending outreach,Benefits enrollment,105.74,True,False,Still active,Texas,2025-07-07,105.74,False,True,True,False
FAM-100344,Washington,2025-11-27,School,3,Unable to contact,No service recorded,0.0,False,True,No response after outreach,WA,2025-11-27,0.0,False,True,True,False
FAM-100345,Ohio,2025-04-04,Health provider,4,Engaged,Housing navigation,75.88,False,True,Needs met,Ohio,2025-04-04,75.88,False,True,True,False
FAM-100346,Ohio,2025-12-28,School,7,Declined,No service recorded,0.0,True,True,Family declined services,OH,2025-12-28,0.0,False,True,True,False
FAM-100347,Illinois,2025-12-08,Health provider,3,Engaged,Child care support,510.83,False,True,Connected to ongoing service,illinois,2025-12-08,510.83,False,True,True,False
FAM-100348,Washington,2025-03-07,Community partner,2,Declined,No service recorded,0.0,False,True,Family declined services,Wash.,2025-03-07,0.0,False,True,True,False
FAM-100349,Illinois,2025-03-02,Self-referral,1,Engaged,Housing navigation,230.58,False,False,No response after outreach,IL,2025-03-02,230.58,False,True,True,False
FAM-100350,Illinois,2025-07-14,Health provider,3,Unable to contact,No service recorded,0.0,False,False,No response after outreach,Ill.,2025-07-14,0.0,False,True,True,False
FAM-100351,New York,2025-01-17,Self-referral,3,Pending outreach,No service recorded,0.0,False,False,Still active,New York,2025-01-17,0.0,False,True,True,False
FAM-100352,Illinois,2025-04-20,Community partner,3,Declined,Housing navigation,328.54,False,True,Family declined services,Ill.,2025-04-20,328.54,False,True,True,False
FAM-100353,Ohio,2025-06-08,Self-referral,3,Declined,No service recorded,0.0,False,True,Family declined services,OH,2025-06-08,0.0,False,True,True,False
FAM-100354,Ohio,2025-12-20,Self-referral,3,Engaged,Mental health referral,122.46,False,True,Needs met,ohio,2025-12-20,122.46,False,True,True,False
FAM-100355,New York,2025-12-29,CPS hotline screened-out,2,Declined,Benefits enrollment,168.77,False,True,Family declined services,N.Y.,2025-12-29,168.77,False,True,True,False
FAM-100356,Illinois,2025-02-25,School,2,Engaged,Child care support,293.73,False,True,Needs met,illinois,2025-02-25,293.73,False,True,True,False
FAM-100357,Illinois,2025-11-22,Self-referral,5,Unable to contact,No service recorded,0.0,False,False,No response after outreach,IL,2025-11-22,0.0,False,True,True,False
FAM-100358,New York,2025-02-03,Family resource center,1,Engaged,Mental health referral,68.06,False,True,Needs met,new york,2025-02-03,68.06,False,True,True,False
FAM-100359,Illinois,2025-10-01,Self-referral,4,Engaged,Child care support,92.83,False,False,Still active,Ill.,2025-10-01,92.83,False,True,True,False
FAM-100360,Texas,2025-11-05,School,4,Engaged,Mental health referral,13.68,True,True,Needs met,texas,2025-11-05,13.68,False,True,True,False
FAM-100361,Illinois,2025-11-22,Community partner,3,Engaged,Parent coaching,88.09,False,True,Connected to ongoing service,Ill.,2025-11-22,88.09,False,True,True,False
FAM-100362,New York,2025-03-23,Family resource center,1,Unable to contact,No service recorded,0.0,False,True,No response after outreach,New York,2025-03-23,0.0,False,True,True,False
FAM-100363,New York,2025-11-23,Family resource center,2,Declined,No service recorded,0.0,False,True,Family declined services,new york,2025-11-23,0.0,False,True,True,False
FAM-100364,New York,2025-02-12,Family resource center,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,New York,2025-02-12,0.0,False,True,True,False
FAM-100365,Illinois,2025-07-09,Community partner,3,Engaged,Child care support,330.05,False,True,Needs met,illinois,2025-07-09,330.05,False,True,True,False
FAM-100366,Illinois,2025-06-21,School,1,Pending outreach,No service recorded,0.0,False,False,No response after outreach,Ill.,2025-06-21,0.0,False,True,True,False
FAM-100367,Washington,2025-04-26,Community partner,2,Engaged,Mental health referral,118.17,False,True,Needs met,Washington,2025-04-26,118.17,False,True,True,False
