event_id,event_ts,session_id,customer_id,product_id,event_type,page_url,channel,region
EVT000002879,2026-03-20 09:53:11,SESS00002528,CUST000213,PROD000185,product_view,/home,web,Midwest
EVT000002880,2026-01-26 11:27:53,SESS00001478,CUST000147,PROD000169,page_view,/cart,web,West
EVT000002881,2026-03-31 19:52:58,SESS00000710,,PROD000161,product_view,/checkout,web,Northeast
EVT000002882,2026-03-06 20:46:32,SESS00000049,CUST000370,PROD000085,product_view,/cart,web,Southeast
EVT000002883,2026-03-30 05:51:33,SESS00001368,CUST000104,PROD000024,purchase,/checkout,web,Southeast
EVT000002884,2026-02-25 03:34:59,SESS00000492,CUST000100,PROD000042,page_view,/home,mobile,Southeast
EVT000002885,2026-04-09 09:14:12,SESS00000325,CUST000050,PROD000066,page_view,/cart,web,West
EVT000002886,2026-03-28 07:38:41,SESS00000688,,PROD000073,page_view,/product,mobile,West
EVT000002887,2026-02-10 16:51:56,SESS00001500,CUST000032,PROD000082,page_view,/product,web,West
EVT000002888,2026-04-08 08:00:47,SESS00002575,CUST000294,PROD000141,page_view,/product,web,Northeast
EVT000002889,2026-03-31 22:20:50,SESS00000556,CUST000469,PROD000052,checkout_start,/cart,web,Midwest
EVT000002890,2026-04-12 10:53:26,SESS00002530,CUST000073,PROD000036,page_view,/checkout,web,West
EVT000002891,2026-04-18 15:26:27,SESS00001369,CUST000107,PROD000182,page_view,/home,web,Southeast
EVT000002892,2026-01-27 14:15:17,SESS00000633,CUST000441,PROD000037,page_view,/home,web,West
EVT000002893,2026-02-15 13:09:00,SESS00000798,CUST000109,PROD000025,page_view,/product,mobile,Midwest
EVT000002894,2026-04-03 03:30:09,SESS00001888,CUST000034,PROD000061,page_view,/product,mobile,Southeast
EVT000002895,2026-03-26 00:24:00,SESS00002846,CUST000021,PROD000110,purchase,/search,web,Midwest
EVT000002896,2026-02-23 13:53:32,SESS00000794,CUST000024,PROD000119,page_view,/checkout,mobile,Midwest
EVT000002897,2026-03-15 08:21:09,SESS00002271,CUST000266,PROD000005,product_view,/home,mobile,West
EVT000002898,2026-03-16 02:43:26,SESS00002403,CUST000476,PROD000012,checkout_start,/product,web,West
EVT000002899,2026-04-17 16:48:17,SESS00001293,CUST000329,PROD000021,product_view,/search,web,West
EVT000002900,2026-01-30 06:29:31,SESS00000307,CUST000391,PROD000020,product_view,/checkout,mobile,West
EVT000002901,2026-03-22 18:04:25,SESS00000489,,PROD000084,page_view,/search,web,Midwest
EVT000002902,2026-02-16 12:07:37,SESS00001946,CUST000196,PROD000069,page_view,/product,mobile,Northeast
EVT000002903,2026-02-11 02:24:41,SESS00002489,CUST000337,PROD000184,page_view,/cart,mobile,Southeast
EVT000002904,2026-01-25 15:09:02,SESS00002524,CUST000079,PROD000100,product_view,/search,web,Midwest
EVT000002905,2026-02-26 19:09:25,SESS00000516,CUST000242,PROD000145,product_view,/search,web,Northeast
EVT000002906,2026-02-17 19:55:19,SESS00002109,CUST000330,PROD000192,product_view,/home,web,Northeast
EVT000002907,2026-03-12 04:04:02,SESS00002377,CUST000416,PROD000219,product_view,/checkout,web,Northeast
EVT000002908,2026-03-20 04:56:00,SESS00002551,CUST000186,PROD000162,product_view,/product,web,Southeast
EVT000002909,2026-04-18 22:36:07,SESS00002977,,PROD000100,purchase,/checkout,web,West
EVT000002910,2026-03-14 20:28:05,SESS00003042,CUST000263,PROD000169,page_view,/checkout,web,Northeast
EVT000002911,2026-02-04 05:30:32,SESS00000368,CUST000361,PROD000147,page_view,/search,mobile,West
EVT000002912,2026-04-21 20:55:12,SESS00001867,,PROD000157,page_view,/checkout,web,Northeast
EVT000002913,2026-02-22 19:17:48,SESS00000573,,PROD000028,checkout_start,/search,mobile,Northeast
EVT000002914,2026-04-09 16:29:30,SESS00001405,CUST000132,PROD000076,page_view,/home,web,Northeast
EVT000002915,2026-03-04 04:48:44,SESS00000504,CUST000459,PROD000162,checkout_start,/search,mobile,West
EVT000002916,2026-02-08 21:59:17,SESS00002800,CUST000270,PROD000050,checkout_start,/product,web,Southeast
EVT000002917,2026-04-03 00:03:34,SESS00001809,CUST000076,PROD000081,product_view,/search,web,West
EVT000002918,2026-02-17 15:09:50,SESS00002073,CUST000262,PROD000239,page_view,/cart,web,Southeast
EVT000002919,2026-02-23 15:04:31,SESS00000373,CUST000487,PROD000204,checkout_start,/search,web,Northeast
EVT000002920,2026-03-04 05:30:37,SESS00001955,CUST000122,PROD000128,page_view,/search,mobile,West
EVT000002921,2026-04-15 18:29:05,SESS00000238,CUST000452,PROD000242,add_to_cart,/home,mobile,West
EVT000002922,2026-02-17 23:13:04,SESS00000033,CUST000486,PROD000045,page_view,/product,mobile,Midwest
EVT000002923,2026-04-13 14:31:14,SESS00001423,CUST000087,PROD000064,product_view,/checkout,web,Northeast
EVT000002924,2026-03-21 13:39:36,SESS00001799,CUST000315,PROD000117,page_view,/checkout,mobile,Northeast
EVT000002925,2026-01-28 19:59:25,SESS00002113,CUST000479,PROD000036,page_view,/home,web,Midwest
EVT000002926,2026-02-20 16:57:35,SESS00003032,CUST000070,PROD000205,product_view,/home,mobile,West
EVT000002927,2026-01-26 05:09:44,SESS00003112,CUST000479,PROD000001,page_view,/cart,web,West
EVT000002928,2026-03-12 18:27:30,SESS00002983,CUST000002,PROD000248,page_view,/cart,mobile,Southeast
EVT000002929,2026-02-04 10:46:32,SESS00001742,CUST000161,PROD000222,purchase,/cart,mobile,West
EVT000002930,2026-03-07 16:19:04,SESS00000199,,PROD000190,page_view,/checkout,mobile,Midwest
EVT000002931,2026-01-31 02:45:10,SESS00000849,CUST000069,PROD000107,page_view,/home,web,Midwest
EVT000002932,2026-03-08 01:16:33,SESS00002147,,PROD000233,product_view,/search,mobile,West
EVT000002933,2026-02-08 18:56:15,SESS00000503,CUST000076,PROD000052,page_view,/checkout,web,Midwest
EVT000002934,2026-02-12 09:09:05,SESS00002647,CUST000108,PROD000162,page_view,/product,web,Southeast
EVT000002935,2026-02-17 00:28:11,SESS00002897,,PROD000057,product_view,/checkout,web,Southeast
EVT000002936,2026-03-09 07:26:47,SESS00001177,CUST000428,PROD000118,add_to_cart,/checkout,web,Southeast
EVT000002937,2026-03-09 19:45:02,SESS00003039,CUST000366,PROD000009,add_to_cart,/search,mobile,Midwest
EVT000002938,2026-03-16 03:09:23,SESS00001227,CUST000305,PROD000113,product_view,/home,web,Northeast
EVT000002939,2026-03-06 17:26:44,SESS00000375,CUST000209,PROD000152,product_view,/checkout,mobile,Northeast
EVT000002940,2026-03-09 12:35:13,SESS00001445,CUST000451,PROD000238,product_view,/product,web,Northeast
EVT000002941,2026-02-11 08:45:55,SESS00002628,CUST000115,PROD000035,page_view,/product,mobile,West
EVT000002942,2026-01-28 20:54:43,SESS00002530,CUST000079,PROD000181,add_to_cart,/home,web,West
EVT000002943,2026-03-08 10:52:47,SESS00002850,CUST000452,PROD000176,product_view,/cart,web,Northeast
EVT000002944,2026-04-11 13:57:55,SESS00002116,CUST000028,PROD000211,product_view,/product,web,Midwest
EVT000002945,2026-03-07 07:43:40,SESS00000254,CUST000329,PROD000032,add_to_cart,/product,web,West
EVT000002946,2026-03-06 05:51:44,SESS00000596,CUST000456,PROD000157,page_view,/search,web,West
EVT000002947,2026-01-26 02:20:52,SESS00001427,CUST000227,PROD000156,page_view,/cart,web,Northeast
EVT000002948,2026-02-06 00:15:02,SESS00000277,CUST000110,PROD000140,page_view,/product,web,Midwest
EVT000002949,2026-03-22 20:20:53,SESS00000457,CUST000310,PROD000032,page_view,/search,web,West
EVT000002950,2026-01-28 11:14:25,SESS00002167,CUST000077,PROD000089,add_to_cart,/search,web,Midwest
EVT000002951,2026-04-14 22:07:06,SESS00002858,CUST000400,PROD000096,product_view,/checkout,web,West
EVT000002952,2026-02-23 15:12:20,SESS00000504,CUST000172,PROD000222,page_view,/checkout,web,Southeast
EVT000002953,2026-04-04 23:44:10,SESS00001836,CUST000133,PROD000078,page_view,/search,mobile,Southeast
EVT000002954,2026-02-22 13:09:47,SESS00000491,CUST000407,PROD000096,checkout_start,/checkout,mobile,Southeast
EVT000002955,2026-03-06 18:11:37,SESS00000055,CUST000150,PROD000044,page_view,/search,web,Southeast
EVT000002956,2026-03-19 21:56:24,SESS00002842,CUST000204,PROD000205,page_view,/checkout,web,Northeast
EVT000002957,2026-02-21 12:55:38,SESS00003079,,PROD000057,product_view,/search,web,Midwest
EVT000002958,2026-01-25 09:04:28,SESS00001260,CUST000067,PROD000170,product_view,/cart,web,Southeast
EVT000002959,2026-03-15 06:55:41,SESS00002437,CUST000381,PROD000088,page_view,/cart,web,Southeast
EVT000002960,2026-04-04 16:03:11,SESS00002082,CUST000459,PROD000183,page_view,/home,web,West
EVT000002961,2026-03-31 09:52:35,SESS00001657,CUST000088,PROD000130,add_to_cart,/checkout,web,Northeast
EVT000002962,2026-04-16 02:11:41,SESS00000458,CUST000411,PROD000191,product_view,/search,mobile,Midwest
EVT000002963,2026-04-05 19:24:41,SESS00001651,CUST000314,PROD000095,add_to_cart,/checkout,web,West
EVT000002964,2026-04-07 23:20:40,SESS00002699,CUST000007,PROD000189,checkout_start,/product,web,Southeast
EVT000002965,2026-04-08 04:28:57,SESS00002417,CUST000183,PROD000175,page_view,/product,web,Northeast
EVT000002966,2026-04-08 00:58:48,SESS00002944,CUST000170,PROD000144,page_view,/checkout,web,Northeast
EVT000002967,2026-03-07 23:40:02,SESS00000661,CUST000126,PROD000025,product_view,/home,web,Northeast
EVT000002968,2026-04-23 05:29:15,SESS00003038,CUST000151,PROD000028,product_view,/checkout,web,Southeast
EVT000002969,2026-03-04 11:23:51,SESS00002601,CUST000052,PROD000168,page_view,/product,mobile,Northeast
EVT000002970,2026-04-02 12:34:41,SESS00000846,CUST000289,PROD000224,page_view,/search,web,Southeast
EVT000002971,2026-04-11 04:32:11,SESS00002423,CUST000152,PROD000161,product_view,/product,web,Southeast
EVT000002972,2026-04-12 15:51:00,SESS00001692,CUST000045,PROD000151,add_to_cart,/cart,mobile,Southeast
EVT000002973,2026-04-21 22:09:23,SESS00002475,CUST000352,PROD000099,page_view,/cart,mobile,Northeast
EVT000002974,2026-02-21 22:16:46,SESS00003071,CUST000085,PROD000143,page_view,/checkout,mobile,Northeast
EVT000002975,2026-01-26 19:55:53,SESS00001039,CUST000132,PROD000019,page_view,/search,mobile,Northeast
EVT000002976,2026-03-25 04:53:29,SESS00001653,CUST000153,PROD000203,product_view,/product,mobile,West
EVT000002977,2026-04-05 02:46:48,SESS00002810,CUST000446,PROD000174,product_view,/cart,mobile,Midwest
EVT000002978,2026-01-31 11:22:23,SESS00000077,CUST000298,PROD000136,product_view,/checkout,mobile,West
EVT000002979,2026-02-26 15:34:13,SESS00002318,CUST000402,PROD000023,page_view,/cart,web,West
EVT000002980,2026-02-01 07:31:34,SESS00000033,CUST000315,PROD000189,product_view,/search,web,Northeast
EVT000002981,2026-03-24 23:30:56,SESS00001093,CUST000346,PROD000010,page_view,/checkout,web,Midwest
EVT000002982,2026-01-30 11:52:28,SESS00001830,CUST000049,PROD000081,product_view,/checkout,web,Northeast
EVT000002983,2026-03-28 15:24:34,SESS00000280,CUST000204,PROD000249,page_view,/cart,web,Northeast
EVT000002984,2026-04-02 10:11:37,SESS00000443,CUST000112,PROD000220,product_view,/checkout,web,Southeast
EVT000002985,2026-03-15 04:22:05,SESS00001310,,PROD000198,product_view,/search,mobile,Northeast
EVT000002986,2026-02-06 23:05:40,SESS00002536,CUST000477,PROD000074,add_to_cart,/checkout,web,West
EVT000002987,2026-03-10 09:20:03,SESS00002200,,PROD000248,product_view,/product,web,Northeast
EVT000002988,2026-03-19 19:10:28,SESS00002520,CUST000395,PROD000116,page_view,/home,mobile,Midwest
EVT000002989,2026-03-02 14:33:45,SESS00002411,,PROD000218,checkout_start,/search,web,Northeast
EVT000002990,2026-04-04 12:05:35,SESS00001426,CUST000143,PROD000003,product_view,/search,web,Northeast
EVT000002991,2026-03-01 23:22:30,SESS00002773,CUST000216,PROD000026,page_view,/search,mobile,Southeast
EVT000002992,2026-03-04 09:48:22,SESS00001330,CUST000443,PROD000064,page_view,/home,web,Southeast
EVT000002993,2026-03-10 11:52:31,SESS00000643,CUST000063,PROD000175,product_view,/cart,web,Northeast
EVT000002994,2026-03-19 01:42:41,SESS00001448,CUST000186,PROD000233,page_view,/checkout,mobile,Northeast
EVT000002995,2026-03-21 15:59:02,SESS00000425,CUST000259,PROD000141,product_view,/cart,web,West
EVT000002996,2026-02-14 04:37:21,SESS00002328,CUST000458,PROD000191,page_view,/checkout,web,Southeast
EVT000002997,2026-03-27 13:02:44,SESS00001127,CUST000286,PROD000074,product_view,/search,web,Northeast
EVT000002998,2026-04-11 16:54:25,SESS00002076,CUST000416,PROD000066,page_view,/product,mobile,West
EVT000002999,2026-02-16 18:19:16,SESS00000215,,PROD000046,checkout_start,/search,web,Southeast
EVT000003000,2026-03-21 14:14:18,SESS00003059,CUST000296,PROD000130,page_view,/checkout,web,Northeast
EVT000003001,2026-04-23 01:02:41,SESS00002689,CUST000234,PROD000232,checkout_start,/product,mobile,Midwest
EVT000003002,2026-02-01 04:58:19,SESS00000807,CUST000344,PROD000028,page_view,/cart,web,Northeast
EVT000003003,2026-02-02 23:05:47,SESS00002177,,PROD000133,product_view,/product,mobile,West
EVT000003004,2026-03-18 02:00:25,SESS00002230,,PROD000122,product_view,/cart,web,Southeast
EVT000003005,2026-04-10 00:01:14,SESS00001922,CUST000333,PROD000002,add_to_cart,/product,web,Midwest
EVT000003006,2026-03-22 14:26:18,SESS00001592,CUST000005,PROD000158,add_to_cart,/search,web,Northeast
EVT000003007,2026-02-19 17:24:48,SESS00000235,CUST000042,PROD000185,product_view,/checkout,web,Northeast
EVT000003008,2026-02-14 22:33:21,SESS00000499,CUST000115,PROD000147,page_view,/checkout,web,Midwest
EVT000003009,2026-04-20 13:34:40,SESS00000951,,PROD000212,product_view,/home,web,Southeast
EVT000003010,2026-04-03 14:08:59,SESS00000067,CUST000359,PROD000230,checkout_start,/home,mobile,Southeast
EVT000003011,2026-02-26 08:25:11,SESS00003089,CUST000262,PROD000025,product_view,/home,web,Southeast
EVT000003012,2026-02-01 03:45:26,SESS00001342,CUST000209,PROD000197,product_view,/product,mobile,Midwest
EVT000003013,2026-03-31 23:44:39,SESS00001880,CUST000220,PROD000054,product_view,/cart,web,West
EVT000003014,2026-01-24 23:27:07,SESS00001458,CUST000122,PROD000160,product_view,/home,mobile,Southeast
EVT000003015,2026-03-11 13:22:04,SESS00001909,CUST000424,PROD000133,product_view,/checkout,web,Midwest
EVT000003016,2026-02-18 17:51:10,SESS00000231,CUST000042,PROD000096,page_view,/cart,mobile,West
EVT000003017,2026-02-14 15:42:52,SESS00001497,,PROD000130,page_view,/product,web,Northeast
EVT000003018,2026-02-25 04:52:12,SESS00000820,CUST000038,PROD000211,page_view,/checkout,mobile,Southeast
EVT000003019,2026-02-10 14:15:37,SESS00002499,CUST000077,PROD000082,checkout_start,/product,web,Northeast
EVT000003020,2026-01-24 14:48:21,SESS00002832,CUST000469,PROD000065,page_view,/cart,web,Midwest
EVT000003021,2026-04-03 04:23:28,SESS00001685,,PROD000239,checkout_start,/search,web,Midwest
EVT000003022,2026-04-10 03:30:18,SESS00000255,CUST000145,PROD000191,page_view,/checkout,web,Midwest
EVT000003023,2026-04-08 17:48:16,SESS00001965,CUST000497,PROD000008,page_view,/home,web,Midwest
EVT000003024,2026-02-06 18:37:51,SESS00000513,CUST000345,PROD000162,page_view,/cart,web,West
EVT000003025,2026-03-29 14:29:16,SESS00002499,CUST000170,PROD000073,page_view,/cart,web,Northeast
EVT000003026,2026-04-10 02:14:37,SESS00002924,,PROD000011,page_view,/cart,web,Northeast
EVT000003027,2026-02-02 18:14:28,SESS00001502,CUST000286,PROD000177,product_view,/product,web,Southeast
EVT000003028,2026-04-13 14:39:40,SESS00001966,CUST000230,PROD000165,product_view,/product,web,Northeast
EVT000003029,2026-02-24 08:49:59,SESS00000201,CUST000244,PROD000196,page_view,/home,mobile,Southeast
EVT000003030,2026-02-04 14:17:33,SESS00003106,,PROD000244,page_view,/checkout,mobile,Northeast
EVT000003031,2026-03-12 00:00:44,SESS00002352,CUST000133,PROD000080,product_view,/product,web,West
EVT000003032,2026-04-04 23:20:30,SESS00000768,CUST000239,PROD000118,product_view,/cart,mobile,West
EVT000003033,2026-02-14 08:33:04,SESS00002666,CUST000079,PROD000067,checkout_start,/checkout,web,West
EVT000003034,2026-02-03 17:42:48,SESS00001694,CUST000360,PROD000099,page_view,/cart,mobile,Midwest
EVT000003035,2026-04-06 00:52:36,SESS00002709,CUST000195,PROD000145,page_view,/search,web,Midwest
EVT000003036,2026-04-08 05:50:10,SESS00001806,CUST000247,PROD000132,purchase,/search,web,Northeast
EVT000003037,2026-03-01 15:07:56,SESS00001456,CUST000364,PROD000238,page_view,/product,mobile,Midwest
EVT000003038,2026-01-31 14:55:45,SESS00000870,CUST000165,PROD000036,purchase,/product,web,Northeast
EVT000003039,2026-04-05 01:12:29,SESS00001329,CUST000210,PROD000001,add_to_cart,/search,web,Northeast
EVT000003040,2026-03-06 22:12:04,SESS00002625,CUST000236,PROD000026,add_to_cart,/search,mobile,Midwest
EVT000003041,2026-03-21 02:19:24,SESS00000485,CUST000212,PROD000177,page_view,/home,web,Northeast
EVT000003042,2026-03-11 20:30:53,SESS00001354,CUST000373,PROD000002,page_view,/product,web,Northeast
EVT000003043,2026-04-06 08:08:29,SESS00001237,CUST000371,PROD000138,checkout_start,/checkout,web,Southeast
EVT000003044,2026-04-11 20:04:18,SESS00002635,CUST000461,PROD000136,page_view,/home,mobile,Midwest
EVT000003045,2026-04-15 17:15:09,SESS00002659,CUST000380,PROD000152,add_to_cart,/home,web,Southeast
EVT000003046,2026-02-05 11:58:37,SESS00001924,CUST000110,PROD000244,checkout_start,/home,web,West
EVT000003047,2026-02-16 06:54:09,SESS00002068,CUST000074,PROD000178,add_to_cart,/home,web,Northeast
EVT000003048,2026-04-07 17:57:24,SESS00000945,CUST000250,PROD000150,product_view,/home,mobile,West
EVT000003049,2026-02-11 09:54:06,SESS00000765,CUST000262,PROD000182,add_to_cart,/product,web,Southeast
EVT000003050,2026-04-11 05:37:18,SESS00000918,CUST000151,PROD000200,page_view,/product,web,West
EVT000003051,2026-03-31 18:18:30,SESS00000887,CUST000253,PROD000163,page_view,/search,web,West
EVT000003052,2026-03-11 20:14:27,SESS00003078,CUST000201,PROD000102,page_view,/home,mobile,West
EVT000003053,2026-02-02 21:38:15,SESS00001251,CUST000430,PROD000052,page_view,/search,mobile,Midwest
EVT000003054,2026-02-02 21:02:34,SESS00001710,CUST000133,PROD000141,add_to_cart,/search,web,Midwest
EVT000003055,2026-03-09 17:53:35,SESS00002032,CUST000177,PROD000010,checkout_start,/product,mobile,Northeast
EVT000003056,2026-03-14 03:48:58,SESS00002075,CUST000030,PROD000248,add_to_cart,/search,web,Midwest
EVT000003057,2026-02-16 03:54:15,SESS00003033,CUST000017,PROD000152,page_view,/product,web,Northeast
EVT000003058,2026-02-09 13:05:37,SESS00002464,CUST000354,PROD000018,product_view,/cart,web,West
EVT000003059,2026-02-27 01:02:28,SESS00002044,CUST000026,PROD000229,page_view,/home,mobile,Southeast
EVT000003060,2026-03-09 21:43:54,SESS00001254,CUST000066,PROD000237,add_to_cart,/product,web,West
EVT000003061,2026-01-25 06:30:35,SESS00001245,CUST000184,PROD000077,page_view,/search,mobile,Midwest
EVT000003062,2026-03-15 03:27:36,SESS00001986,,PROD000239,add_to_cart,/checkout,web,Northeast
EVT000003063,2026-02-24 07:55:43,SESS00000889,CUST000333,PROD000230,product_view,/cart,web,West
EVT000003064,2026-02-02 04:36:32,SESS00000026,CUST000066,PROD000188,product_view,/checkout,web,West
EVT000003065,2026-02-28 10:19:53,SESS00002258,CUST000067,PROD000045,page_view,/cart,web,Northeast
EVT000003066,2026-03-02 11:49:20,SESS00002217,CUST000364,PROD000208,page_view,/cart,web,West
EVT000003067,2026-03-08 07:48:58,SESS00002291,CUST000022,PROD000026,page_view,/search,mobile,Midwest
EVT000003068,2026-04-05 10:29:59,SESS00000948,CUST000267,PROD000213,checkout_start,/cart,web,Southeast
EVT000003069,2026-04-19 14:11:09,SESS00002743,CUST000157,PROD000187,page_view,/cart,web,Northeast
EVT000003070,2026-03-25 20:52:58,SESS00001913,,PROD000201,product_view,/product,web,Midwest
EVT000003071,2026-02-18 06:15:02,SESS00002222,CUST000029,PROD000192,page_view,/checkout,web,West
EVT000003072,2026-02-21 07:26:57,SESS00001713,CUST000389,PROD000043,page_view,/checkout,web,Northeast
EVT000003073,2026-04-22 17:20:02,SESS00002108,CUST000187,PROD000093,page_view,/checkout,mobile,West
EVT000003074,2026-03-02 02:42:26,SESS00002601,CUST000323,PROD000201,add_to_cart,/home,web,Northeast
EVT000003075,2026-02-26 01:44:01,SESS00002400,CUST000331,PROD000072,checkout_start,/checkout,mobile,West
EVT000003076,2026-04-17 06:44:10,SESS00001136,CUST000436,PROD000027,page_view,/cart,mobile,Midwest
EVT000003077,2026-02-22 02:12:09,SESS00001127,CUST000021,PROD000231,add_to_cart,/checkout,web,Northeast
EVT000003078,2026-02-14 07:43:42,SESS00002377,CUST000463,PROD000104,page_view,/cart,mobile,Midwest
EVT000003079,2026-03-11 13:05:12,SESS00002347,CUST000218,PROD000046,page_view,/product,web,Midwest
EVT000003080,2026-03-16 05:58:26,SESS00000313,CUST000490,PROD000156,page_view,/product,mobile,Southeast
EVT000003081,2026-02-15 09:51:44,SESS00000645,CUST000012,PROD000075,product_view,/product,web,Southeast
EVT000003082,2026-03-27 16:32:06,SESS00002778,CUST000430,PROD000236,add_to_cart,/search,mobile,Southeast
EVT000003083,2026-04-16 08:22:18,SESS00000907,CUST000429,PROD000234,product_view,/cart,web,Midwest
EVT000003084,2026-03-08 13:07:58,SESS00000102,CUST000098,PROD000064,add_to_cart,/home,web,Southeast
EVT000003085,2026-04-16 09:18:07,SESS00002094,CUST000373,PROD000177,page_view,/checkout,web,Southeast
EVT000003086,2026-03-04 08:46:17,SESS00002452,CUST000298,PROD000214,product_view,/product,mobile,Southeast
EVT000003087,2026-02-05 12:00:45,SESS00000423,CUST000296,PROD000188,page_view,/home,mobile,West
EVT000003088,2026-04-07 20:28:57,SESS00002292,CUST000225,PROD000085,page_view,/cart,web,Northeast
EVT000003089,2026-03-18 14:47:53,SESS00001780,CUST000358,PROD000145,purchase,/home,mobile,West
EVT000003090,2026-02-07 02:47:15,SESS00001945,CUST000307,PROD000043,product_view,/search,web,Southeast
EVT000003091,2026-02-21 23:33:42,SESS00002216,CUST000034,PROD000083,page_view,/cart,mobile,Northeast
EVT000003092,2026-01-27 22:08:34,SESS00001679,CUST000338,PROD000073,purchase,/checkout,mobile,Southeast
EVT000003093,2026-04-08 17:07:20,SESS00000745,,PROD000012,checkout_start,/cart,web,Midwest
EVT000003094,2026-04-06 21:52:25,SESS00001438,CUST000446,PROD000108,page_view,/search,mobile,Northeast
EVT000003095,2026-01-24 11:29:24,SESS00000725,CUST000047,PROD000072,page_view,/cart,web,Southeast
EVT000003096,2026-01-31 11:18:07,SESS00002401,,PROD000220,page_view,/cart,web,West
EVT000003097,2026-04-01 14:28:49,SESS00000626,CUST000455,PROD000174,page_view,/cart,web,West
EVT000003098,2026-02-06 20:30:34,SESS00001531,CUST000090,PROD000203,add_to_cart,/home,web,West
EVT000003099,2026-03-03 21:53:32,SESS00002250,CUST000343,PROD000148,checkout_start,/checkout,mobile,Southeast
EVT000003100,2026-02-12 05:30:31,SESS00002277,CUST000283,PROD000234,add_to_cart,/search,web,Midwest
EVT000003101,2026-03-09 14:27:57,SESS00003107,CUST000141,PROD000184,page_view,/cart,mobile,Southeast
EVT000003102,2026-04-14 04:57:33,SESS00000530,CUST000470,PROD000125,page_view,/product,mobile,Southeast
EVT000003103,2026-04-04 07:16:25,SESS00000509,CUST000351,PROD000017,purchase,/product,web,Northeast
EVT000003104,2026-03-11 04:54:21,SESS00000030,CUST000434,PROD000161,product_view,/product,mobile,West
EVT000003105,2026-03-14 11:11:37,SESS00001775,,PROD000059,page_view,/cart,web,Midwest
EVT000003106,2026-04-17 18:45:42,SESS00002599,CUST000096,PROD000118,product_view,/home,web,West
EVT000003107,2026-02-28 05:50:27,SESS00000405,CUST000125,PROD000154,add_to_cart,/cart,web,Northeast
EVT000003108,2026-02-19 02:29:26,SESS00002577,CUST000212,PROD000045,page_view,/search,mobile,Northeast
EVT000003109,2026-03-05 11:13:02,SESS00000158,CUST000213,PROD000067,product_view,/checkout,mobile,Northeast
EVT000003110,2026-04-11 19:51:29,SESS00000380,CUST000178,PROD000189,purchase,/cart,web,West
EVT000003111,2026-01-24 15:12:44,SESS00002095,CUST000308,PROD000077,add_to_cart,/checkout,mobile,Southeast
EVT000003112,2026-03-26 09:13:41,SESS00001741,CUST000276,PROD000100,page_view,/product,web,Southeast
EVT000003113,2026-03-08 19:01:29,SESS00002224,CUST000393,PROD000073,checkout_start,/cart,web,Northeast
EVT000003114,2026-03-11 09:13:37,SESS00002901,CUST000106,PROD000119,page_view,/checkout,web,Southeast
EVT000003115,2026-02-21 10:06:49,SESS00001416,CUST000471,PROD000057,page_view,/product,mobile,Southeast
EVT000003116,2026-02-17 08:24:04,SESS00002824,CUST000003,PROD000067,page_view,/checkout,mobile,Midwest
EVT000003117,2026-02-08 13:24:13,SESS00000224,CUST000244,PROD000116,product_view,/cart,web,Southeast
EVT000003118,2026-03-19 03:07:26,SESS00001143,,PROD000080,page_view,/home,web,Midwest
EVT000003119,2026-02-24 14:57:04,SESS00000383,,PROD000223,page_view,/checkout,web,Midwest
EVT000003120,2026-02-24 08:17:03,SESS00002782,CUST000374,PROD000234,page_view,/home,mobile,Midwest
EVT000003121,2026-04-10 05:02:42,SESS00002049,CUST000448,PROD000247,page_view,/home,mobile,West
EVT000003122,2026-02-06 11:27:35,SESS00000056,CUST000073,PROD000069,page_view,/cart,web,Southeast
EVT000003123,2026-02-19 06:04:05,SESS00002908,,PROD000035,product_view,/product,web,Midwest
EVT000003124,2026-02-03 11:15:31,SESS00000091,CUST000269,PROD000071,page_view,/product,web,Southeast
EVT000003125,2026-04-18 16:09:19,SESS00001942,CUST000425,PROD000142,page_view,/search,mobile,Southeast
EVT000003126,2026-03-23 19:00:44,SESS00002795,CUST000203,PROD000207,page_view,/search,mobile,Southeast
EVT000003127,2026-03-13 16:13:06,SESS00002193,,PROD000194,page_view,/home,mobile,Northeast
EVT000003128,2026-03-23 04:15:00,SESS00002004,CUST000119,PROD000113,page_view,/checkout,mobile,Southeast
EVT000003129,2026-02-18 13:36:52,SESS00001397,CUST000051,PROD000007,add_to_cart,/cart,web,Midwest
EVT000003130,2026-03-02 05:06:45,SESS00002124,CUST000131,PROD000201,checkout_start,/home,web,Northeast
EVT000003131,2026-04-09 14:35:38,SESS00002838,CUST000367,PROD000057,page_view,/checkout,web,Southeast
EVT000003132,2026-02-27 06:38:32,SESS00001901,,PROD000014,add_to_cart,/checkout,mobile,West
EVT000003133,2026-04-11 12:03:06,SESS00000420,,PROD000183,add_to_cart,/checkout,web,West
EVT000003134,2026-03-20 03:32:18,SESS00001630,CUST000083,PROD000098,checkout_start,/home,mobile,Midwest
EVT000003135,2026-03-07 03:17:34,SESS00000541,CUST000204,PROD000160,checkout_start,/home,mobile,West
EVT000003136,2026-02-16 23:37:04,SESS00000999,CUST000007,PROD000094,add_to_cart,/search,mobile,Northeast
EVT000003137,2026-04-03 21:30:38,SESS00000771,,PROD000206,product_view,/home,mobile,West
EVT000003138,2026-04-15 14:02:39,SESS00000849,CUST000277,PROD000038,product_view,/product,mobile,West
