order_item_id,order_id,product_id,returned_qty,return_reason,return_date
20713,8269,135,1,Wrong Size,2024-11-19
7416,2964,40,1,Damaged,2024-10-24
6830,2735,37,1,Damaged,2024-04-27
18466,7367,17,1,Wrong Size,2024-08-22
11182,4441,127,1,Not Needed,2025-04-26
12058,4800,165,1,Damaged,2024-10-07
14981,5970,112,1,Not Needed,2025-01-17
19361,7727,61,1,Late Delivery,2025-02-26
8267,3300,69,1,Damaged,2026-01-16
8873,3531,14,1,Late Delivery,2025-04-25
12273,4882,24,1,Wrong Size,2024-06-01
1966,793,119,1,Late Delivery,2025-06-06
10323,4105,89,1,Late Delivery,2024-12-25
17213,6864,29,1,Damaged,2025-04-02
27232,10871,34,1,Late Delivery,2024-11-07
20268,8092,84,1,Wrong Size,2025-01-28
14110,5618,151,1,Late Delivery,2024-12-12
6768,2709,12,1,Late Delivery,2025-04-15
26812,10711,34,1,Wrong Size,2024-07-12
21411,8554,25,1,Damaged,2024-12-11
10268,4085,65,1,Wrong Size,2024-02-17
14395,5738,30,1,Damaged,2024-03-24
26837,10721,53,1,Damaged,2024-02-14
23250,9322,55,1,Wrong Size,2025-12-31
2577,1038,178,1,Late Delivery,2025-01-21
7743,3094,107,1,Not Needed,2025-12-03
291,120,19,1,Wrong Size,2024-10-11
1977,796,81,1,Damaged,2025-03-15
29146,11632,177,1,Wrong Size,2025-08-30
6656,2660,119,1,Damaged,2024-01-27
7794,3114,10,1,Damaged,2025-12-04
13346,5310,72,1,Wrong Size,2025-03-22
16246,6479,91,1,Wrong Size,2024-08-21
29888,11932,134,1,Not Needed,2025-10-17
18153,7242,50,1,Wrong Size,2025-10-15
14941,5956,57,1,Not Needed,2025-01-18
1451,586,57,1,Late Delivery,2025-10-20
5064,2031,42,1,Wrong Size,2025-09-20
4868,1949,156,1,Late Delivery,2025-01-06
16456,6561,69,1,Damaged,2024-02-13
5736,2293,19,1,Damaged,2025-02-21
12956,5161,7,1,Not Needed,2026-01-24
15410,6142,163,1,Late Delivery,2025-06-06
25525,10204,56,1,Late Delivery,2025-11-07
16732,6669,51,1,Not Needed,2024-10-02
6012,2410,128,1,Late Delivery,2025-04-13
18949,7563,107,1,Wrong Size,2025-04-09
17150,6839,113,1,Not Needed,2024-11-23
14563,5811,151,1,Not Needed,2024-01-24
4487,1799,146,1,Wrong Size,2024-10-19
1565,634,26,1,Damaged,2024-07-20
18753,7484,57,1,Not Needed,2024-10-31
27846,11119,49,1,Late Delivery,2024-08-13
24804,9922,57,1,Wrong Size,2025-02-14
5539,2220,64,1,Damaged,2025-02-11
26088,10436,157,1,Wrong Size,2025-07-01
2330,938,44,1,Wrong Size,2024-04-22
23138,9276,68,1,Not Needed,2024-07-25
11747,4668,162,1,Not Needed,2025-11-18
28789,11488,96,1,Wrong Size,2024-06-16
18034,7192,103,1,Wrong Size,2024-10-31
29495,11769,52,1,Late Delivery,2025-10-15
19933,7956,99,1,Wrong Size,2024-05-11
22175,8868,85,1,Damaged,2025-02-27
24971,9987,26,1,Not Needed,2024-10-15
29681,11840,108,1,Damaged,2024-07-20
19199,7666,32,1,Late Delivery,2025-04-15
2436,982,72,1,Not Needed,2025-10-17
6996,2799,151,1,Damaged,2024-03-30
22668,9080,73,1,Not Needed,2025-11-21
8243,3289,140,1,Wrong Size,2024-04-12
17816,7104,94,1,Damaged,2024-06-05
26687,10664,95,1,Wrong Size,2025-10-12
23413,9381,122,1,Wrong Size,2024-06-09
22883,9167,46,1,Not Needed,2024-01-25
26980,10774,15,1,Not Needed,2025-01-18
28056,11201,128,1,Damaged,2024-04-10
6143,2461,21,1,Not Needed,2024-07-13
8082,3228,14,1,Wrong Size,2025-09-18
10346,4118,62,1,Late Delivery,2024-08-03
30019,11985,28,1,Late Delivery,2024-04-27
22727,9103,127,1,Damaged,2024-07-31
11288,4484,101,1,Damaged,2024-08-18
22693,9090,101,1,Damaged,2025-07-20
4238,1705,28,1,Damaged,2024-10-25
613,255,175,1,Wrong Size,2024-09-06
12748,5075,53,1,Not Needed,2025-12-30
20239,8082,98,1,Late Delivery,2025-01-07
15932,6349,179,1,Damaged,2025-08-07
27844,11118,174,1,Not Needed,2025-02-11
13096,5216,93,1,Damaged,2024-05-15
25686,10272,76,1,Damaged,2024-07-27
12245,4872,94,1,Not Needed,2025-07-27
16535,6592,127,1,Damaged,2024-07-01
29123,11621,130,1,Not Needed,2024-10-10
8311,3317,98,1,Late Delivery,2025-04-20
3346,1346,140,1,Damaged,2025-09-22
8735,3476,66,1,Wrong Size,2025-03-01
27939,11151,3,1,Damaged,2025-05-25
6898,2762,98,1,Wrong Size,2025-07-05
5583,2235,34,1,Not Needed,2026-01-17
20279,8096,161,1,Not Needed,2025-01-27
3998,1612,68,1,Late Delivery,2024-10-17
13679,5446,124,1,Damaged,2024-07-22
11066,4394,17,1,Wrong Size,2025-07-13
29117,11618,38,1,Not Needed,2025-06-24
265,107,59,1,Late Delivery,2024-10-02
9614,3828,142,1,Wrong Size,2025-06-24
29930,11950,117,1,Wrong Size,2024-12-11
24624,9854,116,1,Late Delivery,2025-09-17
7079,2830,37,1,Not Needed,2025-05-25
9090,3613,53,1,Wrong Size,2025-02-01
28597,11412,6,1,Damaged,2024-03-22
17493,6972,107,1,Late Delivery,2024-03-09
5344,2147,21,1,Damaged,2025-07-29
25809,10324,119,1,Damaged,2025-03-27
17626,7028,106,1,Wrong Size,2025-06-12
15545,6192,52,1,Damaged,2024-10-10
10022,3986,136,1,Late Delivery,2024-09-20
16418,6545,44,1,Not Needed,2025-01-07
24128,9662,59,1,Damaged,2025-08-17
16062,6405,148,1,Not Needed,2024-11-02
29731,11861,54,1,Late Delivery,2025-09-13
14997,5977,172,1,Damaged,2024-09-25
28504,11375,22,1,Damaged,2025-07-18
29901,11938,41,1,Damaged,2024-07-12
9545,3801,52,1,Late Delivery,2025-04-11
28814,11499,100,1,Wrong Size,2025-11-19
6872,2749,6,1,Not Needed,2025-03-27
8204,3273,166,1,Wrong Size,2024-05-11
24751,9899,6,1,Wrong Size,2025-05-17
23765,9522,49,1,Not Needed,2025-07-11
2292,926,43,1,Damaged,2025-10-31
15762,6282,78,1,Damaged,2024-03-10
28752,11473,171,1,Not Needed,2024-12-26
29104,11614,59,1,Not Needed,2024-06-03
1553,628,141,1,Wrong Size,2024-11-18
22040,8810,56,1,Not Needed,2025-08-19
6624,2644,144,1,Damaged,2025-01-05
5476,2199,124,1,Wrong Size,2025-03-01
15968,6366,46,1,Late Delivery,2025-06-28
27511,10980,80,1,Damaged,2025-08-25
6061,2430,106,1,Damaged,2025-11-09
20948,8365,41,1,Wrong Size,2025-11-14
18515,7387,111,1,Not Needed,2025-11-13
16521,6588,146,1,Not Needed,2025-10-19
20678,8258,149,1,Not Needed,2025-08-29
14768,5889,12,1,Not Needed,2025-03-13
16551,6598,143,1,Not Needed,2025-06-21
22640,9067,98,1,Damaged,2025-10-23
21648,8647,82,1,Late Delivery,2025-08-21
14507,5790,48,1,Wrong Size,2025-07-11
13163,5243,177,1,Wrong Size,2025-03-28
14784,5895,23,1,Damaged,2025-10-13
13360,5317,11,1,Wrong Size,2024-06-05
24839,9935,52,1,Not Needed,2025-10-30
5133,2057,68,1,Damaged,2025-05-23
914,370,133,1,Late Delivery,2025-07-21
982,396,147,1,Damaged,2024-11-29
11470,4561,90,1,Wrong Size,2025-03-20
23832,9546,88,1,Wrong Size,2025-10-09
24863,9943,164,1,Not Needed,2024-03-21
15924,6346,108,1,Not Needed,2024-11-05
24305,9731,9,1,Wrong Size,2024-09-04
11163,4431,23,1,Not Needed,2025-04-25
28091,11216,172,1,Late Delivery,2024-10-01
19138,7638,100,1,Not Needed,2025-12-06
13976,5562,66,1,Late Delivery,2024-11-21
8576,3415,44,1,Not Needed,2024-08-12
26147,10460,26,1,Not Needed,2025-10-06
13147,5237,134,1,Wrong Size,2025-07-18
8968,3569,93,1,Not Needed,2025-12-09
23954,9592,62,1,Wrong Size,2024-12-16
10107,4017,78,1,Damaged,2025-10-20
29283,11680,24,1,Damaged,2025-05-27
23299,9341,11,1,Not Needed,2024-03-07
19271,7692,138,1,Damaged,2025-08-18
6081,2436,66,1,Damaged,2024-04-10
9929,3950,72,1,Wrong Size,2025-09-20
29306,11688,123,1,Not Needed,2025-03-27
6839,2737,5,1,Not Needed,2025-11-15
25415,10160,29,1,Late Delivery,2025-09-04
211,85,99,1,Damaged,2026-01-03
28011,11180,78,1,Wrong Size,2024-02-29
17958,7159,53,1,Damaged,2024-10-27
18778,7494,176,1,Damaged,2025-12-29
988,398,160,1,Damaged,2025-12-20
8220,3278,154,1,Not Needed,2024-03-11
7475,2990,176,1,Late Delivery,2025-09-14
25424,10162,176,1,Damaged,2025-08-22
3662,1472,147,1,Damaged,2026-01-13
1642,666,134,1,Not Needed,2025-10-05
20206,8069,44,1,Late Delivery,2025-05-09
2856,1153,55,1,Wrong Size,2024-02-12
381,162,77,1,Wrong Size,2025-07-08
2771,1120,98,1,Late Delivery,2024-06-29
28757,11475,13,1,Damaged,2025-02-21
19539,7801,141,1,Late Delivery,2025-09-12
29337,11701,57,1,Damaged,2024-11-25
14678,5853,135,1,Damaged,2025-10-24
4394,1763,73,1,Not Needed,2025-04-27
27365,10919,10,1,Late Delivery,2024-02-22
21020,8390,125,1,Damaged,2024-08-25
5966,2391,124,1,Damaged,2024-07-18
2309,932,129,1,Damaged,2024-04-23
21887,8746,85,1,Damaged,2025-11-19
756,308,91,1,Damaged,2024-03-21
26805,10708,64,1,Damaged,2024-11-21
15300,6096,114,1,Late Delivery,2025-03-03
25819,10328,164,1,Damaged,2025-02-06
4931,1973,77,1,Not Needed,2024-08-25
941,379,90,1,Wrong Size,2025-10-07
1508,609,126,1,Late Delivery,2024-12-21
21555,8609,165,1,Damaged,2026-01-22
26053,10422,77,1,Damaged,2024-08-09
26243,10496,38,1,Damaged,2026-01-22
2326,937,165,1,Damaged,2026-01-18
28305,11301,99,1,Wrong Size,2024-05-14
12060,4801,75,1,Not Needed,2024-08-25
19644,7838,11,1,Damaged,2024-03-26
5912,2367,17,1,Not Needed,2025-12-03
7372,2946,26,1,Late Delivery,2024-11-13
587,243,127,1,Wrong Size,2026-01-03
2672,1076,32,1,Wrong Size,2025-04-06
232,94,5,1,Damaged,2024-08-09
6123,2454,139,1,Damaged,2024-08-22
18020,7185,47,1,Wrong Size,2024-11-13
5832,2333,95,1,Not Needed,2025-10-22
10918,4333,7,1,Wrong Size,2025-09-16
9351,3717,177,1,Wrong Size,2025-10-12
27839,11116,66,1,Not Needed,2024-02-26
5425,2179,7,1,Damaged,2025-05-01
17423,6948,66,1,Damaged,2024-02-17
25508,10197,103,1,Wrong Size,2025-11-01
10555,4196,110,1,Not Needed,2024-01-13
13444,5347,144,1,Not Needed,2025-04-27
2063,830,23,1,Late Delivery,2024-01-29
129,54,72,1,Wrong Size,2025-07-04
13279,5287,2,1,Wrong Size,2024-08-04
2135,859,144,1,Damaged,2024-07-23
15637,6233,101,1,Not Needed,2025-10-27
20287,8099,64,1,Wrong Size,2025-07-20
9029,3589,177,1,Not Needed,2025-04-22
2556,1029,23,1,Wrong Size,2024-03-08
26577,10622,89,1,Not Needed,2024-05-10
24922,9969,137,1,Not Needed,2024-09-27
24799,9919,159,1,Damaged,2025-06-26
27101,10821,144,1,Not Needed,2025-07-01
10758,4272,170,1,Wrong Size,2025-01-31
18008,7177,148,1,Damaged,2025-01-18
2344,943,47,1,Not Needed,2025-10-01
29882,11929,18,1,Damaged,2024-04-05
13013,5183,92,1,Not Needed,2025-10-23
18642,7439,174,1,Not Needed,2025-04-03
12721,5063,174,1,Not Needed,2025-09-19
19623,7832,41,1,Late Delivery,2024-05-05
25435,10167,67,1,Damaged,2024-04-11
13039,5192,127,1,Damaged,2026-01-20
18985,7578,66,1,Not Needed,2024-09-15
13304,5297,30,1,Late Delivery,2024-06-06
13382,5326,24,1,Not Needed,2025-09-21
4633,1858,52,1,Damaged,2024-09-01
8115,3238,53,1,Damaged,2024-05-06
12129,4828,40,1,Late Delivery,2024-08-20
19324,7714,11,1,Late Delivery,2024-11-09
13958,5554,175,1,Wrong Size,2024-09-02
15537,6189,117,1,Wrong Size,2024-05-24
9849,3920,19,1,Wrong Size,2025-01-10
10354,4121,135,1,Damaged,2024-03-19
22889,9169,162,1,Damaged,2024-10-06
10077,4005,49,1,Not Needed,2024-04-11
17458,6961,78,1,Damaged,2025-01-17
23810,9537,160,1,Not Needed,2024-02-03
16553,6599,57,1,Not Needed,2025-06-19
13809,5493,150,1,Not Needed,2024-03-19
29369,11715,103,1,Late Delivery,2024-06-19
619,257,45,1,Damaged,2024-08-23
24518,9811,117,1,Late Delivery,2025-03-16
28119,11229,174,1,Damaged,2025-09-17
14540,5803,79,1,Damaged,2024-08-25
9786,3895,31,1,Wrong Size,2026-01-25
54,22,59,1,Wrong Size,2024-03-23
18288,7298,55,1,Late Delivery,2025-05-16
8779,3493,30,1,Not Needed,2024-04-07
22719,9099,94,1,Damaged,2025-08-21
9712,3867,60,1,Wrong Size,2024-03-24
15092,6014,68,1,Late Delivery,2024-02-11
5304,2129,101,1,Not Needed,2025-10-03
25232,10086,145,1,Not Needed,2024-08-01
9111,3619,2,1,Wrong Size,2025-12-22
10235,4071,89,1,Not Needed,2025-03-06
28539,11391,163,1,Not Needed,2024-06-24
11658,4634,24,1,Late Delivery,2024-09-21
28193,11261,107,1,Damaged,2025-02-09
14855,5923,7,1,Wrong Size,2024-01-11
29388,11722,94,1,Late Delivery,2025-11-12
5103,2046,177,1,Not Needed,2024-11-02
15313,6100,34,1,Late Delivery,2025-01-11
4681,1878,46,1,Wrong Size,2025-08-23
7062,2823,73,1,Not Needed,2024-10-05
27779,11092,113,1,Not Needed,2024-04-29
21379,8543,98,1,Wrong Size,2025-01-08
23721,9506,122,1,Damaged,2025-01-14
24183,9685,44,1,Late Delivery,2025-03-18
28602,11413,112,1,Wrong Size,2025-08-19
27805,11101,152,1,Wrong Size,2024-07-10
28947,11552,61,1,Damaged,2025-05-04
26723,10675,21,1,Late Delivery,2025-11-05
2947,1190,20,1,Late Delivery,2025-07-12
10654,4233,50,1,Wrong Size,2025-01-22
4450,1783,91,1,Damaged,2025-01-11
5252,2105,45,1,Late Delivery,2024-06-02
21829,8721,97,1,Damaged,2024-03-08
11010,4373,87,1,Damaged,2025-12-17
14190,5653,145,1,Not Needed,2024-09-09
3290,1324,91,1,Damaged,2025-06-07
20623,8234,72,1,Late Delivery,2026-01-04
23822,9542,1,1,Damaged,2024-04-11
22903,9173,41,1,Damaged,2024-10-31
19014,7587,176,1,Wrong Size,2025-07-31
29268,11676,14,1,Wrong Size,2024-01-30
27934,11149,51,1,Not Needed,2024-05-09
26586,10626,149,1,Damaged,2025-10-06
27986,11171,108,1,Not Needed,2025-11-11
29258,11671,58,1,Damaged,2024-12-16
23417,9382,22,1,Wrong Size,2025-09-08
2536,1021,2,1,Not Needed,2024-10-06
8192,3268,53,1,Wrong Size,2025-06-06
13800,5489,44,1,Wrong Size,2024-04-01
26898,10744,21,1,Damaged,2024-04-05
13070,5204,35,1,Wrong Size,2025-07-12
3209,1295,167,1,Not Needed,2025-01-03
18293,7300,18,1,Damaged,2024-08-20
18817,7510,63,1,Late Delivery,2024-01-16
29017,11578,178,1,Damaged,2025-08-17
18489,7375,145,1,Damaged,2025-11-21
27115,10826,117,1,Wrong Size,2024-02-12
11340,4504,48,1,Not Needed,2025-05-05
6843,2739,149,1,Late Delivery,2024-07-22
10386,4133,130,1,Not Needed,2025-11-20
17527,6985,102,1,Not Needed,2024-11-20
4636,1860,102,1,Damaged,2024-06-10
26298,10516,149,1,Late Delivery,2025-11-16
1402,570,60,1,Not Needed,2025-04-02
14098,5611,90,1,Wrong Size,2025-08-28
25874,10347,87,1,Not Needed,2025-09-02
25893,10354,162,1,Damaged,2024-07-08
2051,826,48,1,Damaged,2024-02-05
12009,4776,105,1,Not Needed,2024-11-01
15353,6118,87,1,Late Delivery,2024-05-22
8294,3310,70,1,Damaged,2024-04-23
9865,3926,143,1,Damaged,2025-10-04
431,182,66,1,Damaged,2024-07-05
19584,7815,142,1,Wrong Size,2024-07-07
12706,5057,46,1,Not Needed,2025-12-10
2284,921,38,1,Not Needed,2025-01-12
21946,8768,161,1,Damaged,2024-07-23
19816,7906,90,1,Damaged,2025-01-31
7195,2870,44,1,Not Needed,2025-04-03
28717,11457,5,1,Damaged,2025-05-29
20368,8133,125,1,Damaged,2025-01-01
16669,6643,120,1,Damaged,2024-04-23
18744,7480,2,1,Not Needed,2024-05-02
9990,3974,143,1,Wrong Size,2025-01-19
11152,4428,22,1,Late Delivery,2025-11-14
13052,5196,87,1,Damaged,2024-03-22
5107,2048,88,1,Damaged,2025-07-29
11277,4478,21,1,Wrong Size,2024-03-19
9433,3752,180,1,Not Needed,2024-12-21
17076,6810,10,1,Wrong Size,2024-06-03
19649,7841,96,1,Damaged,2024-05-16
22132,8849,70,1,Damaged,2024-04-20
21751,8690,170,1,Wrong Size,2024-10-31
22163,8862,133,1,Not Needed,2025-10-16
1184,481,136,1,Damaged,2024-03-12
15542,6191,108,1,Wrong Size,2024-04-09
24157,9675,106,1,Not Needed,2024-08-27
3966,1595,164,1,Wrong Size,2025-09-06
9099,3615,98,1,Damaged,2024-05-23
2582,1040,36,1,Late Delivery,2025-03-11
22733,9105,83,1,Damaged,2025-09-24
29932,11950,163,1,Wrong Size,2025-01-26
9471,3771,71,1,Late Delivery,2024-04-02
19956,7967,124,1,Damaged,2024-08-27
9943,3956,142,1,Wrong Size,2025-06-01
3358,1351,177,1,Not Needed,2024-02-08
11271,4476,35,1,Damaged,2024-01-23
3183,1283,42,1,Not Needed,2025-05-09
7100,2839,9,1,Damaged,2024-10-01
7376,2948,92,1,Damaged,2025-06-09
1912,772,18,1,Wrong Size,2025-12-10
14777,5892,69,1,Damaged,2025-06-12
17674,7047,139,1,Damaged,2025-08-02
27627,11029,51,1,Late Delivery,2024-04-03
15368,6124,161,1,Wrong Size,2025-05-04
20932,8357,30,1,Not Needed,2025-06-10
14733,5874,168,1,Late Delivery,2025-08-11
29805,11894,25,1,Damaged,2024-08-22
23787,9529,102,1,Late Delivery,2025-08-30
12610,5019,117,1,Not Needed,2026-01-21
18198,7262,138,1,Wrong Size,2024-05-25
1729,703,38,1,Late Delivery,2024-07-27
23606,9460,128,1,Damaged,2025-11-13
4679,1877,167,1,Wrong Size,2025-10-14
12803,5098,20,1,Damaged,2025-03-25
499,208,123,1,Late Delivery,2025-02-21
7721,3085,133,1,Late Delivery,2025-11-01
9804,3902,2,1,Not Needed,2025-03-05
19817,7906,111,1,Wrong Size,2024-11-06
295,123,118,1,Not Needed,2024-08-07
8555,3406,1,1,Not Needed,2026-01-02
21149,8442,86,1,Not Needed,2024-12-06
18001,7175,37,1,Wrong Size,2025-06-06
27456,10955,50,1,Damaged,2025-07-04
343,147,120,1,Late Delivery,2024-10-25
12369,4920,59,1,Damaged,2024-02-03
13033,5190,10,1,Not Needed,2024-12-10
2315,933,131,1,Not Needed,2025-11-03
4392,1762,91,1,Damaged,2024-10-24
24189,9687,4,1,Damaged,2024-06-29
1179,479,180,1,Wrong Size,2024-03-04
11209,4451,1,1,Late Delivery,2024-10-20
22894,9170,123,1,Damaged,2024-06-13
16230,6473,163,1,Wrong Size,2024-12-28
5060,2030,119,1,Damaged,2024-01-31
10028,3987,53,1,Wrong Size,2024-07-30
26342,10532,89,1,Not Needed,2024-03-17
13546,5387,131,1,Damaged,2024-09-25
29925,11948,32,1,Late Delivery,2025-10-21
8846,3518,121,1,Wrong Size,2024-03-07
5362,2155,66,1,Damaged,2025-10-12
8737,3477,58,1,Damaged,2025-05-29
27426,10944,45,1,Damaged,2024-05-12
19458,7768,83,1,Not Needed,2024-11-15
14354,5722,39,1,Late Delivery,2024-06-14
8501,3386,138,1,Late Delivery,2025-04-26
20898,8344,138,1,Damaged,2024-05-19
8600,3426,11,1,Not Needed,2024-09-16
29440,11744,143,1,Late Delivery,2024-02-22
6509,2599,161,1,Wrong Size,2025-07-13
20917,8351,119,1,Damaged,2025-05-17
4861,1946,177,1,Late Delivery,2024-04-19
25148,10056,21,1,Wrong Size,2025-01-25
5676,2269,164,1,Damaged,2024-12-15
26724,10676,89,1,Damaged,2024-09-05
26545,10609,112,1,Late Delivery,2025-02-08
7039,2814,92,1,Not Needed,2024-05-04
4306,1733,32,1,Damaged,2025-12-24
9534,3795,73,1,Not Needed,2024-06-25
9627,3834,177,1,Not Needed,2025-01-17
10045,3994,91,1,Late Delivery,2024-03-26
18786,7496,5,1,Damaged,2025-11-01
19323,7713,144,1,Wrong Size,2024-12-14
26093,10438,6,1,Damaged,2025-12-15
13592,5408,159,1,Damaged,2024-10-22
2710,1095,101,1,Damaged,2024-06-07
17325,6909,33,1,Damaged,2025-07-31
6774,2711,5,1,Wrong Size,2025-08-08
8087,3229,56,1,Not Needed,2025-11-19
4130,1662,67,1,Not Needed,2025-04-05
29383,11721,104,1,Wrong Size,2025-08-31
11796,4688,6,1,Wrong Size,2025-07-07
6088,2439,97,1,Damaged,2025-10-26
18430,7353,50,1,Damaged,2024-07-04
836,341,33,1,Not Needed,2024-03-17
24940,9976,100,1,Late Delivery,2026-01-14
13098,5217,30,1,Not Needed,2026-01-10
27002,10782,17,1,Late Delivery,2025-10-24
8117,3240,148,1,Not Needed,2025-09-02
7652,3056,33,1,Damaged,2025-01-02
15836,6311,157,1,Late Delivery,2025-08-23
29602,11809,100,1,Damaged,2024-08-07
4796,1920,37,1,Not Needed,2025-03-11
25530,10207,98,1,Not Needed,2024-10-25
13964,5556,86,1,Not Needed,2025-12-03
6679,2671,158,1,Damaged,2025-08-03
24318,9734,148,1,Not Needed,2025-11-25
29667,11836,146,1,Damaged,2025-04-15
29940,11954,96,1,Late Delivery,2024-11-27
23314,9347,32,1,Not Needed,2024-09-01
19365,7729,51,1,Late Delivery,2025-02-21
2816,1136,34,1,Wrong Size,2025-04-10
27965,11159,153,1,Damaged,2024-09-12
27519,10984,146,1,Damaged,2025-06-16
6287,2513,104,1,Wrong Size,2024-06-23
1562,633,145,1,Wrong Size,2025-11-25
12345,4911,120,1,Not Needed,2025-11-18
3122,1260,68,1,Late Delivery,2025-03-28
20867,8334,149,1,Not Needed,2025-08-04
3293,1326,134,1,Damaged,2024-06-21
19734,7876,102,1,Damaged,2024-03-25
25067,10026,102,1,Wrong Size,2024-05-20
24601,9843,90,1,Damaged,2025-07-11
12485,4969,77,1,Not Needed,2025-02-02
8618,3434,170,1,Late Delivery,2024-03-09
26208,10484,82,1,Wrong Size,2024-03-13
20593,8223,71,1,Wrong Size,2025-04-09
5029,2015,68,1,Not Needed,2026-01-05
28289,11295,133,1,Not Needed,2025-12-23
27048,10799,132,1,Late Delivery,2024-10-22
19824,7909,27,1,Damaged,2025-08-10
5596,2239,26,1,Wrong Size,2025-02-15
19074,7612,119,1,Wrong Size,2025-02-27
16591,6615,129,1,Wrong Size,2025-04-23
15145,6035,62,1,Damaged,2025-03-27
3850,1546,97,1,Not Needed,2025-01-14
11139,4424,55,1,Damaged,2024-02-16
29166,11638,140,1,Wrong Size,2024-06-19
8219,3278,173,1,Damaged,2025-03-01
11068,4395,87,1,Damaged,2024-11-13
25790,10316,107,1,Damaged,2025-09-09
15742,6273,20,1,Damaged,2025-09-16
25522,10203,80,1,Damaged,2024-03-22
8985,3575,159,1,Late Delivery,2025-04-14
26626,10641,62,1,Damaged,2024-09-10
29534,11782,68,1,Damaged,2024-02-19
16307,6502,82,1,Wrong Size,2024-12-16
9469,3769,147,1,Wrong Size,2024-10-28
18428,7352,68,1,Late Delivery,2025-11-27
10688,4247,44,1,Not Needed,2025-06-27
24871,9947,25,1,Damaged,2025-06-04
22882,9167,152,1,Not Needed,2024-06-15
9278,3689,111,1,Wrong Size,2024-09-05
15365,6123,105,1,Wrong Size,2025-07-16
14484,5779,105,1,Wrong Size,2024-08-29
13236,5270,112,1,Late Delivery,2024-10-11
6141,2461,52,1,Not Needed,2025-07-20
8525,3393,9,1,Damaged,2025-02-12
28073,11209,47,1,Damaged,2025-02-15
17457,6960,175,1,Damaged,2024-08-31
28748,11470,59,1,Not Needed,2024-07-10
19930,7955,61,1,Wrong Size,2025-02-15
18625,7429,114,1,Late Delivery,2024-02-23
4676,1876,166,1,Damaged,2025-08-18
27387,10927,93,1,Late Delivery,2025-10-04
12873,5125,83,1,Damaged,2024-12-07
23711,9503,124,1,Damaged,2024-09-21
7740,3092,157,1,Damaged,2024-09-17
10454,4158,178,1,Late Delivery,2024-02-07
12828,5107,160,1,Late Delivery,2025-11-23
29668,11836,168,1,Wrong Size,2025-02-01
4562,1828,153,1,Damaged,2024-07-07
24701,9881,70,1,Wrong Size,2024-04-30
7414,2963,137,1,Wrong Size,2024-07-12
16852,6719,135,1,Damaged,2024-12-05
17521,6984,160,1,Wrong Size,2024-09-10
6674,2669,35,1,Not Needed,2024-06-03
19325,7714,3,1,Not Needed,2024-02-08
4093,1649,131,1,Wrong Size,2025-12-26
8025,3206,116,1,Damaged,2024-09-07
28870,11522,87,1,Damaged,2025-01-23
19033,7593,40,1,Wrong Size,2025-02-02
10105,4017,143,1,Late Delivery,2024-09-26
17038,6792,2,1,Damaged,2024-05-24
20611,8231,167,1,Late Delivery,2025-09-11
20999,8384,62,1,Late Delivery,2025-01-21
5158,2068,146,1,Wrong Size,2024-09-17
24691,9878,116,1,Not Needed,2024-08-18
29179,11642,60,1,Wrong Size,2025-10-05
17489,6971,160,1,Damaged,2025-12-18
10999,4367,20,1,Wrong Size,2025-11-13
27270,10885,38,1,Wrong Size,2025-10-15
9820,3909,92,1,Not Needed,2024-04-08
5903,2363,74,1,Wrong Size,2024-09-08
12747,5075,53,1,Wrong Size,2024-05-15
21514,8596,157,1,Wrong Size,2025-06-03
4190,1688,26,1,Damaged,2025-11-10
7832,3130,82,1,Not Needed,2024-09-28
3139,1267,164,1,Not Needed,2024-09-24
20163,8051,121,1,Damaged,2024-08-23
25058,10022,2,1,Wrong Size,2025-03-01
6161,2470,175,1,Damaged,2026-01-11
35,13,180,1,Damaged,2024-02-01
20361,8129,81,1,Damaged,2025-09-09
16108,6422,38,1,Damaged,2024-04-01
20202,8066,86,1,Damaged,2024-12-26
27110,10824,17,1,Wrong Size,2025-04-29
277,115,18,1,Late Delivery,2024-09-23
4049,1634,163,1,Not Needed,2024-05-19
10995,4366,122,1,Damaged,2024-08-26
3756,1512,95,1,Wrong Size,2025-07-15
19920,7949,34,1,Late Delivery,2025-06-12
26902,10745,29,1,Late Delivery,2025-10-02
22996,9215,166,1,Damaged,2024-12-15
23769,9523,12,1,Wrong Size,2025-03-12
3105,1252,119,1,Wrong Size,2025-08-01
21950,8770,35,1,Not Needed,2025-02-16
25766,10306,15,1,Wrong Size,2025-05-05
17498,6975,47,1,Damaged,2025-03-21
5727,2288,25,1,Late Delivery,2025-01-02
5211,2090,36,1,Damaged,2024-09-28
27738,11076,42,1,Damaged,2024-10-01
20743,8282,51,1,Wrong Size,2024-05-16
10914,4332,99,1,Damaged,2024-10-01
11331,4501,118,1,Wrong Size,2025-05-08
13892,5527,143,1,Wrong Size,2024-09-03
8688,3460,106,1,Wrong Size,2025-11-23
7012,2804,104,1,Wrong Size,2024-12-14
15082,6011,19,1,Late Delivery,2024-11-07
21955,8772,18,1,Wrong Size,2024-06-02
11586,4607,146,1,Wrong Size,2025-07-02
7019,2807,19,1,Not Needed,2025-10-30
26894,10743,54,1,Not Needed,2025-08-31
24083,9645,172,1,Damaged,2024-10-15
11869,4715,121,1,Wrong Size,2024-02-03
14696,5859,157,1,Wrong Size,2025-11-21
9652,3842,93,1,Wrong Size,2024-04-21
11060,4391,93,1,Damaged,2024-06-07
