payment_id,order_id,payment_ts,payment_method,payment_status,payment_amount
PAY0000875,ORD0000875,2026-02-18 06:48:00,card,completed,2135.47
PAY0000876,ORD0000876,2026-04-23 20:48:00,bank_transfer,completed,1070.64
PAY0000877,ORD0000877,2026-03-06 06:55:00,gift_card,completed,152.62
PAY0000878,ORD0000878,2026-02-25 20:43:00,gift_card,completed,1467.69
PAY0000879,ORD0000879,2026-01-31 23:44:00,gift_card,completed,2357.76
PAY0000880,ORD0000880,2026-02-01 17:48:00,gift_card,completed,1649.73
PAY0000881,ORD0000881,2026-03-30 15:01:00,gift_card,completed,1385.39
PAY0000882,ORD0000882,2026-03-20 03:21:00,wallet,completed,1613.09
PAY0000883,ORD0000883,2026-04-23 00:25:00,card,completed,1132.56
PAY0000884,ORD0000884,2026-04-23 22:48:00,gift_card,completed,412.34
PAY0000885,ORD0000885,2026-04-18 08:14:00,card,completed,989.45
PAY0000886,ORD0000886,2026-02-19 07:46:00,gift_card,completed,1665.17
PAY0000887,ORD0000887,2026-01-29 21:24:00,bank_transfer,completed,344.58
PAY0000888,ORD0000888,2026-02-23 01:04:00,bank_transfer,refunded,1473.53
PAY0000889,ORD0000889,2026-03-03 18:05:00,gift_card,completed,1138.42
PAY0000890,ORD0000890,2026-02-20 07:15:00,gift_card,completed,1334.09
PAY0000891,ORD0000891,2026-03-29 20:50:00,wallet,completed,1461.8
PAY0000892,ORD0000892,2026-02-03 14:10:00,gift_card,completed,828.91
PAY0000893,ORD0000893,2026-02-09 22:37:00,card,refunded,1453.28
PAY0000894,ORD0000894,2026-03-19 11:47:00,gift_card,completed,2430.02
PAY0000895,ORD0000895,2026-02-25 18:33:00,bank_transfer,completed,1127.3
PAY0000896,ORD0000896,2026-02-06 08:29:00,bank_transfer,completed,2189.64
PAY0000897,ORD0000897,2026-02-13 14:16:00,bank_transfer,completed,1103.9
PAY0000898,ORD0000898,2026-02-11 02:17:00,gift_card,completed,1294.84
PAY0000899,ORD0000899,2026-02-07 16:04:00,bank_transfer,completed,339.21
PAY0000900,ORD0000900,2026-01-26 09:51:00,card,refunded,2147.58
PAY0000901,ORD0000901,2026-01-31 01:18:00,bank_transfer,completed,1685.49
PAY0000902,ORD0000902,2026-04-04 15:43:00,card,completed,26.08
PAY0000903,ORD0000903,2026-03-25 06:35:00,bank_transfer,completed,728.91
PAY0000904,ORD0000904,2026-04-04 12:55:00,gift_card,completed,777.57
PAY0000905,ORD0000905,2026-02-04 18:51:00,card,completed,1037.67
PAY0000906,ORD0000906,2026-02-28 14:16:00,wallet,completed,1317.28
PAY0000907,ORD0000907,2026-02-04 04:37:00,wallet,completed,1149.37
PAY0000908,ORD0000908,2026-03-27 17:07:00,gift_card,completed,375.96
PAY0000909,ORD0000909,2026-02-09 09:57:00,card,refunded,1186.52
PAY0000910,ORD0000910,2026-02-13 09:13:00,wallet,completed,1601.23
PAY0000911,ORD0000911,2026-02-19 23:16:00,bank_transfer,completed,2060.49
PAY0000912,ORD0000912,2026-01-25 07:28:00,bank_transfer,refunded,772.2
PAY0000913,ORD0000913,2026-02-15 10:46:00,gift_card,completed,1869.07
PAY0000914,ORD0000914,2026-03-11 04:29:00,wallet,completed,454.62
PAY0000915,ORD0000915,2026-02-23 01:45:00,card,completed,1110.01
PAY0000916,ORD0000916,2026-04-18 06:41:00,bank_transfer,completed,482.61
PAY0000917,ORD0000917,2026-03-28 16:17:00,bank_transfer,completed,1503.29
PAY0000918,ORD0000918,2026-04-07 01:44:00,card,completed,663.91
PAY0000919,ORD0000919,2026-04-11 15:10:00,wallet,completed,1762.68
PAY0000920,ORD0000920,2026-03-05 15:32:00,bank_transfer,completed,160.4
PAY0000921,ORD0000921,2026-03-05 15:46:00,card,completed,169.75
PAY0000922,ORD0000922,2026-02-02 23:01:00,gift_card,completed,300.96
PAY0000923,ORD0000923,2026-03-19 21:36:00,gift_card,completed,1296.37
PAY0000924,ORD0000924,2026-01-28 14:20:00,wallet,completed,252.74
PAY0000925,ORD0000925,2026-03-30 05:47:00,gift_card,completed,760.4
PAY0000926,ORD0000926,2026-03-14 04:19:00,card,completed,2166.55
PAY0000927,ORD0000927,2026-02-13 14:19:00,gift_card,completed,457.72
PAY0000928,ORD0000928,2026-02-28 11:47:00,bank_transfer,completed,1472.04
PAY0000929,ORD0000929,2026-04-10 12:53:00,card,completed,2065.75
PAY0000930,ORD0000930,2026-03-06 18:15:00,wallet,completed,389.43
PAY0000931,ORD0000931,2026-02-12 20:12:00,card,completed,416.53
PAY0000932,ORD0000932,2026-04-20 06:14:00,gift_card,completed,1762.98
PAY0000933,ORD0000933,2026-03-17 08:16:00,card,completed,2177.95
PAY0000934,ORD0000934,2026-03-21 23:27:00,gift_card,completed,905.66
PAY0000935,ORD0000935,2026-01-31 17:18:00,card,completed,2095.86
PAY0000936,ORD0000936,2026-02-03 05:14:00,card,completed,626.79
PAY0000937,ORD0000937,2026-02-27 22:58:00,bank_transfer,completed,1102.82
PAY0000938,ORD0000938,2026-03-13 23:37:00,wallet,completed,617.23
PAY0000939,ORD0000939,2026-02-16 17:09:00,gift_card,completed,249.78
PAY0000940,ORD0000940,2026-02-09 17:29:00,card,completed,1461.69
PAY0000941,ORD0000941,2026-04-20 05:19:00,card,completed,1021.26
PAY0000942,ORD0000942,2026-02-15 16:40:00,bank_transfer,completed,1540.42
PAY0000943,ORD0000943,2026-04-11 14:56:00,wallet,completed,251.76
PAY0000944,ORD0000944,2026-03-01 14:49:00,card,completed,2190.25
PAY0000945,ORD0000945,2026-03-20 08:41:00,gift_card,completed,672.1
PAY0000946,ORD0000946,2026-03-05 21:12:00,bank_transfer,completed,1062.81
PAY0000947,ORD0000947,2026-04-22 12:22:00,bank_transfer,completed,811.29
PAY0000948,ORD0000948,2026-04-11 16:14:00,card,completed,481.36
PAY0000949,ORD0000949,2026-02-06 09:06:00,card,completed,909.42
PAY0000950,ORD0000950,2026-02-03 17:58:00,wallet,completed,1315.42
PAY0000951,ORD0000951,2026-01-26 13:01:00,card,completed,859.88
PAY0000952,ORD0000952,2026-03-22 04:58:00,card,completed,18.28
PAY0000953,ORD0000953,2026-04-06 02:57:00,card,completed,1743.56
PAY0000954,ORD0000954,2026-02-09 22:46:00,card,completed,1121.31
PAY0000955,ORD0000955,2026-03-05 05:57:00,bank_transfer,completed,1290.43
PAY0000956,ORD0000956,2026-02-01 08:44:00,gift_card,completed,2752.77
PAY0000957,ORD0000957,2026-04-23 17:29:00,card,completed,182.24
PAY0000958,ORD0000958,2026-02-23 20:55:00,card,completed,249.78
PAY0000959,ORD0000959,2026-03-16 00:49:00,wallet,completed,1519.6
PAY0000960,ORD0000960,2026-04-06 15:14:00,wallet,refunded,128.31
PAY0000961,ORD0000961,2026-02-02 06:09:00,gift_card,completed,1584.05
PAY0000962,ORD0000962,2026-04-23 08:44:00,wallet,completed,1066.33
PAY0000963,ORD0000963,2026-04-13 19:44:00,wallet,completed,655.28
PAY0000964,ORD0000964,2026-02-15 13:03:00,bank_transfer,completed,317.2
PAY0000965,ORD0000965,2026-03-31 09:39:00,bank_transfer,completed,1127.05
PAY0000966,ORD0000966,2026-02-28 14:35:00,wallet,completed,724.06
PAY0000967,ORD0000967,2026-03-23 18:02:00,card,completed,1184.92
PAY0000968,ORD0000968,2026-04-05 20:27:00,card,completed,156.78
PAY0000969,ORD0000969,2026-03-23 16:43:00,bank_transfer,completed,2097.17
PAY0000970,ORD0000970,2026-03-27 21:22:00,bank_transfer,completed,1712.71
PAY0000971,ORD0000971,2026-04-11 21:34:00,wallet,refunded,1509.38
PAY0000972,ORD0000972,2026-02-06 11:07:00,card,completed,671.09
PAY0000973,ORD0000973,2026-02-27 00:25:00,gift_card,completed,218.72
PAY0000974,ORD0000974,2026-03-07 19:42:00,wallet,completed,1812.72
PAY0000975,ORD0000975,2026-03-15 16:25:00,gift_card,completed,20.7
PAY0000976,ORD0000976,2026-03-19 13:12:00,bank_transfer,completed,2166.03
PAY0000977,ORD0000977,2026-04-23 00:46:00,bank_transfer,failed,1774.92
PAY0000978,ORD0000978,2026-03-16 20:47:00,bank_transfer,completed,72.4
PAY0000979,ORD0000979,2026-03-16 20:52:00,card,completed,504.65
PAY0000980,ORD0000980,2026-02-25 21:03:00,bank_transfer,completed,115.04
PAY0000981,ORD0000981,2026-04-03 11:49:00,wallet,completed,593.67
PAY0000982,ORD0000982,2026-02-01 07:05:00,wallet,completed,370.65
PAY0000983,ORD0000983,2026-04-22 03:39:00,bank_transfer,completed,2525.42
PAY0000984,ORD0000984,2026-04-18 05:21:00,card,completed,909.42
PAY0000985,ORD0000985,2026-04-11 01:31:00,card,completed,3267.23
PAY0000986,ORD0000986,2026-03-27 06:12:00,gift_card,completed,2950.82
PAY0000987,ORD0000987,2026-02-07 02:54:00,bank_transfer,completed,396.41
PAY0000988,ORD0000988,2026-02-04 09:09:00,bank_transfer,completed,58.08
PAY0000989,ORD0000989,2026-02-23 22:06:00,bank_transfer,completed,541.51
PAY0000990,ORD0000990,2026-01-31 16:55:00,card,completed,973.23
PAY0000991,ORD0000991,2026-03-17 17:14:00,gift_card,completed,205.66
PAY0000992,ORD0000992,2026-02-25 10:45:00,bank_transfer,completed,779.14
PAY0000993,ORD0000993,2026-02-08 06:03:00,bank_transfer,completed,620.78
PAY0000994,ORD0000994,2026-04-12 05:50:00,bank_transfer,completed,1824.13
PAY0000995,ORD0000995,2026-01-31 09:32:00,wallet,completed,336.9
PAY0000996,ORD0000996,2026-04-10 01:36:00,gift_card,completed,198.45
PAY0000997,ORD0000997,2026-03-20 06:52:00,bank_transfer,completed,239.04
PAY0000998,ORD0000998,2026-03-05 13:13:00,bank_transfer,completed,1239.28
PAY0000999,ORD0000999,2026-03-07 02:58:00,card,completed,1529.04
PAY0001000,ORD0001000,2026-03-31 05:32:00,gift_card,completed,2028.96
PAY0001001,ORD0001001,2026-02-23 21:30:00,bank_transfer,completed,415.41
PAY0001002,ORD0001002,2026-01-30 04:56:00,bank_transfer,completed,1111.64
PAY0001003,ORD0001003,2026-04-03 14:47:00,gift_card,completed,1321.46
PAY0001004,ORD0001004,2026-02-13 12:54:00,gift_card,completed,1183.51
PAY0001005,ORD0001005,2026-01-28 20:53:00,card,completed,1115.16
PAY0001006,ORD0001006,2026-02-15 08:32:00,bank_transfer,completed,365.07
PAY0001007,ORD0001007,2026-03-10 03:13:00,wallet,completed,2005.58
PAY0001008,ORD0001008,2026-02-14 23:56:00,wallet,completed,249.78
PAY0001009,ORD0001009,2026-03-07 19:43:00,gift_card,completed,2373.64
PAY0001010,ORD0001010,2026-04-05 13:54:00,card,completed,1636.73
PAY0001011,ORD0001011,2026-01-29 04:01:00,wallet,failed,2460.75
PAY0001012,ORD0001012,2026-04-23 00:29:00,wallet,completed,916.68
PAY0001013,ORD0001013,2026-04-23 12:58:00,gift_card,completed,1788.5
PAY0001014,ORD0001014,2026-02-01 23:54:00,card,completed,2116.84
PAY0001015,ORD0001015,2026-02-16 07:44:00,card,completed,604.58
PAY0001016,ORD0001016,2026-02-21 11:52:00,gift_card,completed,2054.19
PAY0001017,ORD0001017,2026-03-20 17:55:00,bank_transfer,completed,1292.94
PAY0001018,ORD0001018,2026-03-09 10:51:00,bank_transfer,completed,815.67
PAY0001019,ORD0001019,2026-02-07 12:06:00,card,refunded,1233.54
PAY0001020,ORD0001020,2026-04-15 20:39:00,wallet,completed,2785.65
PAY0001021,ORD0001021,2026-03-31 21:07:00,bank_transfer,completed,159.19
PAY0001022,ORD0001022,2026-02-23 04:47:00,gift_card,completed,1542.63
PAY0001023,ORD0001023,2026-02-16 06:07:00,wallet,completed,736.26
PAY0001024,ORD0001024,2026-02-05 01:19:00,wallet,refunded,411.41
PAY0001025,ORD0001025,2026-04-16 23:18:00,bank_transfer,completed,1464.21
PAY0001026,ORD0001026,2026-02-14 07:16:00,wallet,completed,1892.33
PAY0001027,ORD0001027,2026-01-28 20:45:00,gift_card,completed,1167.06
PAY0001028,ORD0001028,2026-04-08 23:08:00,bank_transfer,completed,156.84
PAY0001029,ORD0001029,2026-02-24 10:53:00,card,completed,321.73
PAY0001030,ORD0001030,2026-02-22 00:55:00,card,completed,2553.65
PAY0001031,ORD0001031,2026-03-31 03:59:00,card,completed,1472.31
PAY0001032,ORD0001032,2026-02-26 06:49:00,gift_card,completed,1442.23
PAY0001033,ORD0001033,2026-04-21 11:09:00,wallet,completed,1745.78
PAY0001034,ORD0001034,2026-02-02 21:09:00,wallet,completed,1754.29
PAY0001035,ORD0001035,2026-02-10 09:24:00,card,completed,946.37
PAY0001036,ORD0001036,2026-03-30 13:42:00,bank_transfer,completed,1610.93
PAY0001037,ORD0001037,2026-03-06 02:55:00,bank_transfer,completed,1808.03
PAY0001038,ORD0001038,2026-02-20 07:05:00,gift_card,completed,2252.04
PAY0001039,ORD0001039,2026-02-16 02:07:00,wallet,completed,706.8
PAY0001040,ORD0001040,2026-02-04 09:53:00,wallet,completed,1219.32
PAY0001041,ORD0001041,2026-04-02 09:59:00,card,completed,1737.4
PAY0001042,ORD0001042,2026-03-23 02:58:00,card,completed,2399.87
PAY0001043,ORD0001043,2026-02-10 10:56:00,wallet,completed,1727.21
PAY0001044,ORD0001044,2026-03-02 09:06:00,gift_card,completed,2829.74
PAY0001045,ORD0001045,2026-03-03 19:45:00,card,completed,199.24
PAY0001046,ORD0001046,2026-02-02 11:54:00,gift_card,completed,259.88
PAY0001047,ORD0001047,2026-03-24 14:17:00,wallet,completed,1639.94
PAY0001048,ORD0001048,2026-04-08 04:31:00,card,completed,181.17
PAY0001049,ORD0001049,2026-03-01 02:53:00,wallet,completed,2888.53
PAY0001050,ORD0001050,2026-03-18 09:52:00,bank_transfer,completed,2816.73
PAY0001051,ORD0001051,2026-03-30 18:50:00,gift_card,refunded,925.18
PAY0001052,ORD0001052,2026-01-26 18:33:00,card,completed,3865.72
PAY0001053,ORD0001053,2026-02-12 08:07:00,gift_card,completed,564.88
PAY0001054,ORD0001054,2026-03-07 06:58:00,card,completed,1625.85
PAY0001055,ORD0001055,2026-02-21 19:01:00,wallet,completed,142.24
PAY0001056,ORD0001056,2026-02-08 13:51:00,card,completed,3106.44
PAY0001057,ORD0001057,2026-03-08 08:39:00,wallet,refunded,179.64
PAY0001058,ORD0001058,2026-03-16 05:58:00,bank_transfer,completed,948.04
PAY0001059,ORD0001059,2026-01-28 08:33:00,bank_transfer,completed,1226.96
PAY0001060,ORD0001060,2026-04-13 04:27:00,wallet,completed,389.75
PAY0001061,ORD0001061,2026-03-31 06:50:00,card,completed,371.2
PAY0001062,ORD0001062,2026-02-01 00:52:00,wallet,completed,2063.13
PAY0001063,ORD0001063,2026-04-06 14:48:00,gift_card,completed,1084.42
PAY0001064,ORD0001064,2026-02-26 01:34:00,card,completed,1040.64
PAY0001065,ORD0001065,2026-02-12 10:09:00,wallet,completed,1214.48
PAY0001066,ORD0001066,2026-04-18 20:49:00,bank_transfer,completed,354.92
PAY0001067,ORD0001067,2026-03-09 10:51:00,wallet,completed,411.83
PAY0001068,ORD0001068,2026-02-07 22:56:00,gift_card,refunded,665.69
PAY0001069,ORD0001069,2026-02-25 20:39:00,gift_card,completed,1794.27
PAY0001070,ORD0001070,2026-01-25 09:47:00,bank_transfer,completed,1241.44
PAY0001071,ORD0001071,2026-03-05 20:27:00,gift_card,completed,2089.79
PAY0001072,ORD0001072,2026-02-02 18:32:00,card,completed,433.22
PAY0001073,ORD0001073,2026-02-17 18:50:00,gift_card,completed,2444.66
PAY0001074,ORD0001074,2026-03-31 22:41:00,bank_transfer,completed,2212.42
PAY0001075,ORD0001075,2026-04-03 00:16:00,bank_transfer,completed,1188.06
PAY0001076,ORD0001076,2026-04-07 10:47:00,bank_transfer,completed,2659.29
PAY0001077,ORD0001077,2026-02-24 02:26:00,gift_card,completed,1822.58
PAY0001078,ORD0001078,2026-04-22 06:18:00,bank_transfer,completed,1362.96
PAY0001079,ORD0001079,2026-03-14 01:59:00,bank_transfer,completed,455.21
PAY0001080,ORD0001080,2026-03-02 13:49:00,bank_transfer,completed,679.72
PAY0001081,ORD0001081,2026-02-17 07:35:00,card,completed,1803.36
PAY0001082,ORD0001082,2026-03-15 20:36:00,gift_card,completed,2427.38
PAY0001083,ORD0001083,2026-03-12 17:16:00,card,completed,1469.63
PAY0001084,ORD0001084,2026-02-07 23:10:00,gift_card,completed,693.01
PAY0001085,ORD0001085,2026-02-26 22:57:00,wallet,completed,1419.82
PAY0001086,ORD0001086,2026-03-19 12:17:00,card,completed,1425.29
PAY0001087,ORD0001087,2026-04-15 03:02:00,bank_transfer,refunded,360.8
PAY0001088,ORD0001088,2026-04-19 11:01:00,bank_transfer,refunded,555.65
PAY0001089,ORD0001089,2026-02-20 20:34:00,bank_transfer,completed,284.97
PAY0001090,ORD0001090,2026-03-04 10:13:00,bank_transfer,completed,1499.11
PAY0001091,ORD0001091,2026-03-26 11:06:00,wallet,completed,579.19
PAY0001092,ORD0001092,2026-03-12 09:28:00,bank_transfer,completed,1445.74
PAY0001093,ORD0001093,2026-03-07 17:23:00,card,completed,111.57
PAY0001094,ORD0001094,2026-02-01 19:17:00,card,completed,3012.58
PAY0001095,ORD0001095,2026-02-25 11:17:00,gift_card,completed,2039.23
PAY0001096,ORD0001096,2026-04-22 09:23:00,wallet,completed,1748.34
PAY0001097,ORD0001097,2026-03-18 00:10:00,bank_transfer,completed,1419.83
PAY0001098,ORD0001098,2026-04-11 02:15:00,gift_card,completed,664.91
PAY0001099,ORD0001099,2026-04-02 05:49:00,card,completed,3424.9
PAY0001100,ORD0001100,2026-04-19 23:03:00,bank_transfer,refunded,1868.93
PAY0001101,ORD0001101,2026-03-15 14:57:00,gift_card,completed,862.83
PAY0001102,ORD0001102,2026-02-13 04:09:00,bank_transfer,failed,1751.45
PAY0001103,ORD0001103,2026-02-12 20:10:00,wallet,completed,349.35
PAY0001104,ORD0001104,2026-04-01 03:06:00,bank_transfer,completed,772.83
PAY0001105,ORD0001105,2026-01-24 14:36:00,wallet,completed,1785.13
PAY0001106,ORD0001106,2026-03-16 13:26:00,wallet,completed,695.52
PAY0001107,ORD0001107,2026-01-30 10:33:00,wallet,completed,1988.42
PAY0001108,ORD0001108,2026-02-22 08:01:00,card,completed,1304.26
PAY0001109,ORD0001109,2026-02-09 06:25:00,bank_transfer,completed,328.24
PAY0001110,ORD0001110,2026-04-03 18:10:00,wallet,completed,2960.74
PAY0001111,ORD0001111,2026-04-07 11:56:00,card,completed,906.63
PAY0001112,ORD0001112,2026-03-16 12:03:00,bank_transfer,completed,2139.74
PAY0001113,ORD0001113,2026-03-28 18:38:00,gift_card,completed,2815.18
PAY0001114,ORD0001114,2026-03-26 01:36:00,gift_card,completed,912.58
PAY0001115,ORD0001115,2026-02-16 08:23:00,card,refunded,215.34
PAY0001116,ORD0001116,2026-03-14 03:33:00,wallet,completed,1373.29
PAY0001117,ORD0001117,2026-03-03 18:40:00,wallet,completed,1349.96
PAY0001118,ORD0001118,2026-03-12 21:40:00,bank_transfer,completed,1260.43
PAY0001119,ORD0001119,2026-02-18 22:02:00,wallet,completed,340.63
PAY0001120,ORD0001120,2026-03-03 12:09:00,gift_card,completed,1891.06
PAY0001121,ORD0001121,2026-02-28 18:34:00,gift_card,completed,3472.91
PAY0001122,ORD0001122,2026-04-09 10:11:00,gift_card,completed,721.6
PAY0001123,ORD0001123,2026-02-01 07:50:00,wallet,completed,225.58
PAY0001124,ORD0001124,2026-04-21 19:02:00,bank_transfer,completed,1606.62
PAY0001125,ORD0001125,2026-04-05 11:23:00,bank_transfer,completed,1803.43
PAY0001126,ORD0001126,2026-03-21 22:27:00,wallet,refunded,901.25
PAY0001127,ORD0001127,2026-04-08 13:43:00,bank_transfer,completed,220.58
PAY0001128,ORD0001128,2026-04-18 00:36:00,card,completed,1096.44
PAY0001129,ORD0001129,2026-04-09 01:16:00,bank_transfer,failed,1687.88
PAY0001130,ORD0001130,2026-03-07 04:34:00,card,completed,1059.83
PAY0001131,ORD0001131,2026-02-09 10:11:00,gift_card,completed,2615.69
PAY0001132,ORD0001132,2026-04-13 18:07:00,card,completed,372.4
PAY0001133,ORD0001133,2026-02-07 11:16:00,gift_card,completed,2606.4
PAY0001134,ORD0001134,2026-04-22 03:34:00,gift_card,completed,928.48
PAY0001135,ORD0001135,2026-03-19 15:30:00,card,completed,1682.63
PAY0001136,ORD0001136,2026-04-10 23:16:00,card,completed,472.85
PAY0001137,ORD0001137,2026-03-28 23:11:00,gift_card,completed,370.78
PAY0001138,ORD0001138,2026-03-10 13:20:00,card,completed,1089.57
PAY0001139,ORD0001139,2026-02-25 18:23:00,wallet,completed,1293.18
PAY0001140,ORD0001140,2026-03-06 02:27:00,gift_card,completed,1508.43
PAY0001141,ORD0001141,2026-03-23 17:53:00,gift_card,completed,606.98
PAY0001142,ORD0001142,2026-03-14 15:15:00,card,completed,944.36
PAY0001143,ORD0001143,2026-04-11 00:46:00,card,completed,2278.6
PAY0001144,ORD0001144,2026-03-20 08:35:00,card,completed,2398.55
PAY0001145,ORD0001145,2026-03-18 06:28:00,gift_card,completed,1796.46
PAY0001146,ORD0001146,2026-01-28 05:15:00,wallet,completed,2252.28
PAY0001147,ORD0001147,2026-02-26 00:14:00,gift_card,completed,811.44
PAY0001148,ORD0001148,2026-03-08 04:41:00,gift_card,completed,529.35
PAY0001149,ORD0001149,2026-04-01 07:58:00,gift_card,failed,1804.4
PAY0001150,ORD0001150,2026-04-14 17:24:00,gift_card,completed,1667.17
PAY0001151,ORD0001151,2026-02-02 12:02:00,wallet,completed,2213.78
PAY0001152,ORD0001152,2026-04-17 10:41:00,gift_card,completed,1614.36
PAY0001153,ORD0001153,2026-03-04 16:59:00,bank_transfer,completed,1472.31
PAY0001154,ORD0001154,2026-02-26 12:18:00,gift_card,completed,529.06
PAY0001155,ORD0001155,2026-02-27 13:47:00,wallet,completed,881.88
PAY0001156,ORD0001156,2026-04-19 22:34:00,card,completed,54.49
PAY0001157,ORD0001157,2026-02-24 17:40:00,wallet,failed,730.86
PAY0001158,ORD0001158,2026-04-07 07:30:00,wallet,completed,1377.1
PAY0001159,ORD0001159,2026-03-15 01:23:00,gift_card,completed,866.12
PAY0001160,ORD0001160,2026-03-28 01:40:00,card,completed,1353.84
PAY0001161,ORD0001161,2026-03-08 05:18:00,card,completed,796.34
PAY0001162,ORD0001162,2026-03-17 10:53:00,wallet,completed,351.38
PAY0001163,ORD0001163,2026-02-02 02:29:00,gift_card,completed,2517.31
PAY0001164,ORD0001164,2026-04-20 02:14:00,gift_card,completed,442.02
PAY0001165,ORD0001165,2026-03-03 11:02:00,wallet,completed,591.11
PAY0001166,ORD0001166,2026-02-11 21:28:00,wallet,completed,1596.05
PAY0001167,ORD0001167,2026-02-04 21:08:00,bank_transfer,failed,914.3
PAY0001168,ORD0001168,2026-03-08 10:37:00,gift_card,completed,1726.49
PAY0001169,ORD0001169,2026-02-28 17:16:00,wallet,completed,339.87
PAY0001170,ORD0001170,2026-02-12 03:05:00,wallet,completed,639.86
PAY0001171,ORD0001171,2026-02-04 10:19:00,wallet,completed,1734.31
PAY0001172,ORD0001172,2026-04-04 00:07:00,wallet,completed,1204.48
PAY0001173,ORD0001173,2026-02-24 04:38:00,bank_transfer,completed,773.1
PAY0001174,ORD0001174,2026-02-05 21:53:00,bank_transfer,completed,1994.48
PAY0001175,ORD0001175,2026-03-05 01:38:00,wallet,completed,558.07
PAY0001176,ORD0001176,2026-04-20 09:11:00,gift_card,completed,149.1
PAY0001177,ORD0001177,2026-03-11 06:33:00,card,failed,2231.69
PAY0001178,ORD0001178,2026-04-19 06:06:00,card,completed,1933.86
PAY0001179,ORD0001179,2026-04-04 01:03:00,gift_card,completed,334.15
PAY0001180,ORD0001180,2026-04-01 03:28:00,wallet,completed,370.78
PAY0001181,ORD0001181,2026-02-12 14:38:00,wallet,completed,1774.91
PAY0001182,ORD0001182,2026-02-01 11:36:00,gift_card,refunded,1962.83
PAY0001183,ORD0001183,2026-02-12 14:23:00,bank_transfer,completed,1994.67
PAY0001184,ORD0001184,2026-04-23 08:33:00,wallet,completed,1656.64
PAY0001185,ORD0001185,2026-02-27 07:53:00,wallet,completed,1952.31
PAY0001186,ORD0001186,2026-02-25 15:31:00,bank_transfer,completed,348.41
PAY0001187,ORD0001187,2026-04-21 20:48:00,bank_transfer,completed,1248.84
PAY0001188,ORD0001188,2026-01-26 22:53:00,card,completed,1096.95
PAY0001189,ORD0001189,2026-03-30 14:12:00,wallet,completed,986.46
PAY0001190,ORD0001190,2026-04-06 19:09:00,bank_transfer,completed,817.52
PAY0001191,ORD0001191,2026-02-06 05:34:00,wallet,completed,3499.75
PAY0001192,ORD0001192,2026-04-15 08:39:00,card,completed,88.33
PAY0001193,ORD0001193,2026-02-07 17:44:00,wallet,completed,851.01
PAY0001194,ORD0001194,2026-01-24 18:19:00,wallet,completed,1484.55
PAY0001195,ORD0001195,2026-03-05 19:48:00,card,completed,2083.38
PAY0001196,ORD0001196,2026-02-14 06:42:00,bank_transfer,completed,1195.44
PAY0001197,ORD0001197,2026-04-10 12:11:00,wallet,completed,1159.24
PAY0001198,ORD0001198,2026-03-12 12:26:00,gift_card,completed,1296.8
PAY0001199,ORD0001199,2026-04-11 00:07:00,bank_transfer,completed,3199.4
PAY0001200,ORD0001200,2026-03-18 13:18:00,gift_card,completed,1119.35
PAY0001201,ORD0001201,2026-02-22 01:24:00,bank_transfer,completed,568.92
PAY0001202,ORD0001202,2026-03-17 21:46:00,gift_card,completed,1097.9
PAY0001203,ORD0001203,2026-04-20 23:06:00,card,completed,1589.56
PAY0001204,ORD0001204,2026-03-14 03:09:00,gift_card,completed,1260.4
PAY0001205,ORD0001205,2026-02-04 15:43:00,bank_transfer,completed,63.12
PAY0001206,ORD0001206,2026-02-02 00:40:00,gift_card,completed,1107.8
PAY0001207,ORD0001207,2026-03-10 14:58:00,wallet,completed,476.32
PAY0001208,ORD0001208,2026-02-21 06:21:00,wallet,completed,2708.17
PAY0001209,ORD0001209,2026-03-09 22:03:00,bank_transfer,completed,1615.3
PAY0001210,ORD0001210,2026-02-17 09:36:00,bank_transfer,completed,673.54
PAY0001211,ORD0001211,2026-04-11 07:16:00,wallet,completed,1023.9
PAY0001212,ORD0001212,2026-03-10 11:25:00,wallet,completed,418.11
PAY0001213,ORD0001213,2026-03-28 09:15:00,gift_card,completed,1813.56
PAY0001214,ORD0001214,2026-03-27 01:24:00,gift_card,completed,484.11
PAY0001215,ORD0001215,2026-03-13 10:40:00,bank_transfer,completed,2278.05
PAY0001216,ORD0001216,2026-04-13 23:57:00,card,completed,449.86
PAY0001217,ORD0001217,2026-03-15 19:13:00,bank_transfer,completed,336.72
PAY0001218,ORD0001218,2026-04-11 17:29:00,wallet,completed,1118.13
PAY0001219,ORD0001219,2026-02-15 20:09:00,card,completed,1425.13
PAY0001220,ORD0001220,2026-01-24 01:47:00,wallet,completed,319.32
PAY0001221,ORD0001221,2026-02-12 00:07:00,wallet,completed,2192.71
PAY0001222,ORD0001222,2026-02-14 17:35:00,bank_transfer,completed,2630.12
PAY0001223,ORD0001223,2026-04-19 16:51:00,gift_card,completed,2049.83
PAY0001224,ORD0001224,2026-03-04 06:12:00,wallet,completed,673.41
PAY0001225,ORD0001225,2026-03-07 04:02:00,card,completed,430.66
PAY0001226,ORD0001226,2026-02-20 14:47:00,gift_card,completed,1407.99
PAY0001227,ORD0001227,2026-02-26 03:16:00,bank_transfer,completed,1923.0
PAY0001228,ORD0001228,2026-02-15 06:05:00,bank_transfer,completed,744.17
PAY0001229,ORD0001229,2026-03-14 01:14:00,gift_card,refunded,1787.63
PAY0001230,ORD0001230,2026-03-27 14:40:00,card,completed,1233.9
