order_item_id,order_id,line_number,product_id,quantity,unit_price,discount_rate,unit_cost
5655,2261,1,75,3,149.56,0.0,87.68
5656,2261,2,165,2,239.56,0.0,167.13
5657,2261,3,93,3,158.71,0.0,100.99
5658,2261,4,135,1,118.1,0.0,89.59
5659,2262,1,152,1,43.02,0.1,26.34
5660,2262,2,92,2,127.64,0.05,75.08
5661,2262,3,57,2,106.25,0.05,70.84
5662,2262,4,102,3,127.47,0.1,106.74
5663,2263,1,168,3,250.24,0.0,155.87
5664,2263,2,7,1,220.89,0.15,128.63
5665,2264,1,67,3,101.89,0.0,74.06
5666,2264,2,171,2,221.63,0.0,138.36
5667,2265,1,148,3,29.78,0.1,17.0
5668,2266,1,74,3,28.43,0.0,16.94
5669,2266,2,87,3,8.79,0.0,6.48
5670,2266,3,68,2,239.52,0.0,150.11
5671,2267,1,31,3,350.51,0.0,190.93
5672,2268,1,71,2,74.69,0.0,41.1
5673,2268,2,133,1,211.02,0.05,116.79
5674,2268,3,43,3,243.8,0.05,155.03
5675,2269,1,106,2,269.82,0.0,138.23
5676,2269,2,164,1,181.32,0.0,127.65
5677,2269,3,23,3,222.9,0.0,165.95
5678,2269,4,77,1,191.39,0.1,112.08
5679,2270,1,42,3,243.21,0.1,127.63
5680,2270,2,105,1,164.74,0.0,122.29
5681,2270,3,168,2,219.73,0.0,155.87
5682,2270,4,117,3,89.22,0.0,56.49
5683,2271,1,101,2,244.17,0.05,156.29
5684,2271,2,119,1,135.81,0.1,124.11
5685,2271,3,157,1,198.04,0.1,155.72
5686,2271,4,44,2,240.66,0.1,141.82
5687,2272,1,24,1,215.35,0.1,106.12
5688,2272,2,100,2,35.1,0.15,26.72
5689,2272,3,101,2,241.76,0.05,156.29
5690,2272,4,19,3,146.62,0.0,79.71
5691,2273,1,74,1,30.51,0.0,16.94
5692,2274,1,147,2,168.36,0.0,84.45
5693,2274,2,19,2,142.87,0.0,79.71
5694,2275,1,31,2,380.35,0.0,190.93
5695,2275,2,169,3,37.76,0.1,21.94
5696,2275,3,66,3,273.1,0.15,140.82
5697,2276,1,115,3,25.59,0.0,21.3
5698,2276,2,123,2,158.76,0.1,79.3
5699,2276,3,176,1,262.84,0.0,147.54
5700,2277,1,139,2,189.24,0.15,129.09
5701,2277,2,75,3,132.35,0.0,87.68
5702,2277,3,119,2,135.91,0.05,124.11
5703,2277,4,143,2,20.91,0.0,15.19
5704,2278,1,78,2,141.44,0.0,104.04
5705,2279,1,40,2,102.55,0.0,64.44
5706,2279,2,122,2,275.17,0.0,184.0
5707,2279,3,157,2,225.78,0.1,155.72
5708,2279,4,135,3,123.77,0.1,89.59
5709,2280,1,167,2,152.06,0.0,83.13
5710,2281,1,3,2,57.68,0.1,48.97
5711,2281,2,7,3,236.08,0.05,128.63
5712,2281,3,119,1,147.56,0.05,124.11
5713,2281,4,32,3,224.66,0.0,179.09
5714,2282,1,91,1,268.1,0.0,168.41
5715,2283,1,96,1,250.71,0.0,165.54
5716,2283,2,108,2,21.89,0.1,15.56
5717,2283,3,8,3,22.94,0.05,12.06
5718,2284,1,99,3,258.72,0.05,197.54
5719,2284,2,143,2,19.8,0.0,15.19
5720,2284,3,74,2,27.92,0.15,16.94
5721,2285,1,127,1,61.83,0.0,43.54
5722,2286,1,124,1,131.04,0.05,111.23
5723,2287,1,177,1,256.65,0.0,159.36
5724,2287,2,155,2,253.97,0.15,156.23
5725,2287,3,84,2,57.28,0.0,47.52
5726,2288,1,171,3,238.63,0.0,138.36
5727,2288,2,25,3,23.49,0.0,15.95
5728,2289,1,12,2,264.05,0.0,172.82
5729,2290,1,59,2,339.97,0.0,186.48
5730,2291,1,157,1,197.45,0.1,155.72
5731,2292,1,108,3,21.4,0.05,15.56
5732,2292,2,176,3,277.92,0.0,147.54
5733,2292,3,152,1,43.53,0.0,26.34
5734,2292,4,114,3,119.01,0.15,65.39
5735,2293,1,158,3,187.96,0.1,119.49
5736,2293,2,19,2,155.32,0.0,79.71
5737,2293,3,22,1,90.62,0.0,75.63
5738,2293,4,69,3,352.72,0.1,196.85
5739,2294,1,173,3,251.01,0.1,162.54
5740,2294,2,12,2,239.73,0.1,172.82
5741,2294,3,111,2,72.94,0.05,44.19
5742,2295,1,155,1,233.42,0.0,156.23
5743,2295,2,71,1,79.6,0.0,41.1
5744,2296,1,73,1,287.81,0.0,152.06
5745,2297,1,54,1,219.96,0.0,157.38
5746,2298,1,173,2,284.15,0.0,162.54
5747,2298,2,127,1,66.03,0.0,43.54
5748,2298,3,11,3,92.47,0.0,60.49
5749,2299,1,23,2,227.1,0.15,165.95
5750,2299,2,30,2,120.4,0.0,78.14
5751,2300,1,151,1,163.48,0.15,89.56
5752,2300,2,126,2,185.29,0.05,97.78
5753,2300,3,180,1,227.38,0.05,176.56
5754,2301,1,95,3,216.9,0.1,133.57
5755,2302,1,20,2,182.64,0.0,99.3
5756,2302,2,140,3,272.79,0.1,190.27
5757,2302,3,167,3,140.9,0.0,83.13
5758,2303,1,45,3,64.07,0.0,45.08
5759,2304,1,128,1,134.94,0.0,107.78
5760,2304,2,4,3,255.56,0.0,132.88
5761,2305,1,108,1,21.49,0.0,15.56
5762,2305,2,141,1,251.89,0.1,174.42
5763,2305,3,75,3,140.76,0.0,87.68
5764,2306,1,144,3,291.71,0.0,156.14
5765,2306,2,166,2,192.02,0.0,115.94
5766,2307,1,119,2,136.68,0.0,124.11
5767,2308,1,52,1,26.01,0.15,17.34
5768,2308,2,63,3,228.88,0.1,193.45
5769,2309,1,57,3,94.67,0.0,70.84
5770,2309,2,6,2,166.0,0.05,135.09
5771,2310,1,54,3,227.47,0.15,157.38
5772,2310,2,125,3,24.37,0.0,21.34
5773,2310,3,109,1,324.26,0.0,161.96
5774,2311,1,103,2,144.92,0.15,124.79
5775,2311,2,147,3,159.55,0.05,84.45
5776,2311,3,109,2,290.39,0.0,161.96
5777,2312,1,30,2,120.66,0.05,78.14
5778,2312,2,23,2,234.12,0.05,165.95
5779,2313,1,155,2,263.49,0.0,156.23
5780,2313,2,58,2,19.8,0.05,14.24
5781,2313,3,20,1,193.89,0.1,99.3
5782,2313,4,21,2,84.16,0.1,46.02
5783,2314,1,50,3,244.95,0.1,134.29
5784,2314,2,101,3,252.8,0.0,156.29
5785,2314,3,114,2,126.26,0.1,65.39
5786,2314,4,67,1,101.43,0.0,74.06
5787,2315,1,133,3,215.99,0.0,116.79
5788,2316,1,50,2,237.55,0.0,134.29
5789,2317,1,137,1,180.83,0.05,130.91
5790,2317,2,166,3,194.45,0.1,115.94
5791,2318,1,141,2,250.39,0.1,174.42
5792,2318,2,130,3,14.14,0.15,8.16
5793,2319,1,171,3,223.33,0.0,138.36
5794,2319,2,104,1,232.54,0.0,153.87
5795,2320,1,168,3,238.96,0.0,155.87
5796,2321,1,28,2,173.03,0.05,100.1
5797,2321,2,56,1,73.45,0.0,63.4
5798,2321,3,101,1,241.02,0.1,156.29
5799,2321,4,81,1,229.2,0.05,170.48
5800,2322,1,69,1,352.3,0.15,196.85
5801,2322,2,124,1,134.66,0.0,111.23
5802,2323,1,25,3,25.29,0.0,15.95
5803,2323,2,157,1,198.29,0.0,155.72
5804,2323,3,136,1,231.93,0.0,194.96
5805,2323,4,69,2,343.64,0.0,196.85
5806,2324,1,6,3,174.33,0.0,135.09
5807,2324,2,168,2,239.91,0.05,155.87
5808,2324,3,119,2,148.19,0.1,124.11
5809,2325,1,9,3,101.51,0.0,50.35
5810,2325,2,83,2,146.41,0.0,107.57
5811,2326,1,169,1,39.35,0.15,21.94
5812,2326,2,175,1,116.62,0.0,97.14
5813,2326,3,100,1,36.27,0.0,26.72
5814,2326,4,117,2,95.57,0.0,56.49
5815,2327,1,123,3,164.28,0.0,79.3
5816,2327,2,130,1,14.63,0.15,8.16
5817,2327,3,20,1,183.95,0.15,99.3
5818,2327,4,177,2,252.15,0.0,159.36
5819,2328,1,87,3,9.01,0.1,6.48
5820,2328,2,58,2,21.91,0.0,14.24
5821,2328,3,11,1,91.31,0.05,60.49
5822,2328,4,26,1,180.45,0.0,97.84
5823,2329,1,127,2,64.24,0.0,43.54
5824,2329,2,53,1,233.32,0.0,153.71
5825,2329,3,7,3,228.31,0.0,128.63
5826,2330,1,23,2,247.64,0.15,165.95
5827,2330,2,14,3,9.89,0.0,7.05
5828,2331,1,170,1,168.72,0.0,104.3
5829,2331,2,89,1,273.83,0.05,144.73
5830,2332,1,85,2,65.93,0.0,42.66
5831,2332,2,50,1,237.05,0.0,134.29
5832,2333,1,95,2,240.01,0.05,133.57
5833,2334,1,164,2,192.0,0.05,127.65
5834,2334,2,103,1,143.1,0.1,124.79
5835,2335,1,130,3,13.59,0.0,8.16
5836,2335,2,17,1,40.52,0.15,29.71
5837,2335,3,158,1,177.71,0.05,119.49
5838,2336,1,6,1,170.17,0.05,135.09
5839,2336,2,93,1,164.19,0.0,100.99
5840,2336,3,175,1,123.51,0.05,97.14
5841,2336,4,110,1,174.27,0.1,103.66
5842,2337,1,58,3,21.6,0.0,14.24
5843,2338,1,111,2,79.66,0.0,44.19
5844,2338,2,74,3,30.24,0.0,16.94
5845,2339,1,95,3,243.32,0.0,133.57
5846,2339,2,157,1,196.62,0.0,155.72
5847,2339,3,178,1,153.18,0.0,77.81
5848,2339,4,138,2,36.44,0.15,30.09
5849,2340,1,144,3,255.0,0.05,156.14
5850,2340,2,78,1,123.09,0.05,104.04
5851,2341,1,79,2,37.75,0.05,30.76
5852,2341,2,164,3,196.47,0.0,127.65
5853,2341,3,178,3,144.89,0.0,77.81
5854,2342,1,25,1,22.91,0.05,15.95
5855,2343,1,165,3,231.59,0.0,167.13
5856,2343,2,29,2,187.86,0.0,150.17
5857,2343,3,44,3,238.96,0.0,141.82
5858,2344,1,133,1,192.48,0.05,116.79
5859,2344,2,154,2,54.9,0.1,35.63
5860,2345,1,62,3,151.22,0.05,78.3
5861,2346,1,14,3,10.99,0.05,7.05
5862,2346,2,165,3,249.13,0.0,167.13
5863,2346,3,100,1,35.87,0.0,26.72
5864,2346,4,45,3,63.81,0.0,45.08
5865,2347,1,132,2,141.77,0.05,96.25
5866,2348,1,38,2,163.46,0.0,118.06
5867,2349,1,141,2,257.17,0.05,174.42
5868,2349,2,101,3,267.77,0.0,156.29
5869,2349,3,3,2,60.18,0.15,48.97
5870,2350,1,156,1,284.76,0.0,185.44
5871,2351,1,104,2,218.88,0.0,153.87
5872,2351,2,15,1,164.78,0.0,110.81
5873,2351,3,80,1,238.03,0.05,116.63
5874,2351,4,80,3,229.51,0.0,116.63
5875,2352,1,53,1,220.96,0.0,153.71
5876,2352,2,99,2,252.09,0.05,197.54
5877,2352,3,82,2,308.79,0.0,194.98
5878,2353,1,6,3,165.12,0.0,135.09
5879,2354,1,60,2,276.59,0.0,182.48
5880,2354,2,174,3,235.6,0.0,161.44
5881,2355,1,118,2,44.62,0.0,26.73
5882,2356,1,163,2,188.36,0.05,106.13
5883,2357,1,6,3,175.18,0.0,135.09
5884,2357,2,29,2,190.2,0.0,150.17
5885,2357,3,169,3,36.26,0.0,21.94
5886,2358,1,14,3,11.07,0.1,7.05
5887,2359,1,96,1,278.0,0.0,165.54
5888,2359,2,56,3,80.01,0.0,63.4
5889,2359,3,168,1,223.34,0.15,155.87
5890,2360,1,173,3,249.29,0.0,162.54
5891,2360,2,46,3,10.12,0.1,6.81
5892,2360,3,56,1,72.83,0.0,63.4
5893,2361,1,154,2,49.33,0.05,35.63
5894,2361,2,102,1,118.13,0.0,106.74
5895,2361,3,180,1,231.22,0.0,176.56
5896,2361,4,144,1,258.56,0.0,156.14
5897,2362,1,89,3,258.53,0.05,144.73
5898,2362,2,32,3,229.64,0.0,179.09
5899,2362,3,149,3,376.62,0.0,190.65
5900,2363,1,36,1,283.86,0.1,175.24
5901,2363,2,111,3,83.85,0.05,44.19
5902,2363,3,27,1,96.34,0.1,71.33
5903,2363,4,74,2,29.42,0.1,16.94
5904,2364,1,29,1,179.04,0.0,150.17
5905,2364,2,164,3,180.55,0.0,127.65
5906,2364,3,22,2,91.68,0.0,75.63
5907,2365,1,53,2,203.59,0.05,153.71
5908,2366,1,161,3,262.49,0.15,184.34
5909,2366,2,170,2,159.82,0.05,104.3
5910,2367,1,21,3,77.23,0.0,46.02
5911,2367,2,178,2,150.82,0.1,77.81
5912,2367,3,17,1,41.05,0.0,29.71
5913,2367,4,41,3,224.13,0.0,184.59
5914,2368,1,34,3,79.59,0.1,47.89
5915,2369,1,76,2,85.63,0.0,52.77
5916,2369,2,58,2,22.42,0.15,14.24
5917,2370,1,169,3,37.16,0.0,21.94
5918,2370,2,145,3,25.04,0.1,21.53
5919,2370,3,109,3,300.53,0.0,161.96
5920,2370,4,77,1,203.59,0.1,112.08
5921,2371,1,115,2,25.71,0.05,21.3
5922,2371,2,87,1,8.26,0.0,6.48
5923,2372,1,56,2,75.31,0.0,63.4
5924,2372,2,141,2,263.32,0.1,174.42
5925,2373,1,6,1,157.48,0.0,135.09
5926,2373,2,101,1,238.16,0.0,156.29
5927,2374,1,114,3,133.39,0.0,65.39
5928,2374,2,150,2,12.63,0.0,8.74
5929,2375,1,127,1,63.27,0.0,43.54
5930,2375,2,1,2,238.3,0.05,150.39
5931,2376,1,36,3,296.68,0.05,175.24
5932,2376,2,120,1,92.8,0.1,60.16
5933,2376,3,151,2,172.97,0.0,89.56
5934,2377,1,32,1,246.38,0.05,179.09
5935,2377,2,128,2,141.51,0.0,107.78
5936,2377,3,175,2,116.95,0.0,97.14
5937,2377,4,156,3,280.8,0.05,185.44
5938,2378,1,164,1,182.23,0.05,127.65
5939,2379,1,89,3,245.03,0.05,144.73
5940,2379,2,175,3,110.88,0.0,97.14
5941,2379,3,13,2,85.98,0.0,63.05
5942,2380,1,173,3,279.11,0.05,162.54
5943,2380,2,175,2,120.5,0.15,97.14
5944,2381,1,175,3,121.02,0.0,97.14
5945,2381,2,38,3,172.43,0.0,118.06
5946,2382,1,14,2,10.91,0.05,7.05
5947,2383,1,107,2,198.88,0.0,115.72
5948,2383,2,104,1,224.42,0.05,153.87
5949,2383,3,96,1,275.57,0.0,165.54
5950,2383,4,178,3,153.18,0.0,77.81
5951,2384,1,90,3,16.81,0.15,8.54
5952,2385,1,1,3,236.04,0.0,150.39
5953,2385,2,123,2,159.67,0.0,79.3
5954,2386,1,144,3,258.12,0.1,156.14
5955,2386,2,124,2,125.44,0.0,111.23
5956,2386,3,6,2,166.14,0.0,135.09
5957,2387,1,142,1,247.86,0.0,133.8
5958,2387,2,151,2,177.91,0.0,89.56
5959,2388,1,79,1,38.47,0.0,30.76
5960,2388,2,26,2,183.61,0.15,97.84
5961,2389,1,91,3,289.18,0.0,168.41
5962,2390,1,44,3,233.35,0.0,141.82
5963,2390,2,35,3,219.28,0.1,147.81
5964,2390,3,71,2,77.43,0.0,41.1
5965,2391,1,80,2,232.46,0.1,116.63
5966,2391,2,124,3,138.56,0.0,111.23
5967,2391,3,40,3,99.19,0.05,64.44
5968,2391,4,56,1,74.24,0.05,63.4
5969,2392,1,75,2,152.93,0.05,87.68
5970,2393,1,167,2,155.48,0.05,83.13
5971,2394,1,109,3,324.18,0.1,161.96
5972,2395,1,97,3,157.27,0.0,137.53
5973,2395,2,76,2,90.4,0.1,52.77
5974,2395,3,83,1,142.13,0.05,107.57
5975,2395,4,26,2,181.17,0.15,97.84
5976,2396,1,38,3,171.73,0.0,118.06
5977,2396,2,81,2,247.31,0.1,170.48
5978,2396,3,173,2,272.11,0.0,162.54
5979,2396,4,127,2,65.02,0.0,43.54
5980,2397,1,30,1,130.67,0.05,78.14
5981,2397,2,15,3,176.42,0.0,110.81
5982,2397,3,93,3,160.92,0.0,100.99
5983,2397,4,48,2,165.24,0.0,140.24
5984,2398,1,93,2,160.65,0.05,100.99
5985,2398,2,36,3,301.78,0.15,175.24
5986,2398,3,48,1,163.49,0.0,140.24
5987,2398,4,107,1,200.38,0.15,115.72
5988,2399,1,11,3,91.91,0.0,60.49
5989,2399,2,117,1,86.31,0.0,56.49
5990,2400,1,90,2,16.15,0.0,8.54
5991,2400,2,31,2,385.04,0.0,190.93
5992,2401,1,34,1,85.33,0.0,47.89
5993,2401,2,83,3,141.67,0.0,107.57
5994,2402,1,104,2,226.67,0.1,153.87
5995,2403,1,63,3,218.39,0.0,193.45
5996,2403,2,42,2,232.01,0.0,127.63
5997,2404,1,137,2,184.02,0.0,130.91
5998,2404,2,81,3,243.7,0.0,170.48
5999,2404,3,171,1,220.53,0.0,138.36
6000,2404,4,130,1,14.47,0.0,8.16
6001,2405,1,100,1,34.83,0.05,26.72
6002,2405,2,72,3,138.21,0.0,102.31
6003,2406,1,76,1,83.26,0.05,52.77
6004,2406,2,60,3,239.08,0.0,182.48
6005,2407,1,103,1,157.76,0.0,124.79
6006,2407,2,106,2,265.86,0.0,138.23
6007,2408,1,149,2,349.65,0.0,190.65
6008,2408,2,65,3,108.38,0.1,61.84
6009,2408,3,82,2,295.81,0.05,194.98
6010,2409,1,158,3,177.33,0.05,119.49
6011,2409,2,93,3,153.91,0.0,100.99
6012,2410,1,128,1,150.3,0.0,107.78
6013,2410,2,65,2,109.99,0.05,61.84
6014,2410,3,179,2,200.46,0.0,154.73
6015,2410,4,57,3,99.94,0.0,70.84
6016,2411,1,44,2,223.85,0.0,141.82
6017,2411,2,101,3,267.74,0.0,156.29
6018,2411,3,153,1,25.99,0.05,17.75
6019,2411,4,169,1,39.98,0.05,21.94
6020,2412,1,52,2,24.13,0.0,17.34
6021,2412,2,75,1,137.77,0.1,87.68
6022,2413,1,45,1,59.57,0.0,45.08
6023,2414,1,23,2,239.02,0.05,165.95
6024,2415,1,112,1,183.28,0.05,131.2
6025,2415,2,157,1,209.32,0.0,155.72
6026,2415,3,161,3,267.73,0.0,184.34
6027,2416,1,116,1,54.46,0.1,38.44
6028,2416,2,42,1,229.23,0.15,127.63
6029,2417,1,102,2,117.6,0.0,106.74
6030,2417,2,4,3,247.6,0.0,132.88
6031,2418,1,42,3,244.37,0.1,127.63
6032,2418,2,137,3,181.49,0.0,130.91
6033,2419,1,139,1,188.31,0.05,129.09
6034,2419,2,160,3,211.99,0.0,185.99
6035,2419,3,65,2,117.35,0.0,61.84
6036,2419,4,44,3,223.83,0.0,141.82
6037,2420,1,114,3,127.67,0.0,65.39
6038,2420,2,124,1,138.19,0.0,111.23
6039,2421,1,85,2,58.04,0.0,42.66
6040,2421,2,133,3,206.19,0.05,116.79
6041,2422,1,113,3,12.41,0.0,9.5
6042,2422,2,94,3,161.31,0.0,96.97
6043,2422,3,43,1,229.81,0.0,155.03
6044,2422,4,67,3,97.6,0.0,74.06
6045,2423,1,170,1,161.68,0.0,104.3
6046,2424,1,9,2,100.88,0.0,50.35
6047,2424,2,134,2,98.24,0.0,82.55
6048,2424,3,8,2,24.69,0.0,12.06
6049,2424,4,103,2,154.67,0.0,124.79
6050,2425,1,123,2,154.77,0.1,79.3
6051,2425,2,39,1,86.42,0.0,47.76
6052,2426,1,143,2,19.41,0.0,15.19
6053,2426,2,138,3,37.26,0.0,30.09
6054,2426,3,37,1,16.74,0.0,14.59
6055,2426,4,62,2,146.22,0.05,78.3
6056,2427,1,61,2,122.27,0.0,64.78
6057,2428,1,76,1,79.68,0.0,52.77
6058,2428,2,43,1,225.46,0.0,155.03
6059,2429,1,128,3,132.85,0.0,107.78
6060,2430,1,13,3,95.15,0.1,63.05
6061,2430,2,106,3,258.26,0.15,138.23
6062,2430,3,147,3,148.12,0.05,84.45
6063,2430,4,170,1,164.7,0.0,104.3
6064,2431,1,142,1,253.46,0.0,133.8
6065,2431,2,59,3,336.21,0.0,186.48
6066,2431,3,138,1,37.02,0.0,30.09
6067,2431,4,106,3,273.58,0.0,138.23
6068,2432,1,65,1,106.84,0.0,61.84
6069,2432,2,63,2,254.28,0.05,193.45
6070,2432,3,45,3,65.13,0.05,45.08
6071,2432,4,162,3,278.52,0.05,161.91
6072,2433,1,179,1,209.63,0.0,154.73
6073,2434,1,118,3,49.87,0.1,26.73
6074,2434,2,16,2,25.68,0.05,19.41
6075,2434,3,53,2,207.83,0.0,153.71
6076,2434,4,62,2,144.71,0.05,78.3
6077,2435,1,83,3,149.58,0.1,107.57
6078,2435,2,37,1,18.08,0.05,14.59
6079,2435,3,134,2,101.27,0.0,82.55
6080,2435,4,74,3,30.74,0.05,16.94
6081,2436,1,66,2,277.0,0.0,140.82
6082,2437,1,20,2,193.67,0.1,99.3
6083,2437,2,46,1,9.83,0.0,6.81
6084,2438,1,89,1,270.05,0.0,144.73
6085,2438,2,57,3,97.65,0.05,70.84
6086,2438,3,21,1,77.18,0.0,46.02
6087,2438,4,172,1,50.34,0.0,32.09
6088,2439,1,97,1,156.25,0.0,137.53
6089,2440,1,6,3,165.92,0.05,135.09
6090,2440,2,63,1,245.37,0.0,193.45
6091,2441,1,69,2,341.73,0.0,196.85
6092,2441,2,80,1,241.49,0.0,116.63
6093,2441,3,180,2,222.31,0.0,176.56
6094,2441,4,62,1,139.91,0.15,78.3
6095,2442,1,66,2,260.09,0.0,140.82
6096,2442,2,115,1,26.53,0.1,21.3
6097,2443,1,75,1,132.85,0.05,87.68
6098,2444,1,167,3,158.57,0.0,83.13
6099,2445,1,114,1,128.99,0.1,65.39
6100,2446,1,86,1,149.51,0.05,80.63
6101,2446,2,5,3,219.19,0.0,166.75
6102,2447,1,15,1,181.03,0.0,110.81
6103,2447,2,75,3,134.59,0.0,87.68
6104,2448,1,175,3,116.15,0.0,97.14
6105,2448,2,86,3,156.3,0.0,80.63
6106,2448,3,178,1,140.6,0.0,77.81
6107,2449,1,88,2,220.5,0.0,122.81
6108,2449,2,161,1,261.88,0.0,184.34
6109,2449,3,19,1,145.85,0.0,79.71
6110,2450,1,38,2,162.88,0.0,118.06
6111,2450,2,108,1,23.68,0.0,15.56
6112,2450,3,170,2,161.95,0.05,104.3
6113,2450,4,151,1,159.75,0.0,89.56
6114,2451,1,52,2,24.54,0.0,17.34
6115,2451,2,11,2,90.98,0.0,60.49
6116,2452,1,39,3,96.69,0.1,47.76
6117,2453,1,83,2,142.96,0.0,107.57
6118,2453,2,149,1,351.73,0.05,190.65
6119,2453,3,66,2,240.17,0.0,140.82
6120,2454,1,74,3,30.53,0.0,16.94
6121,2454,2,125,1,27.03,0.1,21.34
6122,2454,3,157,2,226.05,0.05,155.72
6123,2454,4,139,2,168.49,0.1,129.09
6124,2455,1,89,1,259.93,0.0,144.73
6125,2455,2,170,3,160.87,0.0,104.3
6126,2456,1,138,2,38.13,0.05,30.09
6127,2457,1,148,3,27.77,0.0,17.0
6128,2457,2,169,3,38.3,0.0,21.94
6129,2458,1,8,3,23.47,0.05,12.06
6130,2458,2,22,2,85.35,0.0,75.63
6131,2458,3,87,1,8.89,0.0,6.48
6132,2458,4,52,2,26.86,0.1,17.34
6133,2459,1,62,1,141.45,0.0,78.3
6134,2459,2,15,1,168.16,0.05,110.81
6135,2459,3,95,2,232.9,0.0,133.57
6136,2459,4,65,3,114.57,0.05,61.84
6137,2460,1,85,3,60.43,0.0,42.66
6138,2460,2,129,2,250.16,0.0,127.06
6139,2460,3,7,2,233.57,0.0,128.63
6140,2461,1,87,1,8.25,0.1,6.48
6141,2461,2,52,2,26.82,0.0,17.34
6142,2461,3,177,2,222.82,0.0,159.36
6143,2461,4,21,2,86.12,0.15,46.02
6144,2462,1,121,1,267.08,0.05,199.27
6145,2462,2,109,3,285.03,0.0,161.96
6146,2463,1,123,1,159.57,0.0,79.3
6147,2464,1,177,3,223.46,0.1,159.36
6148,2464,2,45,2,63.13,0.0,45.08
6149,2465,1,10,3,345.48,0.0,187.63
6150,2465,2,29,2,186.59,0.05,150.17
6151,2466,1,179,1,208.37,0.0,154.73
6152,2466,2,77,2,207.62,0.1,112.08
6153,2467,1,123,3,147.75,0.1,79.3
6154,2467,2,46,2,10.77,0.0,6.81
6155,2468,1,156,3,298.44,0.0,185.44
6156,2469,1,49,2,269.53,0.0,141.2
6157,2469,2,47,1,187.46,0.0,115.18
6158,2469,3,106,3,259.83,0.1,138.23
6159,2469,4,112,2,194.0,0.05,131.2
6160,2470,1,126,2,171.32,0.0,97.78
6161,2470,2,175,2,115.05,0.0,97.14
6162,2470,3,80,1,223.07,0.0,116.63
6163,2470,4,127,3,67.51,0.0,43.54
6164,2471,1,133,1,209.24,0.0,116.79
6165,2471,2,29,3,195.13,0.05,150.17
6166,2471,3,73,1,263.16,0.0,152.06
6167,2471,4,83,1,138.5,0.0,107.57
6168,2472,1,137,3,183.78,0.0,130.91
6169,2472,2,123,2,163.86,0.0,79.3
6170,2473,1,97,3,172.31,0.1,137.53
6171,2473,2,40,1,97.4,0.0,64.44
6172,2473,3,145,3,24.91,0.1,21.53
6173,2473,4,23,1,218.05,0.0,165.95
6174,2474,1,103,3,148.57,0.1,124.79
6175,2474,2,2,2,231.94,0.0,145.03
6176,2474,3,28,3,180.68,0.0,100.1
6177,2474,4,17,1,39.74,0.05,29.71
6178,2475,1,111,3,79.42,0.05,44.19
6179,2476,1,63,3,225.45,0.0,193.45
6180,2476,2,124,2,124.7,0.15,111.23
6181,2477,1,126,2,187.87,0.05,97.78
6182,2477,2,179,3,200.12,0.1,154.73
6183,2477,3,10,2,339.84,0.05,187.63
6184,2478,1,139,2,184.34,0.0,129.09
6185,2478,2,39,2,88.15,0.0,47.76
6186,2478,3,156,1,301.04,0.0,185.44
6187,2479,1,29,1,181.47,0.05,150.17
6188,2479,2,51,2,262.74,0.0,146.25
6189,2479,3,175,2,123.85,0.0,97.14
6190,2480,1,10,3,320.54,0.0,187.63
6191,2480,2,132,2,122.74,0.0,96.25
6192,2480,3,164,2,198.99,0.0,127.65
6193,2481,1,165,1,222.89,0.0,167.13
6194,2482,1,89,1,253.35,0.0,144.73
6195,2482,2,37,3,18.33,0.0,14.59
6196,2483,1,62,3,145.0,0.0,78.3
6197,2483,2,108,3,21.79,0.05,15.56
6198,2483,3,24,3,207.89,0.05,106.12
6199,2484,1,174,2,238.8,0.05,161.44
6200,2484,2,139,1,185.32,0.0,129.09
6201,2485,1,138,3,35.22,0.05,30.09
6202,2485,2,126,3,183.81,0.0,97.78
6203,2485,3,54,1,220.64,0.1,157.38
6204,2486,1,60,2,268.53,0.05,182.48
6205,2486,2,8,1,22.59,0.1,12.06
6206,2486,3,94,2,153.12,0.1,96.97
6207,2486,4,73,3,286.58,0.0,152.06
6208,2487,1,83,2,140.35,0.05,107.57
6209,2487,2,129,1,250.57,0.0,127.06
6210,2487,3,55,1,57.37,0.0,39.54
6211,2487,4,68,3,227.14,0.1,150.11
6212,2488,1,64,2,101.81,0.0,63.67
6213,2488,2,120,3,96.12,0.05,60.16
6214,2489,1,139,3,177.15,0.1,129.09
6215,2490,1,163,2,201.28,0.0,106.13
6216,2490,2,73,3,294.84,0.05,152.06
6217,2490,3,111,3,78.81,0.05,44.19
6218,2491,1,73,1,275.23,0.1,152.06
6219,2491,2,137,2,189.56,0.05,130.91
6220,2492,1,101,2,268.82,0.05,156.29
6221,2492,2,52,1,23.98,0.0,17.34
6222,2492,3,77,1,193.16,0.0,112.08
6223,2492,4,69,3,329.52,0.0,196.85
6224,2493,1,160,1,220.66,0.0,185.99
6225,2493,2,156,2,303.08,0.1,185.44
6226,2493,3,94,2,160.45,0.15,96.97
6227,2493,4,165,1,253.84,0.1,167.13
6228,2494,1,24,2,196.33,0.0,106.12
6229,2495,1,97,3,161.32,0.1,137.53
6230,2495,2,177,2,248.62,0.15,159.36
6231,2496,1,3,1,65.54,0.05,48.97
6232,2496,2,95,1,230.59,0.0,133.57
6233,2496,3,32,3,228.35,0.15,179.09
6234,2496,4,172,2,48.58,0.0,32.09
6235,2497,1,53,1,214.55,0.1,153.71
