snapshot_date,product_id,on_hand_qty,reorder_point,region
2026-02-18,PROD000169,15,60,West
2026-02-18,PROD000146,64,43,Midwest
2026-02-18,PROD000158,209,36,Northeast
2026-02-19,PROD000054,143,49,Midwest
2026-02-19,PROD000068,106,33,West
2026-02-19,PROD000125,237,57,Northeast
2026-02-19,PROD000007,226,63,Midwest
2026-02-19,PROD000169,138,29,Southeast
2026-02-19,PROD000006,166,23,Southeast
2026-02-19,PROD000161,75,17,Midwest
2026-02-19,PROD000189,49,54,West
2026-02-19,PROD000062,141,51,Midwest
2026-02-19,PROD000114,199,43,Northeast
2026-02-19,PROD000194,1,66,Northeast
2026-02-19,PROD000238,82,54,Southeast
2026-02-19,PROD000016,0,67,Midwest
2026-02-19,PROD000178,221,63,Northeast
2026-02-19,PROD000180,91,36,West
2026-02-19,PROD000232,64,31,Northeast
2026-02-19,PROD000171,5,43,Southeast
2026-02-19,PROD000045,178,49,Northeast
2026-02-19,PROD000073,231,29,Northeast
2026-02-19,PROD000229,181,64,Midwest
2026-02-19,PROD000002,125,55,Northeast
2026-02-19,PROD000220,199,20,Midwest
2026-02-19,PROD000042,218,49,Midwest
2026-02-19,PROD000237,203,65,Midwest
2026-02-19,PROD000142,46,28,Midwest
2026-02-19,PROD000141,216,61,Midwest
2026-02-19,PROD000011,87,62,West
2026-02-19,PROD000066,227,58,Southeast
2026-02-19,PROD000122,50,22,Northeast
2026-02-19,PROD000223,97,31,Southeast
2026-02-19,PROD000218,62,40,West
2026-02-19,PROD000190,209,29,West
2026-02-19,PROD000081,67,43,Midwest
2026-02-19,PROD000024,77,39,Northeast
2026-02-19,PROD000044,27,50,West
2026-02-19,PROD000115,62,63,West
2026-02-19,PROD000149,156,64,Southeast
2026-02-19,PROD000120,48,40,West
2026-02-19,PROD000234,139,47,Northeast
2026-02-19,PROD000035,20,30,Northeast
2026-02-19,PROD000160,69,58,Northeast
2026-02-19,PROD000181,162,48,Midwest
2026-02-19,PROD000139,59,30,Northeast
2026-02-19,PROD000148,105,44,West
2026-02-19,PROD000154,101,30,Northeast
2026-02-19,PROD000153,59,28,Midwest
2026-02-19,PROD000146,173,25,Northeast
2026-02-19,PROD000175,152,40,Northeast
2026-02-19,PROD000017,54,20,West
2026-02-19,PROD000226,113,34,West
2026-02-19,PROD000063,147,34,West
2026-02-19,PROD000159,202,33,Southeast
2026-02-19,PROD000102,141,41,Midwest
2026-02-19,PROD000061,228,39,West
2026-02-19,PROD000089,47,67,Southeast
2026-02-19,PROD000208,35,41,Midwest
2026-02-19,PROD000123,212,56,West
2026-02-19,PROD000104,19,65,Northeast
2026-02-19,PROD000037,156,39,Southeast
2026-02-19,PROD000127,187,55,West
2026-02-19,PROD000143,215,22,Northeast
2026-02-19,PROD000029,164,64,Northeast
2026-02-19,PROD000235,86,16,Midwest
2026-02-19,PROD000236,219,55,Midwest
2026-02-19,PROD000216,178,54,Southeast
2026-02-19,PROD000075,81,20,Northeast
2026-02-19,PROD000103,80,23,Southeast
2026-02-19,PROD000134,120,67,Midwest
2026-02-19,PROD000027,223,16,Southeast
2026-02-19,PROD000004,27,41,Midwest
2026-02-19,PROD000196,42,34,West
2026-02-19,PROD000164,174,36,Northeast
2026-02-19,PROD000034,84,33,Northeast
2026-02-19,PROD000184,144,46,West
2026-02-19,PROD000025,164,26,Southeast
2026-02-19,PROD000191,1,52,Northeast
2026-02-19,PROD000243,64,41,Southeast
2026-02-19,PROD000099,162,65,Northeast
2026-02-19,PROD000118,95,22,Southeast
2026-02-19,PROD000094,141,36,Southeast
2026-02-19,PROD000209,73,22,Midwest
2026-02-19,PROD000207,153,61,Northeast
2026-02-19,PROD000008,81,26,Southeast
2026-02-19,PROD000246,169,42,Southeast
2026-02-19,PROD000022,166,69,Southeast
2026-02-19,PROD000132,199,15,Northeast
2026-02-19,PROD000152,161,15,Midwest
2026-02-19,PROD000248,113,21,Midwest
2026-02-19,PROD000112,191,32,Southeast
2026-02-19,PROD000117,152,37,Northeast
2026-02-19,PROD000064,209,37,Midwest
2026-02-19,PROD000150,133,48,Northeast
2026-02-19,PROD000010,45,16,Northeast
2026-02-19,PROD000046,221,21,West
2026-02-19,PROD000222,71,16,West
2026-02-19,PROD000051,82,43,Midwest
2026-02-19,PROD000172,52,46,Northeast
2026-02-19,PROD000128,156,35,West
2026-02-19,PROD000105,68,51,Northeast
2026-02-19,PROD000100,7,53,Northeast
2026-02-19,PROD000206,118,69,West
2026-02-19,PROD000166,213,60,West
2026-02-19,PROD000090,50,33,Midwest
2026-02-19,PROD000121,227,42,Midwest
2026-02-19,PROD000048,176,23,West
2026-02-19,PROD000082,138,15,Midwest
2026-02-19,PROD000026,128,18,Northeast
2026-02-19,PROD000242,188,60,Southeast
2026-02-19,PROD000212,65,32,West
2026-02-19,PROD000162,56,64,West
2026-02-19,PROD000059,218,46,Southeast
2026-02-19,PROD000155,16,58,West
2026-02-19,PROD000230,100,63,Northeast
2026-02-19,PROD000021,45,50,West
2026-02-19,PROD000195,195,42,West
2026-02-19,PROD000151,104,15,Southeast
2026-02-19,PROD000137,75,17,West
2026-02-19,PROD000165,99,69,Midwest
2026-02-19,PROD000113,101,23,Southeast
2026-02-19,PROD000012,167,36,Southeast
2026-02-20,PROD000064,78,19,Midwest
2026-02-20,PROD000103,181,61,Northeast
2026-02-20,PROD000061,214,44,Northeast
2026-02-20,PROD000132,96,28,Southeast
2026-02-20,PROD000117,64,32,West
2026-02-20,PROD000035,177,34,Midwest
2026-02-20,PROD000214,78,55,Midwest
2026-02-20,PROD000011,151,43,Southeast
2026-02-20,PROD000004,100,44,Midwest
2026-02-20,PROD000071,82,58,Midwest
2026-02-20,PROD000178,212,52,Midwest
2026-02-20,PROD000200,228,67,West
2026-02-20,PROD000100,19,67,Midwest
2026-02-20,PROD000174,206,25,Southeast
2026-02-20,PROD000077,184,53,Northeast
2026-02-20,PROD000152,168,42,Northeast
2026-02-20,PROD000104,180,49,Southeast
2026-02-20,PROD000060,213,31,West
2026-02-20,PROD000052,61,35,West
2026-02-20,PROD000211,41,64,Southeast
2026-02-20,PROD000039,163,27,Northeast
2026-02-20,PROD000085,27,23,Midwest
2026-02-20,PROD000045,191,32,West
2026-02-20,PROD000036,195,45,Northeast
2026-02-20,PROD000179,125,51,Midwest
2026-02-20,PROD000073,124,58,Southeast
2026-02-20,PROD000026,228,16,West
2026-02-20,PROD000057,35,22,Northeast
2026-02-20,PROD000009,138,43,West
2026-02-20,PROD000113,75,60,Midwest
2026-02-20,PROD000207,0,36,West
2026-02-20,PROD000047,238,54,Midwest
2026-02-20,PROD000032,103,54,Southeast
2026-02-20,PROD000203,50,55,Midwest
2026-02-20,PROD000030,10,26,Northeast
2026-02-20,PROD000158,17,35,West
2026-02-20,PROD000157,135,51,Northeast
2026-02-20,PROD000231,61,52,Midwest
2026-02-20,PROD000163,69,51,Midwest
2026-02-20,PROD000055,175,37,Northeast
2026-02-20,PROD000210,29,31,Southeast
2026-02-20,PROD000246,4,66,Northeast
2026-02-20,PROD000153,186,22,West
2026-02-20,PROD000216,191,40,Midwest
2026-02-20,PROD000015,53,59,Southeast
2026-02-20,PROD000202,117,27,Midwest
2026-02-20,PROD000227,120,42,Southeast
2026-02-20,PROD000121,174,58,Midwest
2026-02-20,PROD000049,6,47,Southeast
2026-02-20,PROD000238,41,59,West
2026-02-20,PROD000008,235,36,Southeast
2026-02-20,PROD000094,1,68,Midwest
2026-02-20,PROD000043,222,32,West
2026-02-20,PROD000065,218,19,Midwest
2026-02-20,PROD000082,104,42,Southeast
2026-02-20,PROD000151,183,23,Southeast
2026-02-20,PROD000106,93,64,Southeast
2026-02-20,PROD000034,140,51,Southeast
2026-02-20,PROD000237,216,61,Midwest
2026-02-20,PROD000230,145,39,Midwest
2026-02-20,PROD000114,150,35,Southeast
2026-02-20,PROD000074,219,21,Northeast
2026-02-20,PROD000037,225,32,West
2026-02-20,PROD000185,95,36,Northeast
2026-02-20,PROD000193,47,49,Midwest
2026-02-20,PROD000122,41,30,Northeast
2026-02-20,PROD000119,155,52,Southeast
2026-02-20,PROD000111,83,22,Southeast
2026-02-20,PROD000016,166,52,Northeast
2026-02-20,PROD000134,88,37,Midwest
2026-02-20,PROD000023,79,21,Northeast
2026-02-20,PROD000051,113,61,Northeast
2026-02-20,PROD000155,126,47,Southeast
2026-02-20,PROD000247,173,58,Midwest
2026-02-20,PROD000053,115,41,Southeast
2026-02-20,PROD000199,69,65,Northeast
2026-02-20,PROD000120,100,62,Northeast
2026-02-20,PROD000124,55,17,Southeast
2026-02-20,PROD000241,117,54,Northeast
2026-02-20,PROD000168,172,18,Southeast
2026-02-20,PROD000189,151,30,Northeast
2026-02-20,PROD000150,236,16,Midwest
2026-02-20,PROD000188,14,36,Midwest
2026-02-20,PROD000183,10,23,Northeast
2026-02-20,PROD000058,165,59,Northeast
2026-02-20,PROD000099,229,51,Southeast
2026-02-20,PROD000080,148,58,Southeast
2026-02-20,PROD000038,236,45,West
2026-02-20,PROD000040,113,64,Southeast
2026-02-20,PROD000084,230,63,Southeast
2026-02-20,PROD000001,1,34,Northeast
2026-02-20,PROD000075,155,23,Northeast
2026-02-20,PROD000187,91,59,Midwest
2026-02-20,PROD000105,39,65,Southeast
2026-02-20,PROD000018,165,42,West
2026-02-20,PROD000143,61,52,West
2026-02-20,PROD000244,147,46,Northeast
2026-02-20,PROD000250,188,52,Midwest
2026-02-20,PROD000091,213,66,Midwest
2026-02-20,PROD000209,57,58,Northeast
2026-02-20,PROD000167,218,68,Southeast
2026-02-20,PROD000088,192,15,Northeast
2026-02-20,PROD000070,175,25,Southeast
2026-02-20,PROD000170,177,33,Midwest
2026-02-20,PROD000098,194,48,Southeast
2026-02-20,PROD000133,220,64,West
2026-02-20,PROD000245,14,22,Midwest
2026-02-20,PROD000242,83,25,Southeast
2026-02-20,PROD000095,115,50,Northeast
2026-02-20,PROD000029,165,38,West
2026-02-20,PROD000218,113,29,Northeast
2026-02-20,PROD000195,56,56,Northeast
2026-02-20,PROD000219,125,52,Midwest
2026-02-20,PROD000024,29,67,Northeast
2026-02-20,PROD000206,40,48,Southeast
2026-02-20,PROD000243,6,16,Southeast
2026-02-20,PROD000145,108,46,Southeast
2026-02-20,PROD000131,68,64,Midwest
2026-02-20,PROD000197,217,66,Northeast
2026-02-20,PROD000078,93,25,Southeast
2026-02-21,PROD000196,154,59,Northeast
2026-02-21,PROD000227,210,69,Northeast
2026-02-21,PROD000220,16,17,West
2026-02-21,PROD000118,1,20,Northeast
2026-02-21,PROD000169,63,25,Midwest
2026-02-21,PROD000052,131,47,Midwest
2026-02-21,PROD000203,182,28,Midwest
2026-02-21,PROD000040,193,67,Midwest
2026-02-21,PROD000018,138,32,Southeast
2026-02-21,PROD000081,14,42,Southeast
2026-02-21,PROD000163,194,58,West
2026-02-21,PROD000207,0,46,West
2026-02-21,PROD000186,163,65,Southeast
2026-02-21,PROD000122,87,65,Midwest
2026-02-21,PROD000110,100,66,Midwest
2026-02-21,PROD000005,52,62,Northeast
2026-02-21,PROD000030,125,56,Northeast
2026-02-21,PROD000066,51,35,West
2026-02-21,PROD000229,95,47,Northeast
2026-02-21,PROD000009,43,69,Northeast
2026-02-21,PROD000022,153,57,West
2026-02-21,PROD000232,62,18,Southeast
2026-02-21,PROD000036,77,48,Southeast
2026-02-21,PROD000162,96,24,West
2026-02-21,PROD000051,120,67,Midwest
2026-02-21,PROD000080,203,51,Northeast
2026-02-21,PROD000015,219,48,Northeast
2026-02-21,PROD000123,20,19,Northeast
2026-02-21,PROD000129,108,60,Northeast
2026-02-21,PROD000101,135,57,Southeast
2026-02-21,PROD000096,215,18,Northeast
2026-02-21,PROD000147,96,56,Midwest
2026-02-21,PROD000012,25,55,Southeast
2026-02-21,PROD000168,33,21,West
2026-02-21,PROD000156,148,59,Southeast
2026-02-21,PROD000193,176,43,Southeast
2026-02-21,PROD000002,150,61,Northeast
2026-02-21,PROD000173,35,19,West
2026-02-21,PROD000071,178,27,West
2026-02-21,PROD000167,107,22,Northeast
2026-02-21,PROD000236,92,45,West
2026-02-21,PROD000073,76,37,Southeast
2026-02-21,PROD000057,119,69,Northeast
2026-02-21,PROD000086,90,60,Midwest
2026-02-21,PROD000093,24,56,West
2026-02-21,PROD000184,182,49,Midwest
2026-02-21,PROD000182,161,57,Midwest
2026-02-21,PROD000065,53,16,West
2026-02-21,PROD000115,90,34,West
2026-02-21,PROD000089,214,38,West
2026-02-21,PROD000230,195,58,Northeast
2026-02-21,PROD000148,108,18,Northeast
2026-02-21,PROD000098,65,41,Midwest
2026-02-21,PROD000213,55,36,Northeast
2026-02-21,PROD000046,124,45,West
2026-02-21,PROD000013,157,43,Southeast
2026-02-21,PROD000139,212,38,West
2026-02-21,PROD000161,196,31,Midwest
2026-02-21,PROD000077,36,66,Northeast
2026-02-21,PROD000138,186,36,West
2026-02-21,PROD000027,2,23,Northeast
2026-02-21,PROD000109,93,69,Midwest
2026-02-21,PROD000205,175,23,West
2026-02-21,PROD000063,53,37,Midwest
2026-02-21,PROD000180,143,39,Northeast
2026-02-21,PROD000113,219,32,Southeast
2026-02-21,PROD000238,20,23,Midwest
2026-02-21,PROD000116,27,48,West
2026-02-21,PROD000061,16,16,Northeast
2026-02-21,PROD000120,197,59,West
2026-02-21,PROD000059,206,34,Midwest
2026-02-21,PROD000218,2,39,Southeast
2026-02-21,PROD000177,10,64,Northeast
2026-02-21,PROD000217,68,60,Northeast
2026-02-21,PROD000246,1,18,Southeast
2026-02-21,PROD000074,92,42,West
2026-02-21,PROD000250,111,52,Northeast
2026-02-21,PROD000001,6,69,Southeast
2026-02-21,PROD000003,12,18,Northeast
2026-02-21,PROD000062,47,51,Midwest
2026-02-21,PROD000231,148,50,Midwest
2026-02-21,PROD000166,124,40,Southeast
2026-02-21,PROD000199,51,24,Midwest
2026-02-21,PROD000106,207,36,Midwest
2026-02-21,PROD000136,183,20,Southeast
2026-02-21,PROD000192,170,41,Southeast
2026-02-21,PROD000239,103,25,Northeast
2026-02-21,PROD000108,138,59,West
2026-02-21,PROD000004,128,47,Southeast
2026-02-21,PROD000198,28,32,Northeast
2026-02-21,PROD000201,218,39,Southeast
2026-02-21,PROD000215,58,41,Northeast
2026-02-21,PROD000233,202,30,West
2026-02-21,PROD000072,217,36,Southeast
2026-02-21,PROD000085,34,24,West
2026-02-21,PROD000152,93,34,Southeast
2026-02-21,PROD000017,190,49,Northeast
2026-02-21,PROD000151,75,21,Midwest
2026-02-21,PROD000128,16,20,Northeast
2026-02-21,PROD000224,77,66,Midwest
2026-02-21,PROD000026,184,18,West
2026-02-21,PROD000094,145,25,West
2026-02-21,PROD000019,163,65,Northeast
2026-02-21,PROD000247,22,65,Southeast
2026-02-21,PROD000097,196,50,West
2026-02-21,PROD000159,211,32,West
2026-02-21,PROD000035,233,48,Midwest
2026-02-21,PROD000119,125,65,Midwest
2026-02-21,PROD000049,239,52,Northeast
2026-02-21,PROD000078,168,47,West
2026-02-21,PROD000243,166,15,Midwest
2026-02-21,PROD000244,167,25,Northeast
2026-02-21,PROD000079,16,56,Midwest
2026-02-21,PROD000183,33,27,West
2026-02-21,PROD000124,182,56,Midwest
2026-02-21,PROD000111,218,24,West
2026-02-21,PROD000146,160,17,Southeast
2026-02-21,PROD000070,145,50,Midwest
2026-02-21,PROD000025,212,49,Midwest
2026-02-21,PROD000076,81,31,Midwest
2026-02-22,PROD000231,138,41,Southeast
2026-02-22,PROD000027,206,17,West
2026-02-22,PROD000216,90,48,Northeast
2026-02-22,PROD000165,153,49,West
2026-02-22,PROD000207,211,45,Midwest
2026-02-22,PROD000078,143,38,Southeast
2026-02-22,PROD000223,178,54,Northeast
2026-02-22,PROD000070,101,49,West
2026-02-22,PROD000139,230,27,Southeast
2026-02-22,PROD000113,150,23,Southeast
2026-02-22,PROD000123,168,29,Southeast
2026-02-22,PROD000153,48,69,West
2026-02-22,PROD000110,185,17,West
2026-02-22,PROD000007,16,19,West
2026-02-22,PROD000057,192,28,Midwest
2026-02-22,PROD000213,64,39,Midwest
2026-02-22,PROD000111,114,45,Midwest
2026-02-22,PROD000020,22,39,Southeast
2026-02-22,PROD000233,17,38,Midwest
2026-02-22,PROD000185,56,64,West
2026-02-22,PROD000096,228,58,Northeast
2026-02-22,PROD000038,7,16,Midwest
2026-02-22,PROD000034,64,41,Southeast
2026-02-22,PROD000225,121,53,Southeast
2026-02-22,PROD000132,15,63,West
2026-02-22,PROD000162,6,65,Midwest
2026-02-22,PROD000129,42,53,Southeast
2026-02-22,PROD000118,37,45,Southeast
2026-02-22,PROD000066,59,34,Southeast
2026-02-22,PROD000031,207,40,Northeast
2026-02-22,PROD000023,200,52,Northeast
2026-02-22,PROD000104,10,37,Northeast
2026-02-22,PROD000222,107,54,Southeast
2026-02-22,PROD000241,78,16,West
2026-02-22,PROD000021,216,19,Northeast
2026-02-22,PROD000227,106,63,Northeast
2026-02-22,PROD000137,128,50,Southeast
2026-02-22,PROD000202,123,31,Northeast
2026-02-22,PROD000248,57,45,Southeast
2026-02-22,PROD000012,28,31,Northeast
2026-02-22,PROD000154,23,16,Midwest
2026-02-22,PROD000010,127,68,West
2026-02-22,PROD000211,215,53,Southeast
2026-02-22,PROD000006,176,40,Northeast
2026-02-22,PROD000025,165,57,Northeast
2026-02-22,PROD000086,85,52,Northeast
2026-02-22,PROD000238,206,60,Midwest
2026-02-22,PROD000055,140,34,Midwest
2026-02-22,PROD000140,29,15,Midwest
2026-02-22,PROD000119,72,50,Southeast
2026-02-22,PROD000193,210,33,West
2026-02-22,PROD000220,162,35,West
2026-02-22,PROD000079,152,51,Northeast
2026-02-22,PROD000197,71,63,Northeast
2026-02-22,PROD000155,213,31,Northeast
2026-02-22,PROD000062,97,51,Northeast
2026-02-22,PROD000236,119,52,Southeast
2026-02-22,PROD000210,118,26,West
2026-02-22,PROD000024,57,66,West
2026-02-22,PROD000056,14,23,Southeast
2026-02-22,PROD000041,11,61,Northeast
2026-02-22,PROD000156,238,19,Northeast
2026-02-22,PROD000013,122,32,West
2026-02-22,PROD000121,168,38,Southeast
2026-02-22,PROD000150,152,22,West
2026-02-22,PROD000196,113,25,West
2026-02-22,PROD000149,23,42,Southeast
2026-02-22,PROD000004,96,18,West
2026-02-22,PROD000051,7,55,West
2026-02-22,PROD000188,58,42,West
2026-02-22,PROD000019,0,33,Northeast
2026-02-22,PROD000232,12,42,Midwest
2026-02-22,PROD000221,95,20,Southeast
2026-02-22,PROD000224,14,30,Southeast
2026-02-22,PROD000239,167,41,Midwest
2026-02-22,PROD000194,237,57,Southeast
2026-02-22,PROD000127,239,26,Midwest
2026-02-22,PROD000029,200,41,Southeast
2026-02-22,PROD000164,52,49,Midwest
2026-02-22,PROD000014,221,63,Midwest
2026-02-22,PROD000065,141,66,West
2026-02-22,PROD000192,224,47,West
2026-02-22,PROD000069,139,24,Midwest
2026-02-22,PROD000183,106,35,West
2026-02-22,PROD000083,79,44,West
2026-02-22,PROD000143,203,55,West
2026-02-22,PROD000089,13,67,Southeast
2026-02-22,PROD000047,7,40,Northeast
2026-02-22,PROD000106,192,38,Southeast
2026-02-22,PROD000082,215,15,West
2026-02-22,PROD000128,165,40,Midwest
2026-02-22,PROD000075,38,26,Midwest
2026-02-22,PROD000230,171,50,Southeast
2026-02-22,PROD000206,180,32,West
2026-02-22,PROD000157,235,57,Southeast
2026-02-22,PROD000244,194,65,Northeast
2026-02-22,PROD000181,194,55,Midwest
2026-02-22,PROD000030,77,25,West
2026-02-22,PROD000095,113,59,Northeast
2026-02-22,PROD000242,57,59,West
2026-02-22,PROD000033,58,20,Northeast
2026-02-22,PROD000022,193,67,West
2026-02-22,PROD000001,115,30,Midwest
2026-02-22,PROD000017,106,33,Midwest
2026-02-22,PROD000064,227,53,Midwest
2026-02-22,PROD000205,189,58,Midwest
2026-02-22,PROD000049,160,32,West
2026-02-22,PROD000141,32,69,Northeast
2026-02-22,PROD000105,183,50,Northeast
2026-02-22,PROD000173,226,32,West
2026-02-22,PROD000246,104,42,Midwest
2026-02-22,PROD000077,135,50,West
2026-02-22,PROD000234,195,49,Southeast
2026-02-22,PROD000146,200,57,West
2026-02-22,PROD000054,90,40,Northeast
2026-02-22,PROD000073,39,35,West
2026-02-22,PROD000011,7,25,Northeast
2026-02-22,PROD000092,81,54,Northeast
2026-02-22,PROD000161,128,53,West
2026-02-22,PROD000203,27,68,Northeast
2026-02-23,PROD000237,183,23,West
2026-02-23,PROD000145,45,36,Midwest
2026-02-23,PROD000012,49,56,Southeast
2026-02-23,PROD000066,192,25,Southeast
2026-02-23,PROD000221,206,25,Southeast
2026-02-23,PROD000083,120,48,West
2026-02-23,PROD000011,223,40,Southeast
2026-02-23,PROD000049,196,52,Southeast
2026-02-23,PROD000055,161,69,Southeast
2026-02-23,PROD000218,125,47,Northeast
2026-02-23,PROD000056,19,50,Northeast
2026-02-23,PROD000043,117,58,Northeast
2026-02-23,PROD000014,2,67,Northeast
2026-02-23,PROD000057,224,19,Northeast
2026-02-23,PROD000175,48,40,Northeast
2026-02-23,PROD000211,198,16,West
2026-02-23,PROD000155,222,33,West
2026-02-23,PROD000101,203,16,Northeast
2026-02-23,PROD000224,73,49,West
2026-02-23,PROD000126,60,34,West
2026-02-23,PROD000121,105,30,Midwest
2026-02-23,PROD000003,60,17,Northeast
2026-02-23,PROD000167,31,18,Northeast
2026-02-23,PROD000199,57,41,Northeast
2026-02-23,PROD000018,187,58,Southeast
2026-02-23,PROD000187,151,64,Southeast
2026-02-23,PROD000105,174,24,Northeast
2026-02-23,PROD000047,37,21,West
2026-02-23,PROD000124,187,52,Southeast
2026-02-23,PROD000188,151,37,Northeast
2026-02-23,PROD000071,96,58,Southeast
2026-02-23,PROD000035,215,48,Midwest
2026-02-23,PROD000215,9,53,Midwest
2026-02-23,PROD000190,147,42,Southeast
2026-02-23,PROD000245,120,64,West
2026-02-23,PROD000116,230,41,Midwest
2026-02-23,PROD000068,125,51,Northeast
2026-02-23,PROD000153,80,52,Midwest
2026-02-23,PROD000143,29,51,Southeast
2026-02-23,PROD000159,151,44,West
2026-02-23,PROD000233,201,33,Northeast
2026-02-23,PROD000093,171,38,Southeast
2026-02-23,PROD000092,224,58,Northeast
2026-02-23,PROD000176,176,51,West
2026-02-23,PROD000160,215,18,Midwest
2026-02-23,PROD000244,225,36,Southeast
2026-02-23,PROD000136,26,16,Northeast
2026-02-23,PROD000088,6,61,Northeast
2026-02-23,PROD000174,56,56,Southeast
2026-02-23,PROD000213,89,63,Midwest
2026-02-23,PROD000017,228,37,West
2026-02-23,PROD000073,4,35,West
2026-02-23,PROD000063,92,51,Northeast
2026-02-23,PROD000130,83,37,Midwest
2026-02-23,PROD000010,182,56,Northeast
2026-02-23,PROD000226,123,19,Midwest
2026-02-23,PROD000206,94,57,Southeast
2026-02-23,PROD000118,105,28,Northeast
2026-02-23,PROD000158,67,68,Northeast
2026-02-23,PROD000091,172,27,Southeast
2026-02-23,PROD000110,132,26,Northeast
2026-02-23,PROD000184,54,30,Midwest
2026-02-23,PROD000115,226,46,Southeast
2026-02-23,PROD000168,74,27,Southeast
2026-02-23,PROD000048,205,28,Northeast
2026-02-23,PROD000207,210,37,West
2026-02-23,PROD000194,80,64,Southeast
2026-02-23,PROD000157,101,49,Northeast
2026-02-23,PROD000140,190,58,West
2026-02-23,PROD000046,127,22,Southeast
2026-02-23,PROD000064,214,46,West
2026-02-23,PROD000169,113,16,Northeast
2026-02-23,PROD000050,53,43,Southeast
2026-02-23,PROD000192,52,41,Southeast
2026-02-23,PROD000133,158,39,Southeast
2026-02-23,PROD000242,168,43,Northeast
2026-02-23,PROD000022,237,64,Midwest
2026-02-23,PROD000034,175,31,West
2026-02-23,PROD000127,170,63,Southeast
2026-02-23,PROD000223,200,34,Southeast
2026-02-23,PROD000142,102,55,Southeast
2026-02-23,PROD000041,83,66,Southeast
2026-02-23,PROD000053,15,42,West
2026-02-23,PROD000129,1,40,Southeast
2026-02-23,PROD000028,137,31,Midwest
2026-02-23,PROD000141,23,30,West
2026-02-23,PROD000100,88,36,West
2026-02-23,PROD000086,141,16,West
2026-02-23,PROD000125,106,64,West
2026-02-23,PROD000095,157,39,Northeast
2026-02-23,PROD000123,217,23,Northeast
2026-02-23,PROD000231,171,57,Northeast
2026-02-23,PROD000001,90,17,Southeast
2026-02-23,PROD000228,196,50,West
2026-02-23,PROD000031,32,32,Southeast
2026-02-23,PROD000230,174,50,Midwest
2026-02-23,PROD000077,57,66,Northeast
2026-02-23,PROD000249,106,60,Northeast
2026-02-23,PROD000098,57,37,Midwest
2026-02-23,PROD000020,99,36,Midwest
2026-02-23,PROD000054,113,41,Midwest
2026-02-23,PROD000195,48,31,Northeast
2026-02-23,PROD000005,116,39,Southeast
2026-02-23,PROD000033,134,59,Northeast
2026-02-23,PROD000076,21,35,Midwest
2026-02-23,PROD000037,104,22,Southeast
2026-02-23,PROD000051,92,62,Midwest
2026-02-23,PROD000039,197,64,West
2026-02-23,PROD000139,53,47,Southeast
2026-02-23,PROD000161,5,37,Southeast
2026-02-23,PROD000078,160,56,West
2026-02-23,PROD000045,234,23,Southeast
2026-02-23,PROD000170,100,33,Northeast
2026-02-23,PROD000164,194,68,Midwest
2026-02-23,PROD000119,195,69,West
2026-02-23,PROD000013,203,45,West
2026-02-23,PROD000087,17,43,Midwest
2026-02-23,PROD000212,146,59,Northeast
2026-02-23,PROD000109,80,26,Midwest
2026-02-23,PROD000108,125,17,Southeast
2026-02-24,PROD000250,10,21,Midwest
2026-02-24,PROD000015,105,24,Northeast
2026-02-24,PROD000174,4,29,Northeast
2026-02-24,PROD000091,20,45,Southeast
2026-02-24,PROD000172,3,50,West
2026-02-24,PROD000248,235,67,West
2026-02-24,PROD000062,178,29,Midwest
2026-02-24,PROD000212,172,27,West
2026-02-24,PROD000020,95,44,West
2026-02-24,PROD000086,179,50,Southeast
2026-02-24,PROD000123,202,63,Northeast
2026-02-24,PROD000100,127,56,Midwest
2026-02-24,PROD000241,116,48,Southeast
2026-02-24,PROD000146,162,23,Midwest
2026-02-24,PROD000120,35,47,West
2026-02-24,PROD000034,112,45,Southeast
2026-02-24,PROD000022,83,27,Midwest
2026-02-24,PROD000182,113,53,Northeast
2026-02-24,PROD000213,33,69,Northeast
2026-02-24,PROD000036,26,57,Southeast
2026-02-24,PROD000047,236,22,Midwest
2026-02-24,PROD000209,2,64,West
2026-02-24,PROD000154,58,30,Northeast
2026-02-24,PROD000126,147,65,Northeast
2026-02-24,PROD000222,199,29,West
2026-02-24,PROD000223,205,64,Southeast
2026-02-24,PROD000088,165,28,Northeast
2026-02-24,PROD000186,55,44,Southeast
2026-02-24,PROD000142,235,57,Southeast
2026-02-24,PROD000171,235,57,Midwest
2026-02-24,PROD000005,28,40,West
2026-02-24,PROD000188,81,57,Northeast
2026-02-24,PROD000210,140,43,Midwest
2026-02-24,PROD000029,227,36,West
2026-02-24,PROD000230,73,30,Southeast
2026-02-24,PROD000087,166,38,Northeast
2026-02-24,PROD000065,21,60,West
2026-02-24,PROD000204,170,34,Northeast
2026-02-24,PROD000061,44,45,Southeast
2026-02-24,PROD000077,48,46,West
2026-02-24,PROD000183,181,22,Southeast
2026-02-24,PROD000160,214,20,Midwest
2026-02-24,PROD000030,22,27,Southeast
2026-02-24,PROD000046,16,34,Midwest
2026-02-24,PROD000205,52,16,Northeast
2026-02-24,PROD000152,21,21,Midwest
2026-02-24,PROD000010,78,15,Midwest
2026-02-24,PROD000023,84,30,Northeast
2026-02-24,PROD000044,223,60,Southeast
2026-02-24,PROD000073,155,22,West
2026-02-24,PROD000028,36,37,Northeast
2026-02-24,PROD000027,66,41,West
2026-02-24,PROD000032,39,46,Southeast
